归属省份,中文名,adcode
广西壮族自治区,龙州县,451423
广西壮族自治区,大新县,451424
广西壮族自治区,天等县,451425
广西壮族自治区,凭祥市,451481
海南省,秀英区,460105
海南省,龙华区,460106
海南省,琼山区,460107
海南省,美兰区,460108
海南省,海棠区,460202
海南省,吉阳区,460203
海南省,天涯区,460204
海南省,崖州区,460205
海南省,五指山市,469001
海南省,琼海市,469002
海南省,文昌市,469005
海南省,万宁市,469006
海南省,东方市,469007
海南省,定安县,469021
海南省,屯昌县,469022
海南省,澄迈县,469023
海南省,临高县,469024
海南省,白沙黎族自治县,469025
海南省,昌江黎族自治县,469026
海南省,乐东黎族自治县,469027
海南省,陵水黎族自治县,469028
海南省,保亭黎族苗族自治县,469029
海南省,琼中黎族苗族自治县,469030
重庆市,万州区,500101
重庆市,涪陵区,500102
重庆市,渝中区,500103
重庆市,大渡口区,500104
重庆市,江北区,500105
重庆市,沙坪坝区,500106
重庆市,九龙坡区,500107
重庆市,南岸区,500108
重庆市,北碚区,500109
重庆市,綦江区,500110
重庆市,大足区,500111
重庆市,渝北区,500112
重庆市,巴南区,500113
重庆市,黔江区,500114
重庆市,长寿区,500115
重庆市,江津区,500116
重庆市,合川区,500117
重庆市,永川区,500118
重庆市,南川区,500119
重庆市,璧山区,500120
重庆市,铜梁区,500151
重庆市,潼南区,500152
重庆市,荣昌区,500153
重庆市,开州区,500154
重庆市,梁平区,500155
重庆市,武隆区,500156
重庆市,重庆市郊县,500200
重庆市,城口县,500229
重庆市,丰都县,500230
重庆市,垫江县,500231
重庆市,忠县,500233
重庆市,云阳县,500235
重庆市,奉节县,500236
重庆市,巫山县,500237
重庆市,巫溪县,500238
重庆市,石柱土家族自治县,500240
重庆市,秀山土家族苗族自治县,500241
重庆市,酉阳土家族苗族自治县,500242
重庆市,彭水苗族土家族自治县,500243
四川省,锦江区,510104
四川省,青羊区,510105
四川省,金牛区,510106
四川省,武侯区,510107
四川省,成华区,510108
四川省,龙泉驿区,510112
四川省,青白江区,510113
四川省,新都区,510114
四川省,温江区,510115
四川省,双流区,510116
四川省,郫都区,510117
四川省,金堂县,510121
四川省,大邑县,510129
四川省,蒲江县,510131
四川省,新津县,510132
四川省,都江堰市,510181
四川省,彭州市,510182
四川省,邛崃市,510183
四川省,崇州市,510184
四川省,简阳市,510185
四川省,自流井区,510302
四川省,贡井区,510303
四川省,大安区,510304
四川省,沿滩区,510311
四川省,荣县,510321
四川省,富顺县,510322
四川省,东区,510402
四川省,西区,510403
四川省,仁和区,510411
四川省,米易县,510421
四川省,盐边县,510422
四川省,江阳区,510502
四川省,纳溪区,510503
四川省,龙马潭区,510504
四川省,泸县,510521
四川省,合江县,510522
四川省,叙永县,510524
四川省,古蔺县,510525
四川省,旌阳区,510603
四川省,中江县,510623
四川省,罗江区,510626
四川省,广汉市,510681
四川省,什邡市,510682
四川省,绵竹市,510683
四川省,涪城区,510703
四川省,游仙区,510704
四川省,安州区,510705
四川省,三台县,510722
四川省,盐亭县,510723
四川省,梓潼县,510725
四川省,北川羌族自治县,510726
四川省,平武县,510727
四川省,江油市,510781
四川省,利州区,510802
四川省,昭化区,510811
四川省,朝天区,510812
四川省,旺苍县,510821
四川省,青川县,510822
四川省,剑阁县,510823
四川省,苍溪县,510824
四川省,船山区,510903
四川省,安居区,510904
四川省,蓬溪县,510921
四川省,射洪县,510922
四川省,大英县,510923
四川省,市中区,511002
四川省,东兴区,511011
四川省,威远县,511024
四川省,资中县,511025
四川省,隆昌市,511083
四川省,市中区,511102
四川省,沙湾区,511111
四川省,五通桥区,511112
四川省,金口河区,511113
四川省,犍为县,511123
四川省,井研县,511124
四川省,夹江县,511126
四川省,沐川县,511129
四川省,峨边彝族自治县,511132
四川省,马边彝族自治县,511133
四川省,峨眉山市,511181
四川省,顺庆区,511302
四川省,高坪区,511303
四川省,嘉陵区,511304
四川省,南部县,511321
四川省,营山县,511322
四川省,蓬安县,511323
四川省,仪陇县,511324
四川省,西充县,511325
四川省,阆中市,511381
四川省,东坡区,511402
四川省,彭山区,511403
四川省,仁寿县,511421
四川省,洪雅县,511423
四川省,丹棱县,511424
四川省,青神县,511425
四川省,翠屏区,511502
四川省,南溪区,511503
四川省,宜宾县,511521
四川省,江安县,511523
四川省,长宁县,511524
四川省,高县,511525
四川省,珙县,511526
四川省,筠连县,511527
四川省,兴文县,511528
四川省,屏山县,511529
四川省,广安区,511602
四川省,前锋区,511603
四川省,岳池县,511621
四川省,武胜县,511622
四川省,邻水县,511623
四川省,华蓥市,511681
四川省,通川区,511702
四川省,达川区,511703
四川省,宣汉县,511722
四川省,开江县,511723
四川省,大竹县,511724
四川省,渠县,511725
四川省,万源市,511781
四川省,雨城区,511802
四川省,名山区,511803
四川省,荥经县,511822
四川省,汉源县,511823
四川省,石棉县,511824
四川省,天全县,511825
四川省,芦山县,511826
四川省,宝兴县,511827
四川省,巴州区,511902
四川省,恩阳区,511903
四川省,通江县,511921
四川省,南江县,511922
四川省,平昌县,511923
四川省,雁江区,512002
四川省,安岳县,512021
四川省,乐至县,512022
四川省,马尔康市,513201
四川省,汶川县,513221
四川省,理县,513222
四川省,茂县,513223
四川省,松潘县,513224
四川省,九寨沟市,513225
四川省,金川县,513226
四川省,小金县,513227
四川省,黑水县,513228
四川省,壤塘县,513230
四川省,阿坝县,513231
四川省,若尔盖县,513232
四川省,红原县,513233
四川省,康定市,513301
四川省,泸定县,513322
四川省,丹巴县,513323
四川省,九龙县,513324
四川省,雅江县,513325
四川省,道孚县,513326
四川省,炉霍县,513327
四川省,甘孜县,513328
四川省,新龙县,513329
四川省,德格县,513330
四川省,白玉县,513331
四川省,石渠县,513332
四川省,色达县,513333
四川省,理塘县,513334
四川省,巴塘县,513335
四川省,乡城县,513336
四川省,稻城县,513337
四川省,得荣县,513338
四川省,西昌市,513401
四川省,木里藏族自治县,513422
四川省,盐源县,513423
四川省,德昌县,513424
四川省,会理县,513425
四川省,会东县,513426
四川省,宁南县,513427
四川省,普格县,513428
四川省,布拖县,513429
四川省,金阳县,513430
四川省,昭觉县,513431
四川省,喜德县,513432
四川省,冕宁县,513433
四川省,越西县,513434
四川省,甘洛县,513435
四川省,美姑县,513436
四川省,雷波县,513437
贵州省,南明区,520102
贵州省,云岩区,520103
贵州省,花溪区,520111
贵州省,乌当区,520112
贵州省,白云区,520113
贵州省,观山湖区,520115
贵州省,开阳县,520121
贵州省,息烽县,520122
贵州省,修文县,520123
贵州省,清镇市,520181
贵州省,钟山区,520201
贵州省,六枝特区,520203
贵州省,水城县,520221
贵州省,盘州市,520281
贵州省,红花岗区,520302
贵州省,汇川区,520303
贵州省,播州区,520304
贵州省,桐梓县,520322
贵州省,绥阳县,520323
贵州省,正安县,520324
贵州省,道真仡佬族苗族自治县,520325
贵州省,务川仡佬族苗族自治县,520326
贵州省,凤冈县,520327
贵州省,湄潭县,520328
贵州省,余庆县,520329
贵州省,习水县,520330
贵州省,赤水市,520381
贵州省,仁怀市,520382
贵州省,西秀区,520402
贵州省,平坝区,520403
贵州省,普定县,520422
贵州省,镇宁布依族苗族自治县,520423
贵州省,关岭布依族苗族自治县,520424
贵州省,紫云苗族布依族自治县,520425
贵州省,七星关区,520502
贵州省,大方县,520521
贵州省,黔西县,520522
贵州省,金沙县,520523
贵州省,织金县,520524
贵州省,纳雍县,520525
贵州省,威宁彝族回族苗族自治县,520526
贵州省,赫章县,520527
贵州省,碧江区,520602
贵州省,万山区,520603
贵州省,江口县,520621
贵州省,玉屏侗族自治县,520622
贵州省,石阡县,520623
贵州省,思南县,520624
贵州省,印江土家族苗族自治县,520625
贵州省,德江县,520626
贵州省,沿河土家族自治县,520627
贵州省,松桃苗族自治县,520628
贵州省,兴义市,522301
贵州省,兴仁县,522322
贵州省,普安县,522323
贵州省,晴隆县,522324
贵州省,贞丰县,522325
贵州省,望谟县,522326
贵州省,册亨县,522327
贵州省,安龙县,522328
贵州省,凯里市,522601
贵州省,黄平县,522622
贵州省,施秉县,522623
贵州省,三穗县,522624
贵州省,镇远县,522625
贵州省,岑巩县,522626
贵州省,天柱县,522627
贵州省,锦屏县,522628
贵州省,剑河县,522629
贵州省,台江县,522630
贵州省,黎平县,522631
贵州省,榕江县,522632
贵州省,从江县,522633
贵州省,雷山县,522634
贵州省,麻江县,522635
贵州省,丹寨县,522636
贵州省,都匀市,522701
贵州省,福泉市,522702
贵州省,荔波县,522722
贵州省,贵定县,522723
贵州省,瓮安县,522725
贵州省,独山县,522726
贵州省,平塘县,522727
贵州省,罗甸县,522728
贵州省,长顺县,522729
贵州省,龙里县,522730
贵州省,惠水县,522731
贵州省,三都水族自治县,522732
云南省,五华区,530102
云南省,盘龙区,530103
云南省,官渡区,530111
云南省,西山区,530112
云南省,东川区,530113
云南省,呈贡区,530114
云南省,晋宁区,530115
云南省,富民县,530124
云南省,宜良县,530125
云南省,石林彝族自治县,530126
云南省,嵩明县,530127
云南省,禄劝彝族苗族自治县,530128
云南省,寻甸回族彝族自治县,530129
云南省,安宁市,530181
云南省,麒麟区,530302
云南省,沾益区,530303
云南省,马龙县,530321
云南省,陆良县,530322
云南省,师宗县,530323
云南省,罗平县,530324
云南省,富源县,530325
云南省,会泽县,530326
云南省,宣威市,530381
云南省,红塔区,530402
云南省,江川区,530403
云南省,澄江县,530422
云南省,通海县,530423
云南省,华宁县,530424
云南省,易门县,530425
云南省,峨山彝族自治县,530426
云南省,新平彝族傣族自治县,530427
云南省,元江哈尼族彝族傣族自治县,530428
云南省,隆阳区,530502
云南省,施甸县,530521
云南省,龙陵县,530523
云南省,昌宁县,530524
云南省,腾冲市,530581
云南省,昭阳区,530602
云南省,鲁甸县,530621
云南省,巧家县,530622
云南省,盐津县,530623
云南省,大关县,530624
云南省,永善县,530625
云南省,绥江县,530626
云南省,镇雄县,530627
云南省,彝良县,530628
云南省,威信县,530629
云南省,水富县,530630
云南省,古城区,530702
云南省,玉龙纳西族自治县,530721
云南省,永胜县,530722
云南省,华坪县,530723
云南省,宁蒗彝族自治县,530724
云南省,思茅区,530802
云南省,宁洱哈尼族彝族自治县,530821
云南省,墨江哈尼族自治县,530822
云南省,景东彝族自治县,530823
云南省,景谷傣族彝族自治县,530824
云南省,镇沅彝族哈尼族拉祜族自治县,530825
云南省,江城哈尼族彝族自治县,530826
云南省,孟连傣族拉祜族佤族自治县,530827
云南省,澜沧拉祜族自治县,530828
云南省,西盟佤族自治县,530829
云南省,临翔区,530902
云南省,凤庆县,530921
云南省,云县,530922
云南省,永德县,530923
云南省,镇康县,530924
云南省,双江拉祜族佤族布朗族傣族自治县,530925
云南省,耿马傣族佤族自治县,530926
云南省,沧源佤族自治县,530927
云南省,楚雄市,532301
云南省,双柏县,532322
云南省,牟定县,532323
云南省,南华县,532324
云南省,姚安县,532325
云南省,大姚县,532326
云南省,永仁县,532327
云南省,元谋县,532328
云南省,武定县,532329
云南省,禄丰县,532331
云南省,个旧市,532501
云南省,开远市,532502
云南省,蒙自市,532503
云南省,弥勒市,532504
云南省,屏边苗族自治县,532523
云南省,建水县,532524
云南省,石屏县,532525
云南省,泸西县,532527
云南省,元阳县,532528
云南省,红河县,532529
云南省,金平苗族瑶族傣族自治县,532530
云南省,绿春县,532531
云南省,河口瑶族自治县,532532
云南省,文山市,532601
云南省,砚山县,532622
云南省,西畴县,532623
云南省,麻栗坡县,532624
云南省,马关县,532625
云南省,丘北县,532626
云南省,广南县,532627
云南省,富宁县,532628
云南省,景洪市,532801
云南省,勐海县,532822
云南省,勐腊县,532823
云南省,大理市,532901
云南省,漾濞彝族自治县,532922
云南省,祥云县,532923
云南省,宾川县,532924
云南省,弥渡县,532925
云南省,南涧彝族自治县,532926
云南省,巍山彝族回族自治县,532927
云南省,永平县,532928
云南省,云龙县,532929
云南省,洱源县,532930
云南省,剑川县,532931
云南省,鹤庆县,532932
云南省,瑞丽市,533102
云南省,芒市,533103
云南省,梁河县,533122
云南省,盈江县,533123
云南省,陇川县,533124
云南省,泸水市,533301
云南省,福贡县,533323
云南省,贡山独龙族怒族自治县,533324
云南省,兰坪白族普米族自治县,533325
云南省,香格里拉市,533401
云南省,德钦县,533422
云南省,维西傈僳族自治县,533423
西藏自治区,城关区,540102
西藏自治区,堆龙德庆区,540103
西藏自治区,达孜区,540104
西藏自治区,林周县,540121
西藏自治区,当雄县,540122
西藏自治区,尼木县,540123
西藏自治区,曲水县,540124
西藏自治区,墨竹工卡县,540127
西藏自治区,桑珠孜区,540202
西藏自治区,南木林县,540221
西藏自治区,江孜县,540222
西藏自治区,定日县,540223
西藏自治区,萨迦县,540224
西藏自治区,拉孜县,540225
西藏自治区,昂仁县,540226
西藏自治区,谢通门县,540227
西藏自治区,白朗县,540228
西藏自治区,仁布县,540229
西藏自治区,康马县,540230
西藏自治区,定结县,540231
西藏自治区,仲巴县,540232
西藏自治区,亚东县,540233
西藏自治区,吉隆县,540234
西藏自治区,聂拉木县,540235
西藏自治区,萨嘎县,540236
西藏自治区,岗巴县,540237
西藏自治区,卡若区,540302
西藏自治区,江达县,540321
西藏自治区,贡觉县,540322
西藏自治区,类乌齐县,540323
西藏自治区,丁青县,540324
西藏自治区,察雅县,540325
西藏自治区,八宿县,540326
西藏自治区,左贡县,540327
西藏自治区,芒康县,540328
西藏自治区,洛隆县,540329
西藏自治区,边坝县,540330
西藏自治区,巴宜区,540402
西藏自治区,工布江达县,540421
西藏自治区,米林县,540422
西藏自治区,墨脱县,540423
西藏自治区,波密县,540424
西藏自治区,察隅县,540425
西藏自治区,朗县,540426
西藏自治区,乃东区,540502
西藏自治区,扎囊县,540521
西藏自治区,贡嘎县,540522
西藏自治区,桑日县,540523
西藏自治区,琼结县,540524
西藏自治区,曲松县,540525
西藏自治区,措美县,540526
西藏自治区,洛扎县,540527
西藏自治区,加查县,540528
西藏自治区,隆子县,540529
西藏自治区,错那县,540530
西藏自治区,浪卡子县,540531
西藏自治区,色尼区,540602
西藏自治区,嘉黎县,540621
西藏自治区,比如县,540622
西藏自治区,聂荣县,540623
西藏自治区,安多县,540624
西藏自治区,申扎县,540625
西藏自治区,索县,540626
西藏自治区,班戈县,540627
西藏自治区,巴青县,540628
西藏自治区,尼玛县,540629
西藏自治区,双湖县,540630
西藏自治区,普兰县,542521
西藏自治区,札达县,542522
西藏自治区,噶尔县,542523
西藏自治区,日土县,542524
西藏自治区,革吉县,542525
西藏自治区,改则县,542526
西藏自治区,措勤县,542527
陕西省,新城区,610102
陕西省,碑林区,610103
陕西省,莲湖区,610104
陕西省,灞桥区,610111
陕西省,未央区,610112
陕西省,雁塔区,610113
陕西省,阎良区,610114
陕西省,临潼区,610115
陕西省,长安区,610116
陕西省,高陵区,610117
陕西省,鄠邑区,610118
陕西省,蓝田县,610122
陕西省,周至县,610124
陕西省,王益区,610202
陕西省,印台区,610203
陕西省,耀州区,610204
陕西省,宜君县,610222
陕西省,渭滨区,610302
陕西省,金台区,610303
陕西省,陈仓区,610304
陕西省,凤翔县,610322
陕西省,岐山县,610323
陕西省,扶风县,610324
陕西省,眉县,610326
陕西省,陇县,610327
陕西省,千阳县,610328
陕西省,麟游县,610329
陕西省,凤县,610330
陕西省,太白县,610331
陕西省,秦都区,610402
陕西省,杨陵区,610403
陕西省,渭城区,610404
陕西省,三原县,610422
陕西省,泾阳县,610423
陕西省,乾县,610424
陕西省,礼泉县,610425
陕西省,永寿县,610426
陕西省,彬县,610427
陕西省,长武县,610428
陕西省,旬邑县,610429
陕西省,淳化县,610430
陕西省,武功县,610431
陕西省,兴平市,610481
陕西省,临渭区,610502
陕西省,华州区,610503
陕西省,潼关县,610522
陕西省,大荔县,610523
陕西省,合阳县,610524
陕西省,澄城县,610525
陕西省,蒲城县,610526
陕西省,白水县,610527
陕西省,富平县,610528
陕西省,韩城市,610581
陕西省,华阴市,610582
陕西省,宝塔区,610602
陕西省,安塞区,610603
陕西省,延长县,610621
陕西省,延川县,610622
陕西省,子长县,610623
陕西省,志丹县,610625
陕西省,吴起县,610626
陕西省,甘泉县,610627
陕西省,富县,610628
陕西省,洛川县,610629
陕西省,宜川县,610630
陕西省,黄龙县,610631
陕西省,黄陵县,610632
陕西省,汉台区,610702
陕西省,南郑区,610703
陕西省,城固县,610722
陕西省,洋县,610723
陕西省,西乡县,610724
陕西省,勉县,610725
陕西省,宁强县,610726
陕西省,略阳县,610727
陕西省,镇巴县,610728
陕西省,留坝县,610729
陕西省,佛坪县,610730
陕西省,榆阳区,610802
陕西省,横山区,610803
陕西省,府谷县,610822
陕西省,靖边县,610824
陕西省,定边县,610825
陕西省,绥德县,610826
陕西省,米脂县,610827
陕西省,佳县,610828
陕西省,吴堡县,610829
陕西省,清涧县,610830
陕西省,子洲县,610831
陕西省,神木市,610881
陕西省,汉滨区,610902
陕西省,汉阴县,610921
陕西省,石泉县,610922
陕西省,宁陕县,610923
陕西省,紫阳县,610924
陕西省,岚皋县,610925
陕西省,平利县,610926
陕西省,镇坪县,610927
陕西省,旬阳县,610928
陕西省,白河县,610929
陕西省,商州区,611002
陕西省,洛南县,611021
陕西省,丹凤县,611022
陕西省,商南县,611023
陕西省,山阳县,611024
陕西省,镇安县,611025
陕西省,柞水县,611026
甘肃省,城关区,620102
甘肃省,七里河区,620103
甘肃省,西固区,620104
甘肃省,安宁区,620105
甘肃省,红古区,620111
甘肃省,永登县,620121
甘肃省,皋兰县,620122
甘肃省,榆中县,620123
甘肃省,金川区,620302
甘肃省,永昌县,620321
甘肃省,白银区,620402
甘肃省,平川区,620403
甘肃省,靖远县,620421
甘肃省,会宁县,620422
甘肃省,景泰县,620423
甘肃省,秦州区,620502
甘肃省,麦积区,620503
甘肃省,清水县,620521
甘肃省,秦安县,620522
甘肃省,甘谷县,620523
甘肃省,武山县,620524
甘肃省,张家川回族自治县,620525
甘肃省,凉州区,620602
甘肃省,民勤县,620621
甘肃省,古浪县,620622
甘肃省,天祝藏族自治县,620623
甘肃省,甘州区,620702
甘肃省,肃南裕固族自治县,620721
甘肃省,民乐县,620722
甘肃省,临泽县,620723
甘肃省,高台县,620724
甘肃省,山丹县,620725
甘肃省,崆峒区,620802
甘肃省,泾川县,620821
甘肃省,灵台县,620822
甘肃省,崇信县,620823
甘肃省,华亭县,620824
甘肃省,庄浪县,620825
甘肃省,静宁县,620826
甘肃省,肃州区,620902
甘肃省,金塔县,620921
甘肃省,瓜州县,620922
甘肃省,肃北蒙古族自治县,620923
甘肃省,阿克塞哈萨克族自治县,620924
甘肃省,玉门市,620981
甘肃省,敦煌市,620982
甘肃省,西峰区,621002
甘肃省,庆城县,621021
甘肃省,环县,621022
甘肃省,华池县,621023
甘肃省,合水县,621024
甘肃省,正宁县,621025
甘肃省,宁县,621026
甘肃省,镇原县,621027
甘肃省,安定区,621102
甘肃省,通渭县,621121
甘肃省,陇西县,621122
甘肃省,渭源县,621123
甘肃省,临洮县,621124
甘肃省,漳县,621125
甘肃省,岷县,621126
甘肃省,武都区,621202
甘肃省,成县,621221
甘肃省,文县,621222
甘肃省,宕昌县,621223
甘肃省,康县,621224
甘肃省,西和县,621225
甘肃省,礼县,621226
甘肃省,徽县,621227
甘肃省,两当县,621228
甘肃省,临夏市,622901
甘肃省,临夏县,622921
甘肃省,康乐县,622922
甘肃省,永靖县,622923
甘肃省,广河县,622924
甘肃省,和政县,622925
甘肃省,东乡族自治县,622926
甘肃省,积石山保安族东乡族撒拉族自治县,622927
甘肃省,合作市,623001
甘肃省,临潭县,623021
甘肃省,卓尼县,623022
甘肃省,舟曲县,623023
甘肃省,迭部县,623024
甘肃省,玛曲县,623025
甘肃省,碌曲县,623026
甘肃省,夏河县,623027
青海省,城东区,630102
青海省,城中区,630103
青海省,城西区,630104
青海省,城北区,630105
青海省,大通回族土族自治县,630121
青海省,湟中县,630122
青海省,湟源县,630123
青海省,乐都区,630202
青海省,平安区,630203
青海省,民和回族土族自治县,630222
青海省,互助土族自治县,630223
青海省,化隆回族自治县,630224
青海省,循化撒拉族自治县,630225
青海省,门源回族自治县,632221
青海省,祁连县,632222
青海省,海晏县,632223
青海省,刚察县,632224
青海省,同仁县,632321
青海省,尖扎县,632322
青海省,泽库县,632323
青海省,河南蒙古族自治县,632324
青海省,共和县,632521
青海省,同德县,632522
青海省,贵德县,632523
青海省,兴海县,632524
青海省,贵南县,632525
青海省,玛沁县,632621
青海省,班玛县,632622
青海省,甘德县,632623
青海省,达日县,632624
青海省,久治县,632625
青海省,玛多县,632626
青海省,玉树市,632701
青海省,杂多县,632722
青海省,称多县,632723
青海省,治多县,632724
青海省,囊谦县,632725
青海省,曲麻莱县,632726
青海省,格尔木市,632801
青海省,德令哈市,632802
青海省,乌兰县,632821
青海省,都兰县,632822
青海省,天峻县,632823
宁夏回族自治区,兴庆区,640104
宁夏回族自治区,西夏区,640105
宁夏回族自治区,金凤区,640106
宁夏回族自治区,永宁县,640121
宁夏回族自治区,贺兰县,640122
宁夏回族自治区,灵武市,640181
宁夏回族自治区,大武口区,640202
宁夏回族自治区,惠农区,640205
宁夏回族自治区,平罗县,640221
宁夏回族自治区,利通区,640302
宁夏回族自治区,红寺堡区,640303
宁夏回族自治区,盐池县,640323
宁夏回族自治区,同心县,640324
宁夏回族自治区,青铜峡市,640381
宁夏回族自治区,原州区,640402
宁夏回族自治区,西吉县,640422
宁夏回族自治区,隆德县,640423
宁夏回族自治区,泾源县,640424
宁夏回族自治区,彭阳县,640425
宁夏回族自治区,沙坡头区,640502
宁夏回族自治区,中宁县,640521
宁夏回族自治区,海原县,640522
新疆维吾尔自治区,天山区,650102
新疆维吾尔自治区,沙依巴克区,650103
新疆维吾尔自治区,新市区,650104
新疆维吾尔自治区,水磨沟区,650105
新疆维吾尔自治区,头屯河区,650106
新疆维吾尔自治区,达坂城区,650107
新疆维吾尔自治区,米东区,650109
新疆维吾尔自治区,乌鲁木齐县,650121
新疆维吾尔自治区,独山子区,650202
新疆维吾尔自治区,克拉玛依区,650203
新疆维吾尔自治区,白碱滩区,650204
新疆维吾尔自治区,乌尔禾区,650205
新疆维吾尔自治区,高昌区,650402
新疆维吾尔自治区,鄯善县,650421
新疆维吾尔自治区,托克逊县,650422
新疆维吾尔自治区,伊州区,650502
新疆维吾尔自治区,巴里坤哈萨克自治县,650521
新疆维吾尔自治区,伊吾县,650522
新疆维吾尔自治区,昌吉市,652301
新疆维吾尔自治区,阜康市,652302
新疆维吾尔自治区,呼图壁县,652323
新疆维吾尔自治区,玛纳斯县,652324
新疆维吾尔自治区,奇台县,652325
新疆维吾尔自治区,吉木萨尔县,652327
新疆维吾尔自治区,木垒哈萨克自治县,652328
新疆维吾尔自治区,博乐市,652701
新疆维吾尔自治区,阿拉山口市,652702
新疆维吾尔自治区,精河县,652722
新疆维吾尔自治区,温泉县,652723
新疆维吾尔自治区,库尔勒市,652801
新疆维吾尔自治区,轮台县,652822
新疆维吾尔自治区,尉犁县,652823
新疆维吾尔自治区,若羌县,652824
新疆维吾尔自治区,且末县,652825
新疆维吾尔自治区,焉耆回族自治县,652826
新疆维吾尔自治区,和静县,652827
新疆维吾尔自治区,和硕县,652828
新疆维吾尔自治区,博湖县,652829
新疆维吾尔自治区,阿克苏市,652901
新疆维吾尔自治区,温宿县,652922
新疆维吾尔自治区,库车县,652923
新疆维吾尔自治区,沙雅县,652924
新疆维吾尔自治区,新和县,652925
新疆维吾尔自治区,拜城县,652926
新疆维吾尔自治区,乌什县,652927
新疆维吾尔自治区,阿瓦提县,652928
新疆维吾尔自治区,柯坪县,652929
新疆维吾尔自治区,阿图什市,653001
新疆维吾尔自治区,阿克陶县,653022
新疆维吾尔自治区,阿合奇县,653023
新疆维吾尔自治区,乌恰县,653024
新疆维吾尔自治区,喀什市,653101
新疆维吾尔自治区,疏附县,653121
新疆维吾尔自治区,疏勒县,653122
新疆维吾尔自治区,英吉沙县,653123
新疆维吾尔自治区,泽普县,653124
新疆维吾尔自治区,莎车县,653125
新疆维吾尔自治区,叶城县,653126
新疆维吾尔自治区,麦盖提县,653127
新疆维吾尔自治区,岳普湖县,653128
新疆维吾尔自治区,伽师县,653129
新疆维吾尔自治区,巴楚县,653130
新疆维吾尔自治区,塔什库尔干塔吉克自治县,653131
新疆维吾尔自治区,和田市,653201
新疆维吾尔自治区,和田县,653221
新疆维吾尔自治区,墨玉县,653222
新疆维吾尔自治区,皮山县,653223
新疆维吾尔自治区,洛浦县,653224
新疆维吾尔自治区,策勒县,653225
新疆维吾尔自治区,于田县,653226
新疆维吾尔自治区,民丰县,653227
新疆维吾尔自治区,伊宁市,654002
新疆维吾尔自治区,奎屯市,654003
新疆维吾尔自治区,霍尔果斯市,654004
新疆维吾尔自治区,伊宁县,654021
新疆维吾尔自治区,察布查尔锡伯自治县,654022
新疆维吾尔自治区,霍城县,654023
新疆维吾尔自治区,巩留县,654024
新疆维吾尔自治区,新源县,654025
新疆维吾尔自治区,昭苏县,654026
新疆维吾尔自治区,特克斯县,654027
新疆维吾尔自治区,尼勒克县,654028
新疆维吾尔自治区,塔城市,654201
新疆维吾尔自治区,乌苏市,654202
新疆维吾尔自治区,额敏县,654221
新疆维吾尔自治区,沙湾县,654223
新疆维吾尔自治区,托里县,654224
新疆维吾尔自治区,裕民县,654225
新疆维吾尔自治区,和布克赛尔蒙古自治县,654226
新疆维吾尔自治区,阿勒泰市,654301
新疆维吾尔自治区,布尔津县,654321
新疆维吾尔自治区,富蕴县,654322
新疆维吾尔自治区,福海县,654323
新疆维吾尔自治区,哈巴河县,654324
新疆维吾尔自治区,青河县,654325
新疆维吾尔自治区,吉木乃县,654326
新疆维吾尔自治区,石河子市,659001
新疆维吾尔自治区,阿拉尔市,659002
新疆维吾尔自治区,图木舒克市,659003
新疆维吾尔自治区,五家渠市,659004
新疆维吾尔自治区,北屯市,659005
新疆维吾尔自治区,铁门关市,659006
新疆维吾尔自治区,双河市,659007
新疆维吾尔自治区,可克达拉市,659008
新疆维吾尔自治区,昆玉市,659009
香港特别行政区,中西区,810001
香港特别行政区,湾仔区,810002
香港特别行政区,东区,810003
香港特别行政区,南区,810004
香港特别行政区,油尖旺区,810005
香港特别行政区,深水埗区,810006
香港特别行政区,九龙城区,810007
香港特别行政区,黄大仙区,810008
香港特别行政区,观塘区,810009
香港特别行政区,荃湾区,810010
香港特别行政区,屯门区,810011
香港特别行政区,元朗区,810012
香港特别行政区,北区,810013
香港特别行政区,大埔区,810014
香港特别行政区,西贡区,810015
香港特别行政区,沙田区,810016
香港特别行政区,葵青区,810017
香港特别行政区,离岛区,810018
澳门特别行政区,花地玛堂区,820001
澳门特别行政区,花王堂区,820002
澳门特别行政区,望德堂区,820003
澳门特别行政区,大堂区,820004
澳门特别行政区,风顺堂区,820005
澳门特别行政区,嘉模堂区,820006
澳门特别行政区,路氹城,820007
澳门特别行政区,圣方济各堂区,820008