path,tplt,backgroundFit,components,superCode,backgroundFixed,title
https://www.uniqlo.cn/c/1358090297.html,ProductListTemplate,MIDDLE,/data/pages/c/1358090297.html.json,/c/UTBABY,N,Peanuts
https://www.uniqlo.cn/c/1285644785.html,ProductListTemplate,MIDDLE,/data/pages/c/1285644785.html.json,/c/UTBABY,N,Thomas & Friends
https://www.uniqlo.cn/c/1373674417.html,ProductListTemplate,MIDDLE,/data/pages/c/1373674417.html.json,/c/UTKIDS,N,KAKAO FRIENDS
https://www.uniqlo.cn/c/1362461221.html,ProductListTemplate,MIDDLE,/data/pages/c/1362461221.html.json,/c/UTKIDS,N,MICKEY & THE SUN
https://www.uniqlo.cn/c/1370506521.html,ProductListTemplate,MIDDLE,/data/pages/c/1370506521.html.json,/c/UTKIDS,N,Minnie Mouse BFF
https://www.uniqlo.cn/c/1317866820.html,ProductListTemplate,MIDDLE,/data/pages/c/1317866820.html.json,/c/UTKIDS,N,SPRZ NY
https://www.uniqlo.cn/c/1369336925.html,ProductListTemplate,MIDDLE,/data/pages/c/1369336925.html.json,/c/UTKIDS,N,Sumikkogurashi
https://www.uniqlo.cn/c/1361478914.html,ProductListTemplate,MIDDLE,/data/pages/c/1361478914.html.json,/c/UTMEN,N,DISNEY FANTASIA
https://www.uniqlo.cn/c/1362457043.html,ProductListTemplate,MIDDLE,/data/pages/c/1362457043.html.json,/c/UTMEN,N,MICKEY & THE SUN
https://www.uniqlo.cn/c/NIUZAIKU.html,ProductListTemplate,MIDDLE,/data/pages/c/NIUZAIKU.html.json,,N,牛仔裤革新物语
https://www.uniqlo.cn/c/NVZHUANGACTIVE.html,ProductListTemplate,MIDDLE,/data/pages/c/NVZHUANGACTIVE.html.json,,N,女装ACTIVE
https://www.uniqlo.cn/c/TEBIEJINGXUAN.html,ProductListTemplate,MIDDLE,/data/pages/c/TEBIEJINGXUAN.html.json,,N,特别精选TOP30
https://www.uniqlo.cn/c/WUXIANDUAN.html,ProductListTemplate,MIDDLE,/data/pages/c/WUXIANDUAN.html.json,,N,无线端专用
https://www.uniqlo.cn/c/MENDIANZITISHANGPIN.html,ProductListTemplate,MIDDLE,/data/pages/c/MENDIANZITISHANGPIN.html.json,,N,支持门店自提商品
https://www.uniqlo.cn/c/MENDIANZITIXIUGAI.html,ProductListTemplate,MIDDLE,/data/pages/c/MENDIANZITIXIUGAI.html.json,,N,支持门店自提修改裤长商品
https://www.uniqlo.cn/c/97377385.html,ProductListTemplate,MIDDLE,/data/pages/c/97377385.html.json,/c/NVZHUANG,N,女装-配件
https://www.uniqlo.cn/c/97377382.html,ProductListTemplate,MIDDLE,/data/pages/c/97377382.html.json,/c/NVZHUANG,N,女装-起居服
https://www.uniqlo.cn/c/517935256.html,ProductListTemplate,MIDDLE,/data/pages/c/517935256.html.json,/c/NVZHUANG,N,女装-袜子/紧身裤
https://www.uniqlo.cn/c/1151262668.html,ProductListTemplate,MIDDLE,/data/pages/c/1151262668.html.json,/c/NVZHUANG,N,女装-外套
https://www.uniqlo.cn/c/275755161.html,ProductListTemplate,MIDDLE,/data/pages/c/275755161.html.json,/c/NVZHUANG,N,女装-文胸
https://www.uniqlo.cn/c/1338678612.html,ProductListTemplate,MIDDLE,/data/pages/c/1338678612.html.json,/c/NVZHUANG,N,女装-鞋子
https://www.uniqlo.cn/c/1292576630.html,ProductListTemplate,MIDDLE,/data/pages/c/1292576630.html.json,/c/NVZHUANG,N,女装-休闲裤
https://www.uniqlo.cn/c/1380827207.html,ProductListTemplate,MIDDLE,/data/pages/c/1380827207.html.json,/c/NVZHUANG,N,女装-腰带
https://www.uniqlo.cn/c/1336179279.html,ProductListTemplate,MIDDLE,/data/pages/c/1336179279.html.json,/c/NVZHUANG,N,女装-孕妇装
https://www.uniqlo.cn/c/1334712165.html,ProductListTemplate,MIDDLE,/data/pages/c/1334712165.html.json,/c/NVZHUANG,N,女装-运动衫/运动裤
https://www.uniqlo.cn/c/1267791863.html,ProductListTemplate,MIDDLE,/data/pages/c/1267791863.html.json,/c/NVZHUANG,N,女装-运动系列
https://www.uniqlo.cn/c/97377368.html,ProductListTemplate,MIDDLE,/data/pages/c/97377368.html.json,/c/NVZHUANG,N,女装-针织衫
https://www.uniqlo.cn/c/1168930142.html,ProductListTemplate,MIDDLE,/data/pages/c/1168930142.html.json,/c/TONGZUANG,N,男童-裤装
https://www.uniqlo.cn/c/524807201.html,ProductListTemplate,MIDDLE,/data/pages/c/524807201.html.json,/c/TONGZUANG,N,男童-上装
https://www.uniqlo.cn/c/1353639589.html,ProductListTemplate,MIDDLE,/data/pages/c/1353639589.html.json,/c/TONGZUANG,N,男童-外套
https://www.uniqlo.cn/c/1168930143.html,ProductListTemplate,MIDDLE,/data/pages/c/1168930143.html.json,/c/TONGZUANG,N,女童-裤装/裙子
https://www.uniqlo.cn/c/1352498865.html,ProductListTemplate,MIDDLE,/data/pages/c/1352498865.html.json,/c/TONGZUANG,N,女童-连衣裙
https://www.uniqlo.cn/c/885485606.html,ProductListTemplate,MIDDLE,/data/pages/c/885485606.html.json,/c/TONGZUANG,N,女童-上装
https://www.uniqlo.cn/c/1006616172.html,ProductListTemplate,MIDDLE,/data/pages/c/1006616172.html.json,/c/TONGZUANG,N,女童-外套
https://www.uniqlo.cn/c/1349216066.html,ProductListTemplate,MIDDLE,/data/pages/c/1349216066.html.json,/c/TONGZUANG,N,童装-Disney系列
https://www.uniqlo.cn/c/1349216065.html,ProductListTemplate,MIDDLE,/data/pages/c/1349216065.html.json,/c/TONGZUANG,N,童装-WARM PADDED系列
https://www.uniqlo.cn/c/1351435897.html,ProductListTemplate,MIDDLE,/data/pages/c/1351435897.html.json,/c/TONGZUANG,N,童装-裤装
https://www.uniqlo.cn/c/951509633.html,ProductListTemplate,MIDDLE,/data/pages/c/951509633.html.json,/c/TONGZUANG,N,童装-内裤/内衣/袜子
https://www.uniqlo.cn/c/1141704857.html,ProductListTemplate,MIDDLE,/data/pages/c/1141704857.html.json,/c/TONGZUANG,N,童装-配件
https://www.uniqlo.cn/c/1349216068.html,ProductListTemplate,MIDDLE,/data/pages/c/1349216068.html.json,/c/TONGZUANG,N,童装-起居套装/家居服
https://www.uniqlo.cn/c/1351435896.html,ProductListTemplate,MIDDLE,/data/pages/c/1351435896.html.json,/c/TONGZUANG,N,童装-上装
https://www.uniqlo.cn/c/1351435895.html,ProductListTemplate,MIDDLE,/data/pages/c/1351435895.html.json,/c/TONGZUANG,N,童装-外套
https://www.uniqlo.cn/c/1250442983.html,ProductListTemplate,MIDDLE,/data/pages/c/1250442983.html.json,/c/TONGZUANG,N,童装-运动系列
https://www.uniqlo.cn/c/1348244833.html,ProductListTemplate,MIDDLE,/data/pages/c/1348244833.html.json,/c/TONGZUANG,N,童装-针织衫
https://www.uniqlo.cn/c/1384749272.html,ProductListTemplate,MIDDLE,/data/pages/c/1384749272.html.json,/c/WUXIANDUAN,N,KAWS全商品
https://www.uniqlo.cn/c/1299907042.html,ProductListTemplate,MIDDLE,/data/pages/c/1299907042.html.json,/c/WUXIANDUAN,N,UT超值精选
https://www.uniqlo.cn/c/1320380815.html,ProductListTemplate,MIDDLE,/data/pages/c/1320380815.html.json,/c/WUXIANDUAN,N,UT限时特优
https://www.uniqlo.cn/c/1299907040.html,ProductListTemplate,MIDDLE,/data/pages/c/1299907040.html.json,/c/WUXIANDUAN,N,UT新作新品
https://www.uniqlo.cn/c/1311605046.html,ProductListTemplate,MIDDLE,/data/pages/c/1311605046.html.json,/c/WUXIANDUAN,N,超值精选-童婴
https://www.uniqlo.cn/c/1356808935.html,ProductListTemplate,MIDDLE,/data/pages/c/1356808935.html.json,/c/WUXIANDUAN,N,高性能防皱衬衫
https://www.uniqlo.cn/c/1318693693.html,ProductListTemplate,MIDDLE,/data/pages/c/1318693693.html.json,/c/WUXIANDUAN,N,女装无钢圈文胸
https://www.uniqlo.cn/c/1384755038.html,ProductListTemplate,MIDDLE,/data/pages/c/1384755038.html.json,/c/WUXIANDUAN,N,秋季新品高腰大摆裙
https://www.uniqlo.cn/c/1330000955.html,ProductListTemplate,MIDDLE,/data/pages/c/1330000955.html.json,/c/WUXIANDUAN,N,童装UT超值精选
https://www.uniqlo.cn/c/1337078547.html,ProductListTemplate,MIDDLE,/data/pages/c/1337078547.html.json,/c/WUXIANDUAN,N,幼儿配件（L4专用）
https://www.uniqlo.cn/c/1213489951.html,ProductListTemplate,MIDDLE,/data/pages/c/1213489951.html.json,/c/XINSHENGER,N,新生儿-全商品
https://www.uniqlo.cn/c/1274465464.html,ProductListTemplate,MIDDLE,/data/pages/c/1274465464.html.json,/c/XINSHENGER,N,婴儿-连体装
https://www.uniqlo.cn/c/1349215873.html,ProductListTemplate,MIDDLE,/data/pages/c/1349215873.html.json,/c/XINSHENGER,N,幼儿-Disney系列
https://www.uniqlo.cn/c/1277830333.html,ProductListTemplate,MIDDLE,/data/pages/c/1277830333.html.json,/c/XINSHENGER,N,幼儿-T恤
https://www.uniqlo.cn/c/1213489956.html,ProductListTemplate,MIDDLE,/data/pages/c/1213489956.html.json,/c/XINSHENGER,N,幼儿-紧身裤
https://www.uniqlo.cn/c/1213489952.html,ProductListTemplate,MIDDLE,/data/pages/c/1213489952.html.json,/c/XINSHENGER,N,幼儿-全商品
https://www.uniqlo.cn/c/1213489954.html,ProductListTemplate,MIDDLE,/data/pages/c/1213489954.html.json,/c/XINSHENGER,N,幼儿-上装
https://www.uniqlo.cn/c/1291131276.html,ProductListTemplate,MIDDLE,/data/pages/c/1291131276.html.json,/c/XINSHENGER,N,幼儿-睡衣/内衣
https://www.uniqlo.cn/c/1281697177.html,ProductListTemplate,MIDDLE,/data/pages/c/1281697177.html.json,/c/XINSHENGER,N,幼儿-袜子
https://www.uniqlo.cn/c/1277828342.html,ProductListTemplate,MIDDLE,/data/pages/c/1277828342.html.json,/c/XINSHENGER,N,幼儿-外套
https://www.uniqlo.cn/c/1213489955.html,ProductListTemplate,MIDDLE,/data/pages/c/1213489955.html.json,/c/XINSHENGER,N,幼儿-下装
https://www.uniqlo.cn/c/1363556953.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556953.html.json,/c/NANZHUANGACTIVE,N,BLOCKTECH
https://www.uniqlo.cn/c/1363556950.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556950.html.json,/c/NANZHUANGACTIVE,N,DRY-EX高弹力系列
https://www.uniqlo.cn/c/1363556949.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556949.html.json,/c/NANZHUANGACTIVE,N,DRY-EX系列
https://www.uniqlo.cn/c/1363556948.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556948.html.json,/c/NANZHUANGACTIVE,N,SPRZ
https://www.uniqlo.cn/c/1364362039.html,ProductListTemplate,MIDDLE,/data/pages/c/1364362039.html.json,/c/NANZHUANGACTIVE,N,弹力运动系列
https://www.uniqlo.cn/c/1364103465.html,ProductListTemplate,MIDDLE,/data/pages/c/1364103465.html.json,/c/NANZHUANGACTIVE,N,运动紧身裤
https://www.uniqlo.cn/c/1363556951.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556951.html.json,/c/NANZHUANGACTIVE,N,运动外套
https://www.uniqlo.cn/c/841653643.html,ProductListTemplate,MIDDLE,/data/pages/c/841653643.html.json,/c/NANZHUANG,N,男装-AIRism(舒爽舒适系列)
https://www.uniqlo.cn/c/1278981046.html,ProductListTemplate,MIDDLE,/data/pages/c/1278981046.html.json,/c/NANZHUANG,N,男装-blocktech
https://www.uniqlo.cn/c/1299866055.html,ProductListTemplate,MIDDLE,/data/pages/c/1299866055.html.json,/c/NANZHUANG,N,男装-HEATTECH（温暖内衣系列）
https://www.uniqlo.cn/c/1361489267.html,ProductListTemplate,MIDDLE,/data/pages/c/1361489267.html.json,/c/NANZHUANG,N,男装-POLO衫
https://www.uniqlo.cn/c/874111128.html,ProductListTemplate,MIDDLE,/data/pages/c/874111128.html.json,/c/NANZHUANG,N,男装-SUPIMA COTTON 系列
https://www.uniqlo.cn/c/1151178896.html,ProductListTemplate,MIDDLE,/data/pages/c/1151178896.html.json,/c/NANZHUANG,N,男装-T恤/背心
https://www.uniqlo.cn/c/1294074993.html,ProductListTemplate,MIDDLE,/data/pages/c/1294074993.html.json,/c/NANZHUANG,N,男装-UPJ系列
https://www.uniqlo.cn/c/108492555.html,ProductListTemplate,MIDDLE,/data/pages/c/108492555.html.json,/c/NANZHUANG,N,男装-衬衫(商务)
https://www.uniqlo.cn/c/108492551.html,ProductListTemplate,MIDDLE,/data/pages/c/108492551.html.json,/c/NANZHUANG,N,男装-衬衫(休闲)
https://www.uniqlo.cn/c/1301860003.html,ProductListTemplate,MIDDLE,/data/pages/c/1301860003.html.json,/c/NANZHUANG,N,男装-九分裤
https://www.uniqlo.cn/c/1372457349.html,ProductListTemplate,MIDDLE,/data/pages/c/1372457349.html.json,/c/NANZHUANG,N,男装-快干弹力裤装系列
https://www.uniqlo.cn/c/368897610.html,ProductListTemplate,MIDDLE,/data/pages/c/368897610.html.json,/c/NANZHUANG,N,男装-内裤
https://www.uniqlo.cn/c/1311454814.html,ProductListTemplate,MIDDLE,/data/pages/c/1311454814.html.json,/c/NANZHUANG,N,男装-内衣
https://www.uniqlo.cn/c/97377023.html,ProductListTemplate,MIDDLE,/data/pages/c/97377023.html.json,/c/NANZHUANG,N,男装-牛仔裤
https://www.uniqlo.cn/c/97377021.html,ProductListTemplate,MIDDLE,/data/pages/c/97377021.html.json,/c/NANZHUANG,N,男装-配件
https://www.uniqlo.cn/c/97377019.html,ProductListTemplate,MIDDLE,/data/pages/c/97377019.html.json,/c/NANZHUANG,N,男装-起居系列
https://www.uniqlo.cn/c/1197638663.html,ProductListTemplate,MIDDLE,/data/pages/c/1197638663.html.json,/c/NANZHUANG,N,男装-束脚裤
https://www.uniqlo.cn/c/1368888749.html,ProductListTemplate,MIDDLE,/data/pages/c/1368888749.html.json,/c/NANZHUANG,N,男装-斯文系列
https://www.uniqlo.cn/c/511241072.html,ProductListTemplate,MIDDLE,/data/pages/c/511241072.html.json,/c/NANZHUANG,N,男装-袜子
https://www.uniqlo.cn/c/251838184.html,ProductListTemplate,MIDDLE,/data/pages/c/251838184.html.json,/c/NANZHUANG,N,男装-外套
https://www.uniqlo.cn/c/1278985666.html,ProductListTemplate,MIDDLE,/data/pages/c/1278985666.html.json,/c/NANZHUANG,N,男装-无褶长裤/卡其裤
https://www.uniqlo.cn/c/1343790048.html,ProductListTemplate,MIDDLE,/data/pages/c/1343790048.html.json,/c/NANZHUANG,N,男装-羊毛茄克&middot;大衣
https://www.uniqlo.cn/c/1380848331.html,ProductListTemplate,MIDDLE,/data/pages/c/1380848331.html.json,/c/NANZHUANG,N,男装-腰带
https://www.uniqlo.cn/c/1334904291.html,ProductListTemplate,MIDDLE,/data/pages/c/1334904291.html.json,/c/NANZHUANG,N,男装-运动衫/运动裤
https://www.uniqlo.cn/c/1006610470.html,ProductListTemplate,MIDDLE,/data/pages/c/1006610470.html.json,/c/NANZHUANG,N,男装-运动系列
https://www.uniqlo.cn/c/768561185.html,ProductListTemplate,MIDDLE,/data/pages/c/768561185.html.json,/c/NANZHUANG,N,男装-长裤
https://www.uniqlo.cn/c/1112848946.html,ProductListTemplate,MIDDLE,/data/pages/c/1112848946.html.json,/c/NANZHUANG,N,男装-针织衫
https://www.uniqlo.cn/c/1330613884.html,ProductListTemplate,MIDDLE,/data/pages/c/1330613884.html.json,/c/NIUZAIKU,N,男装弹力修身牛仔裤
https://www.uniqlo.cn/c/1330613887.html,ProductListTemplate,MIDDLE,/data/pages/c/1330613887.html.json,/c/NIUZAIKU,N,男装修身牛仔裤，价格249起
https://www.uniqlo.cn/c/1330613883.html,ProductListTemplate,MIDDLE,/data/pages/c/1330613883.html.json,/c/NIUZAIKU,N,女装高弹力牛仔裤，价格249起
https://www.uniqlo.cn/c/1330613886.html,ProductListTemplate,MIDDLE,/data/pages/c/1330613886.html.json,/c/NIUZAIKU,N,女装修身男友款
https://www.uniqlo.cn/c/1330613885.html,ProductListTemplate,MIDDLE,/data/pages/c/1330613885.html.json,/c/NIUZAIKU,N,全店搜：194284
https://www.uniqlo.cn/c/1365822658.html,ProductListTemplate,MIDDLE,/data/pages/c/1365822658.html.json,/c/NVZHUANGACTIVE,N,AIRism系列
https://www.uniqlo.cn/c/1363556942.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556942.html.json,/c/NVZHUANGACTIVE,N,AIRism运动系列
https://www.uniqlo.cn/c/1364103464.html,ProductListTemplate,MIDDLE,/data/pages/c/1364103464.html.json,/c/NVZHUANGACTIVE,N,BLOCKTECH
https://www.uniqlo.cn/c/1363556945.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556945.html.json,/c/NVZHUANGACTIVE,N,DRY-EX高弹力系列
https://www.uniqlo.cn/c/1363556946.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556946.html.json,/c/NVZHUANGACTIVE,N,DRY-EX系列
https://www.uniqlo.cn/c/1363556941.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556941.html.json,/c/NVZHUANGACTIVE,N,SPRZ
https://www.uniqlo.cn/c/1363556944.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556944.html.json,/c/NVZHUANGACTIVE,N,运动外套
https://www.uniqlo.cn/c/1363556943.html,ProductListTemplate,MIDDLE,/data/pages/c/1363556943.html.json,/c/NVZHUANGACTIVE,N,运动文胸
https://www.uniqlo.cn/login.html,LoginRegisterTemplate,MIDDLE,/data/pages/login.html.json,,N,用户登录
https://www.uniqlo.cn/c/1334494656.html,ProductListTemplate,MIDDLE,/data/pages/c/1334494656.html.json,/c/NVZHUANG,N,女装-高腰下装
https://www.uniqlo.cn/c/841653642.html,ProductListTemplate,MIDDLE,/data/pages/c/841653642.html.json,/c/NVZHUANG,N,女装-AIRism(舒爽舒适系列)
https://www.uniqlo.cn/c/97377375.html,ProductListTemplate,MIDDLE,/data/pages/c/97377375.html.json,/c/NVZHUANG,N,女装-BRA IN ONE(舒美衣系列)
https://www.uniqlo.cn/c/1299858389.html,ProductListTemplate,MIDDLE,/data/pages/c/1299858389.html.json,/c/NVZHUANG,N,女装-HEATTECH（温暖内衣系列）
https://www.uniqlo.cn/c/1149298550.html,ProductListTemplate,MIDDLE,/data/pages/c/1149298550.html.json,/c/NVZHUANG,N,女装-T恤
https://www.uniqlo.cn/c/1269380824.html,ProductListTemplate,MIDDLE,/data/pages/c/1269380824.html.json,/c/NVZHUANG,N,女装-UPJ系列
https://www.uniqlo.cn/c/875106724.html,ProductListTemplate,MIDDLE,/data/pages/c/875106724.html.json,/c/NVZHUANG,N,女装-半裙
https://www.uniqlo.cn/c/97377401.html,ProductListTemplate,MIDDLE,/data/pages/c/97377401.html.json,/c/NVZHUANG,N,女装-衬衫
https://www.uniqlo.cn/c/1384174940.html,ProductListTemplate,MIDDLE,/data/pages/c/1384174940.html.json,/c/NVZHUANG,N,女装-高级轻型羽绒服
https://www.uniqlo.cn/c/128557729.html,ProductListTemplate,MIDDLE,/data/pages/c/128557729.html.json,/c/NVZHUANG,N,女装-紧身裤
https://www.uniqlo.cn/c/1266373692.html,ProductListTemplate,MIDDLE,/data/pages/c/1266373692.html.json,/c/NVZHUANG,N,女装-九分裤
https://www.uniqlo.cn/c/1364174344.html,ProductListTemplate,MIDDLE,/data/pages/c/1364174344.html.json,/c/NVZHUANG,N,女装-蕾丝系列
https://www.uniqlo.cn/c/408990854.html,ProductListTemplate,MIDDLE,/data/pages/c/408990854.html.json,/c/NVZHUANG,N,女装-连衣裙
https://www.uniqlo.cn/c/367551022.html,ProductListTemplate,MIDDLE,/data/pages/c/367551022.html.json,/c/NVZHUANG,N,女装-内裤
https://www.uniqlo.cn/c/845044306.html,ProductListTemplate,MIDDLE,/data/pages/c/845044306.html.json,/c/NVZHUANG,N,女装-内衣
https://www.uniqlo.cn/c/97377387.html,ProductListTemplate,MIDDLE,/data/pages/c/97377387.html.json,/c/NVZHUANG,N,女装-牛仔裤
https://www.uniqlo.cn/c/PTTYONGZHUAN.html,ProductListTemplate,MIDDLE,/data/pages/c/PTTYONGZHUAN.html.json,,N,PTT泳装相关
https://www.uniqlo.cn/c/CHAOZHIJINGXUAN.html,ProductListTemplate,MIDDLE,/data/pages/c/CHAOZHIJINGXUAN.html.json,,N,本周超值精选
https://www.uniqlo.cn/c/NANZHUANGACTIVE.html,ProductListTemplate,MIDDLE,/data/pages/c/NANZHUANGACTIVE.html.json,,N,男装ACTIVE
https://www.uniqlo.cn/c/1389245322.html,ProductListTemplate,MIDDLE,/data/pages/c/1389245322.html.json,/c/WUXIANDUAN,N,Disney T恤（7分袖）
https://www.uniqlo.cn/c/1385575787.html,ProductListTemplate,MIDDLE,/data/pages/c/1385575787.html.json,/c/WUXIANDUAN,N,mickey the sun全商品
https://www.uniqlo.cn/c/1385625691.html,ProductListTemplate,MIDDLE,/data/pages/c/1385625691.html.json,/c/WUXIANDUAN,N,mickey the sun限定
https://www.uniqlo.cn/c/1385625690.html,ProductListTemplate,MIDDLE,/data/pages/c/1385625690.html.json,/c/WUXIANDUAN,N,S Sanderson全商品
https://www.uniqlo.cn/c/1385575788.html,ProductListTemplate,MIDDLE,/data/pages/c/1385575788.html.json,/c/WUXIANDUAN,N,Sanrio全商品
https://www.uniqlo.cn/c/1384827330.html,ProductListTemplate,MIDDLE,/data/pages/c/1384827330.html.json,/c/WUXIANDUAN,N,U 圆领T恤
https://www.uniqlo.cn/c/1385449406.html,ProductListTemplate,MIDDLE,/data/pages/c/1385449406.html.json,/c/WUXIANDUAN,N,UV CUT 防晒服
https://www.uniqlo.cn/sewing_pants_guide.html,HeaderFooterTemplate,MIDDLE,/data/pages/sewing_pants_guide.html.json,,N,改裤长须知
https://www.uniqlo.cn/gift_wrap_guide.html,HeaderFooterTemplate,MIDDLE,/data/pages/gift_wrap_guide.html.json,,N,礼品包装须知
https://www.uniqlo.cn/c/XIEWA.html,ProductListTemplate,MIDDLE,/data/pages/c/XIEWA.html.json,,N,鞋袜
https://www.uniqlo.cn/edm_reg.html,HeaderFooterTemplate,MIDDLE,/data/pages/edm_reg.html.json,,N,电子快报
https://www.uniqlo.cn/c/TOP30.html,ProductListTemplate,MIDDLE,/data/pages/c/TOP30.html.json,,N,TOP30
https://www.uniqlo.cn/c/1388640687.html,ProductListTemplate,MIDDLE,/data/pages/c/1388640687.html.json,/c/TOP30,N,INNER
https://www.uniqlo.cn/c/1386079882.html,ProductListTemplate,MIDDLE,/data/pages/c/1386079882.html.json,/c/TOP30,N,KIDS & BABY
https://www.uniqlo.cn/c/1386079881.html,ProductListTemplate,MIDDLE,/data/pages/c/1386079881.html.json,/c/TOP30,N,MEN
https://www.uniqlo.cn/c/1386079880.html,ProductListTemplate,MIDDLE,/data/pages/c/1386079880.html.json,/c/TOP30,N,WOMEN
https://www.uniqlo.cn/c/1386330553.html,ProductListTemplate,MIDDLE,/data/pages/c/1386330553.html.json,/c/UTMWOMEN,N,DORAEMON
https://www.uniqlo.cn/c/1386330716.html,ProductListTemplate,MIDDLE,/data/pages/c/1386330716.html.json,/c/UTMWOMEN,N,Minnie Mouse BFF
https://www.uniqlo.cn/c/BUZHICHIYIDONGZHIFUDIANPUYILAN.html,ProductListTemplate,MIDDLE,/data/pages/c/BUZHICHIYIDONGZHIFUDIANPUYILAN.html.json,,N,不支持移动支付店铺一览
https://www.uniqlo.cn/c/1385650258.html,ProductListTemplate,MIDDLE,/data/pages/c/1385650258.html.json,/c/NVZHUANG,N,女装-EZY九分裤系列
https://www.uniqlo.cn/c/1385604102.html,ProductListTemplate,MIDDLE,/data/pages/c/1385604102.html.json,/c/NVZHUANG,N,女装-法兰绒系列
https://www.uniqlo.cn/c/1377512643.html,ProductListTemplate,MIDDLE,/data/pages/c/1377512643.html.json,/c/UTKIDS,N,MICKEY BLUE
https://www.uniqlo.cn/c/1298155770.html,ProductListTemplate,MIDDLE,/data/pages/c/1298155770.html.json,/c/UTQUANSHANGPIN,N,男装 MEN
https://www.uniqlo.cn/c/1351435900.html,ProductListTemplate,MIDDLE,/data/pages/c/1351435900.html.json,/c/TONGZUANG,N,童装-袜子
