,conditionDay,conditionIdDay,conditionIdNight,conditionNight,moonphase,moonrise,moonset,predictDate,sunrise,sunset,tempDay,tempNight,updatetime,windDirDay,windDirNight,windLevelDay,windLevelNight,windSpeedDay,windSpeedNight,cityid,name,pname
0,多云,1,33,阵雨,New,2018-11-07 06:06:00,2018-11-07 17:58:00,2018-11-07,2018-11-07 06:43:00,2018-11-07 18:02:00,28,23,2018-11-07 23:07:00,东北风,东北风,3-4,3-4,5.6,5.6,1020,海口市,海南省
1,阵雨,3,33,阵雨,WaxingCrescent,2018-11-08 07:03:00,2018-11-08 18:41:00,2018-11-08,2018-11-08 06:44:00,2018-11-08 18:01:00,27,24,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,1020,海口市,海南省
2,多云,1,31,多云,WaxingCrescent,2018-11-09 07:58:00,2018-11-09 19:26:00,2018-11-09,2018-11-09 06:44:00,2018-11-09 18:01:00,27,24,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,1020,海口市,海南省
3,多云,1,30,晴,WaxingCrescent,2018-11-10 08:53:00,2018-11-10 20:13:00,2018-11-10,2018-11-10 06:45:00,2018-11-10 18:01:00,28,23,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,1020,海口市,海南省
4,多云,1,30,晴,WaxingCrescent,2018-11-11 09:46:00,2018-11-11 21:02:00,2018-11-11,2018-11-11 06:45:00,2018-11-11 18:00:00,29,22,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,1020,海口市,海南省
5,阵雨,3,33,阵雨,WaxingCrescent,2018-11-12 10:37:00,2018-11-12 21:51:00,2018-11-12,2018-11-12 06:46:00,2018-11-12 18:00:00,28,23,2018-11-08 15:14:00,东北风,北风,3-4,2,5.6,2.4,1020,海口市,海南省
6,阵雨,3,33,阵雨,WaxingCrescent,2018-11-13 11:26:00,2018-11-13 22:42:00,2018-11-13,2018-11-13 06:46:00,2018-11-13 18:00:00,28,24,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,1020,海口市,海南省
7,阵雨,3,7,小雨,WaxingCrescent,2018-11-14 12:11:00,2018-11-14 23:32:00,2018-11-14,2018-11-14 06:47:00,2018-11-14 17:59:00,28,22,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,1020,海口市,海南省
8,雨,8,31,多云,First,2018-11-15 12:53:00,2018-11-15 00:22:00,2018-11-15,2018-11-15 06:47:00,2018-11-15 17:59:00,27,23,2018-11-08 14:25:00,东南风,东南风,3-4,3,5.6,4.4,1020,海口市,海南省
9,雨,8,31,多云,WaxingGibbous,2018-11-16 13:33:00,2018-11-16 00:22:00,2018-11-16,2018-11-16 06:48:00,2018-11-16 17:59:00,28,24,2018-11-08 14:25:00,东南风,南风,3,3,4.4,4.4,1020,海口市,海南省
10,雨,8,8,雨,WaxingGibbous,2018-11-17 14:11:00,2018-11-17 01:13:00,2018-11-17,2018-11-17 06:49:00,2018-11-17 17:59:00,28,24,2018-11-08 14:25:00,东北风,东北风,3,3,4.4,4.4,1020,海口市,海南省
11,雨,8,8,雨,WaxingGibbous,2018-11-18 14:48:00,2018-11-18 02:03:00,2018-11-18,2018-11-18 06:49:00,2018-11-18 17:58:00,27,23,2018-11-08 14:25:00,东北风,东风,3-4,3,5.6,4.4,1020,海口市,海南省
12,雨,8,8,雨,WaxingGibbous,2018-11-19 15:26:00,2018-11-19 02:53:00,2018-11-19,2018-11-19 06:50:00,2018-11-19 17:58:00,27,23,2018-11-08 14:25:00,东风,东风,3-4,3,5.6,4.4,1020,海口市,海南省
13,雨,8,8,雨,WaxingGibbous,2018-11-20 16:04:00,2018-11-20 03:45:00,2018-11-20,2018-11-20 06:50:00,2018-11-20 17:58:00,27,23,2018-11-08 14:25:00,东风,东风,3-4,3-4,5.6,5.6,1020,海口市,海南省
14,雨,8,8,雨,WaxingGibbous,2018-11-21 16:44:00,2018-11-21 04:39:00,2018-11-21,2018-11-21 06:51:00,2018-11-21 17:58:00,25,22,2018-11-08 14:25:00,东风,东北风,3-4,3-4,5.6,5.6,1020,海口市,海南省
15,雨,8,2,阴,WaxingGibbous,2018-11-22 17:27:00,2018-11-22 05:35:00,2018-11-22,2018-11-22 06:52:00,2018-11-22 17:58:00,25,22,2018-11-08 14:25:00,东北风,东北风,3-4,3-4,5.6,5.6,1020,海口市,海南省
16,小雨,7,8,中雨,New,2018-11-07 05:41:00,2018-11-07 17:11:00,2018-11-07,2018-11-07 06:26:00,2018-11-07 17:11:00,14,10,2018-11-07 23:07:00,北风,北风,3-4,3-4,5.6,5.6,1045,南京市,江苏省
17,小雨,7,31,多云,WaxingCrescent,2018-11-08 06:42:00,2018-11-08 17:50:00,2018-11-08,2018-11-08 06:27:00,2018-11-08 17:10:00,13,6,2018-11-08 15:14:00,西北风,西北风,5-6,3-4,10.8,5.6,1045,南京市,江苏省
18,晴,0,31,多云,WaxingCrescent,2018-11-09 07:42:00,2018-11-09 18:31:00,2018-11-09,2018-11-09 06:28:00,2018-11-09 17:09:00,18,9,2018-11-08 15:14:00,东风,东风,3-4,3-4,5.6,5.6,1045,南京市,江苏省
19,多云,1,7,小雨,WaxingCrescent,2018-11-10 08:40:00,2018-11-10 19:15:00,2018-11-10,2018-11-10 06:29:00,2018-11-10 17:08:00,18,12,2018-11-08 15:14:00,东风,东风,3-4,3-4,5.6,5.6,1045,南京市,江苏省
20,阴,2,31,多云,WaxingCrescent,2018-11-11 09:36:00,2018-11-11 20:02:00,2018-11-11,2018-11-11 06:30:00,2018-11-11 17:08:00,18,11,2018-11-08 15:14:00,东北风,东北风,3-4,3-4,5.6,5.6,1045,南京市,江苏省
21,多云,1,31,多云,WaxingCrescent,2018-11-12 10:27:00,2018-11-12 20:51:00,2018-11-12,2018-11-12 06:31:00,2018-11-12 17:07:00,18,11,2018-11-08 15:14:00,东北风,东风,3-4,3-4,5.6,5.6,1045,南京市,江苏省
22,多云,1,31,多云,WaxingCrescent,2018-11-13 11:15:00,2018-11-13 21:43:00,2018-11-13,2018-11-13 06:32:00,2018-11-13 17:06:00,18,12,2018-11-08 15:14:00,东风,东风,3-4,3-4,5.6,5.6,1045,南京市,江苏省
23,阴,2,31,多云,WaxingCrescent,2018-11-14 11:58:00,2018-11-14 22:36:00,2018-11-14,2018-11-14 06:32:00,2018-11-14 17:06:00,16,9,2018-11-08 15:14:00,东风,北风,3,2,4.4,2.4,1045,南京市,江苏省
24,雨,8,8,雨,First,2018-11-15 12:38:00,2018-11-15 23:30:00,2018-11-15,2018-11-15 06:33:00,2018-11-15 17:05:00,18,11,2018-11-08 14:26:00,东风,东风,3-4,3-4,5.6,5.6,1045,南京市,江苏省
25,雨,8,8,雨,WaxingGibbous,2018-11-16 13:14:00,2018-11-16 00:24:00,2018-11-16,2018-11-16 06:34:00,2018-11-16 17:05:00,17,12,2018-11-08 14:26:00,东南风,北风,3-4,3,5.6,4.4,1045,南京市,江苏省
26,雨,8,31,多云,WaxingGibbous,2018-11-17 13:48:00,2018-11-17 00:24:00,2018-11-17,2018-11-17 06:35:00,2018-11-17 17:04:00,14,4,2018-11-08 14:26:00,北风,北风,4-5,3-4,8.05,5.6,1045,南京市,江苏省
27,多云,1,8,雨,WaxingGibbous,2018-11-18 14:20:00,2018-11-18 01:19:00,2018-11-18,2018-11-18 06:36:00,2018-11-18 17:04:00,11,5,2018-11-08 14:26:00,北风,北风,3,3,4.4,4.4,1045,南京市,江苏省
28,雨,8,8,雨,WaxingGibbous,2018-11-19 14:52:00,2018-11-19 02:14:00,2018-11-19,2018-11-19 06:37:00,2018-11-19 17:03:00,12,5,2018-11-08 14:26:00,北风,北风,3,3,4.4,4.4,1045,南京市,江苏省
29,雨,8,8,雨,WaxingGibbous,2018-11-20 15:25:00,2018-11-20 03:11:00,2018-11-20,2018-11-20 06:38:00,2018-11-20 17:03:00,12,6,2018-11-08 14:26:00,北风,北风,3,3,4.4,4.4,1045,南京市,江苏省
30,雨,8,8,雨,WaxingGibbous,2018-11-21 16:00:00,2018-11-21 04:10:00,2018-11-21,2018-11-21 06:39:00,2018-11-21 17:02:00,11,7,2018-11-08 14:26:00,东北风,东北风,3,3,4.4,4.4,1045,南京市,江苏省
31,雨,8,8,雨,WaxingGibbous,2018-11-22 16:39:00,2018-11-22 05:11:00,2018-11-22,2018-11-22 06:40:00,2018-11-22 17:02:00,13,7,2018-11-08 14:26:00,东南风,西南风,3,3,4.4,4.4,1045,南京市,江苏省
32,多云,1,31,多云,WaningCrescent,2018-11-05 03:11:00,2018-11-05 15:35:00,2018-11-05,2018-11-05 06:16:00,2018-11-05 16:36:00,14,2,2018-11-05 23:05:00,北风,北风,3,3,4.4,4.4,129,丹东市,辽宁省
33,多云,1,31,多云,WaningCrescent,2018-11-06 04:18:00,2018-11-06 16:07:00,2018-11-06,2018-11-06 06:17:00,2018-11-06 16:35:00,13,3,2018-11-06 17:06:00,北风,北风,3-4,3-4,5.6,5.6,129,丹东市,辽宁省
34,多云,1,31,多云,New,2018-11-07 05:25:00,2018-11-07 16:39:00,2018-11-07,2018-11-07 06:18:00,2018-11-07 16:34:00,13,4,2018-11-06 17:06:00,北风,南风,3,3,4.4,4.4,129,丹东市,辽宁省
35,中雨,8,8,中雨,WaxingCrescent,2018-11-08 06:31:00,2018-11-08 17:13:00,2018-11-08,2018-11-08 06:19:00,2018-11-08 16:33:00,12,3,2018-11-06 17:06:00,北风,北风,3-4,3-4,5.6,5.6,129,丹东市,辽宁省
36,阵雨,3,30,晴,WaxingCrescent,2018-11-09 07:35:00,2018-11-09 17:51:00,2018-11-09,2018-11-09 06:21:00,2018-11-09 16:32:00,14,0,2018-11-06 17:06:00,北风,北风,3-4,3,5.6,4.4,129,丹东市,辽宁省
37,晴,0,30,晴,WaxingCrescent,2018-11-10 08:36:00,2018-11-10 18:32:00,2018-11-10,2018-11-10 06:22:00,2018-11-10 16:31:00,13,-1,2018-11-06 17:06:00,北风,北风,3,3,4.4,4.4,129,丹东市,辽宁省
38,晴,0,30,晴,WaxingCrescent,2018-11-11 09:33:00,2018-11-11 19:18:00,2018-11-11,2018-11-11 06:23:00,2018-11-11 16:30:00,13,0,2018-11-06 17:06:00,南风,北风,3,3,4.4,4.4,129,丹东市,辽宁省
39,多云,1,6,雨夹雪,WaxingCrescent,2018-11-12 10:26:00,2018-11-12 20:07:00,2018-11-12,2018-11-12 06:24:00,2018-11-12 16:29:00,15,0,2018-11-06 17:06:00,北风,北风,3,2,4.4,2.4,129,丹东市,辽宁省
40,晴,0,31,多云,WaxingCrescent,2018-11-13 11:13:00,2018-11-13 21:00:00,2018-11-13,2018-11-13 06:25:00,2018-11-13 16:28:00,12,0,2018-11-06 17:12:00,北风,东北风,3,3,4.4,4.4,129,丹东市,辽宁省
41,阴,2,31,多云,WaxingCrescent,2018-11-14 11:54:00,2018-11-14 21:55:00,2018-11-14,2018-11-14 06:26:00,2018-11-14 16:27:00,11,0,2018-11-06 17:12:00,东风,东北风,3,3,4.4,4.4,129,丹东市,辽宁省
42,多云,1,31,多云,First,2018-11-15 12:31:00,2018-11-15 22:51:00,2018-11-15,2018-11-15 06:28:00,2018-11-15 16:26:00,12,2,2018-11-06 17:12:00,南风,东北风,3,3,4.4,4.4,129,丹东市,辽宁省
43,多云,1,8,雨,WaxingGibbous,2018-11-16 13:04:00,2018-11-16 23:49:00,2018-11-16,2018-11-16 06:29:00,2018-11-16 16:26:00,12,2,2018-11-06 17:12:00,北风,北风,3,3,4.4,4.4,129,丹东市,辽宁省
44,雨,8,15,雪,WaxingGibbous,2018-11-17 13:34:00,2018-11-17 00:48:00,2018-11-17,2018-11-17 06:30:00,2018-11-17 16:25:00,9,-2,2018-11-06 17:12:00,西北风,北风,3,3-4,4.4,5.6,129,丹东市,辽宁省
45,晴,0,31,多云,WaxingGibbous,2018-11-18 14:03:00,2018-11-18 00:48:00,2018-11-18,2018-11-18 06:31:00,2018-11-18 16:24:00,6,-3,2018-11-06 17:12:00,北风,北风,3-4,3,5.6,4.4,129,丹东市,辽宁省
46,晴,0,2,阴,WaxingGibbous,2018-11-19 14:31:00,2018-11-19 01:47:00,2018-11-19,2018-11-19 06:32:00,2018-11-19 16:23:00,6,-3,2018-11-06 17:12:00,北风,北风,3-4,3,5.6,4.4,129,丹东市,辽宁省
47,晴,0,31,多云,WaxingGibbous,2018-11-20 15:00:00,2018-11-20 02:49:00,2018-11-20,2018-11-20 06:33:00,2018-11-20 16:23:00,6,-3,2018-11-06 17:12:00,北风,北风,3-4,3,5.6,4.4,129,丹东市,辽宁省
48,晴,0,30,晴,WaningCrescent,2018-11-05 03:06:00,2018-11-05 15:31:00,2018-11-05,2018-11-05 06:20:00,2018-11-05 16:25:00,4,-4,2018-11-05 23:05:00,北风,西南风,3,3,4.4,4.4,182,长春市,吉林省
49,晴,0,30,晴,WaningCrescent,2018-11-06 04:16:00,2018-11-06 16:00:00,2018-11-06,2018-11-06 06:21:00,2018-11-06 16:24:00,6,-5,2018-11-06 17:06:00,西南风,西南风,3,3,4.4,4.4,182,长春市,吉林省
50,晴,0,30,晴,New,2018-11-07 05:26:00,2018-11-07 16:30:00,2018-11-07,2018-11-07 06:22:00,2018-11-07 16:22:00,8,-2,2018-11-06 17:06:00,西南风,西南风,3,3,4.4,4.4,182,长春市,吉林省
51,多云,1,6,雨夹雪,WaxingCrescent,2018-11-08 06:33:00,2018-11-08 17:02:00,2018-11-08,2018-11-08 06:24:00,2018-11-08 16:21:00,9,2,2018-11-06 17:06:00,西南风,南风,3,3,4.4,4.4,182,长春市,吉林省
52,小雨,7,31,多云,WaxingCrescent,2018-11-09 07:39:00,2018-11-09 17:38:00,2018-11-09,2018-11-09 06:25:00,2018-11-09 16:20:00,5,-2,2018-11-06 17:06:00,南风,东风,3,3-4,4.4,5.6,182,长春市,吉林省
53,多云,1,30,晴,WaxingCrescent,2018-11-10 08:42:00,2018-11-10 18:18:00,2018-11-10,2018-11-10 06:26:00,2018-11-10 16:19:00,5,-3,2018-11-06 17:06:00,东风,东北风,3-4,3,5.6,4.4,182,长春市,吉林省
54,晴,0,30,晴,WaxingCrescent,2018-11-11 09:41:00,2018-11-11 19:02:00,2018-11-11,2018-11-11 06:28:00,2018-11-11 16:18:00,8,-4,2018-11-06 17:06:00,东北风,东北风,3,3,4.4,4.4,182,长春市,吉林省
55,晴,0,30,晴,WaxingCrescent,2018-11-12 10:33:00,2018-11-12 19:51:00,2018-11-12,2018-11-12 06:29:00,2018-11-12 16:17:00,8,-5,2018-11-06 17:06:00,东北风,北风,3,2,4.4,2.4,182,长春市,吉林省
56,晴,0,30,晴,WaxingCrescent,2018-11-13 11:20:00,2018-11-13 20:45:00,2018-11-13,2018-11-13 06:30:00,2018-11-13 16:16:00,5,-2,2018-11-06 17:11:00,东北风,东北风,3,3,4.4,4.4,182,长春市,吉林省
57,多云,1,2,阴,WaxingCrescent,2018-11-14 12:01:00,2018-11-14 21:41:00,2018-11-14,2018-11-14 06:32:00,2018-11-14 16:15:00,7,0,2018-11-06 17:11:00,南风,西南风,3,3,4.4,4.4,182,长春市,吉林省
58,雨夹雪,6,6,雨夹雪,First,2018-11-15 12:36:00,2018-11-15 22:39:00,2018-11-15,2018-11-15 06:33:00,2018-11-15 16:14:00,8,1,2018-11-06 17:11:00,北风,东南风,3,3,4.4,4.4,182,长春市,吉林省
59,多云,1,2,阴,WaxingGibbous,2018-11-16 13:07:00,2018-11-16 23:39:00,2018-11-16,2018-11-16 06:34:00,2018-11-16 16:13:00,7,0,2018-11-06 17:11:00,西南风,北风,3,3,4.4,4.4,182,长春市,吉林省
60,阴,2,31,多云,WaxingGibbous,2018-11-17 13:35:00,2018-11-17 00:40:00,2018-11-17,2018-11-17 06:35:00,2018-11-17 16:12:00,2,-4,2018-11-06 17:11:00,北风,北风,3,3,4.4,4.4,182,长春市,吉林省
61,晴,0,30,晴,WaxingGibbous,2018-11-18 14:02:00,2018-11-18 00:40:00,2018-11-18,2018-11-18 06:37:00,2018-11-18 16:11:00,0,-6,2018-11-06 17:11:00,西北风,西南风,3,3,4.4,4.4,182,长春市,吉林省
62,晴,0,31,多云,WaxingGibbous,2018-11-19 14:28:00,2018-11-19 01:42:00,2018-11-19,2018-11-19 06:38:00,2018-11-19 16:10:00,0,-6,2018-11-06 17:11:00,西北风,西南风,3,3,4.4,4.4,182,长春市,吉林省
63,晴,0,30,晴,WaxingGibbous,2018-11-20 14:54:00,2018-11-20 02:45:00,2018-11-20,2018-11-20 06:39:00,2018-11-20 16:09:00,0,-7,2018-11-06 17:11:00,西北风,西北风,3,3,4.4,4.4,182,长春市,吉林省
64,多云,1,31,多云,WaningCrescent,2018-11-05 03:44:00,2018-11-05 16:08:00,2018-11-05,2018-11-05 06:48:00,2018-11-05 17:08:00,10,2,2018-11-05 23:05:00,东北风,东北风,3,1,4.4,0.9,2,北京市,北京市
65,多云,1,31,多云,WaningCrescent,2018-11-06 04:52:00,2018-11-06 16:39:00,2018-11-06,2018-11-06 06:49:00,2018-11-06 17:07:00,12,0,2018-11-06 17:05:00,东北风,西风,3,3,4.4,4.4,2,北京市,北京市
66,多云,1,31,多云,New,2018-11-07 05:58:00,2018-11-07 17:12:00,2018-11-07,2018-11-07 06:50:00,2018-11-07 17:06:00,13,3,2018-11-06 17:05:00,西南风,南风,3,3,4.4,4.4,2,北京市,北京市
67,多云,1,30,晴,WaxingCrescent,2018-11-08 07:04:00,2018-11-08 17:46:00,2018-11-08,2018-11-08 06:51:00,2018-11-08 17:05:00,14,2,2018-11-06 17:05:00,西南风,西北风,3,3-4,4.4,5.6,2,北京市,北京市
68,晴,0,30,晴,WaxingCrescent,2018-11-09 08:07:00,2018-11-09 18:24:00,2018-11-09,2018-11-09 06:52:00,2018-11-09 17:04:00,14,1,2018-11-06 17:05:00,西北风,北风,3-4,3,5.6,4.4,2,北京市,北京市
69,晴,0,31,多云,WaxingCrescent,2018-11-10 09:09:00,2018-11-10 19:06:00,2018-11-10,2018-11-10 06:53:00,2018-11-10 17:03:00,13,1,2018-11-06 17:05:00,北风,北风,3,3,4.4,4.4,2,北京市,北京市
70,多云,1,30,晴,WaxingCrescent,2018-11-11 10:06:00,2018-11-11 19:51:00,2018-11-11,2018-11-11 06:54:00,2018-11-11 17:02:00,15,2,2018-11-06 17:05:00,西风,北风,3,3,4.4,4.4,2,北京市,北京市
71,晴,0,30,晴,WaxingCrescent,2018-11-12 10:58:00,2018-11-12 20:41:00,2018-11-12,2018-11-12 06:56:00,2018-11-12 17:01:00,15,3,2018-11-06 17:05:00,南风,北风,3,3,4.4,4.4,2,北京市,北京市
72,多云,1,31,多云,WaxingCrescent,2018-11-13 11:45:00,2018-11-13 21:33:00,2018-11-13,2018-11-13 06:57:00,2018-11-13 17:01:00,13,4,2018-11-06 17:11:00,东风,北风,3,3,4.4,4.4,2,北京市,北京市
73,阴,2,31,多云,WaxingCrescent,2018-11-14 12:26:00,2018-11-14 22:28:00,2018-11-14,2018-11-14 06:58:00,2018-11-14 17:00:00,12,4,2018-11-06 17:11:00,东南风,西北风,3,3,4.4,4.4,2,北京市,北京市
74,阴,2,8,雨,First,2018-11-15 13:03:00,2018-11-15 23:25:00,2018-11-15,2018-11-15 06:59:00,2018-11-15 16:59:00,12,4,2018-11-06 17:11:00,南风,西北风,3,3,4.4,4.4,2,北京市,北京市
75,雨,8,6,雨夹雪,WaxingGibbous,2018-11-16 13:36:00,2018-11-16 00:23:00,2018-11-16,2018-11-16 07:00:00,2018-11-16 16:58:00,10,1,2018-11-06 17:11:00,北风,北风,3,3,4.4,4.4,2,北京市,北京市
76,雨,8,2,阴,WaxingGibbous,2018-11-17 14:06:00,2018-11-17 00:23:00,2018-11-17,2018-11-17 07:01:00,2018-11-17 16:57:00,8,0,2018-11-06 17:11:00,北风,西北风,3,3,4.4,4.4,2,北京市,北京市
77,多云,1,31,多云,WaxingGibbous,2018-11-18 14:35:00,2018-11-18 01:21:00,2018-11-18,2018-11-18 07:02:00,2018-11-18 16:57:00,7,-1,2018-11-06 17:11:00,东南风,东风,3,3,4.4,4.4,2,北京市,北京市
78,阴,2,31,多云,WaxingGibbous,2018-11-19 15:03:00,2018-11-19 02:21:00,2018-11-19,2018-11-19 07:04:00,2018-11-19 16:56:00,7,0,2018-11-06 17:11:00,南风,东风,3,3,4.4,4.4,2,北京市,北京市
79,多云,1,2,阴,WaxingGibbous,2018-11-20 15:32:00,2018-11-20 03:22:00,2018-11-20,2018-11-20 07:05:00,2018-11-20 16:55:00,8,-2,2018-11-06 17:11:00,南风,西北风,3,3,4.4,4.4,2,北京市,北京市
80,多云,1,31,多云,New,2018-11-07 06:39:00,2018-11-07 17:55:00,2018-11-07,2018-11-07 07:28:00,2018-11-07 17:50:00,9,-2,2018-11-07 23:07:00,北风,北风,2,2,2.4,2.4,2299,银川市,宁夏回族自治区
81,晴,0,30,晴,WaxingCrescent,2018-11-08 07:44:00,2018-11-08 18:31:00,2018-11-08,2018-11-08 07:29:00,2018-11-08 17:49:00,13,-2,2018-11-08 15:14:00,北风,北风,3-4,2,5.6,2.4,2299,银川市,宁夏回族自治区
82,晴,0,31,多云,WaxingCrescent,2018-11-09 08:47:00,2018-11-09 19:09:00,2018-11-09,2018-11-09 07:30:00,2018-11-09 17:48:00,10,-1,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2299,银川市,宁夏回族自治区
83,多云,1,31,多云,WaxingCrescent,2018-11-10 09:47:00,2018-11-10 19:51:00,2018-11-10,2018-11-10 07:31:00,2018-11-10 17:47:00,11,-2,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2299,银川市,宁夏回族自治区
84,多云,1,31,多云,WaxingCrescent,2018-11-11 10:44:00,2018-11-11 20:37:00,2018-11-11,2018-11-11 07:32:00,2018-11-11 17:46:00,11,-1,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2299,银川市,宁夏回族自治区
85,多云,1,31,多云,WaxingCrescent,2018-11-12 11:36:00,2018-11-12 21:27:00,2018-11-12,2018-11-12 07:33:00,2018-11-12 17:45:00,11,0,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2299,银川市,宁夏回族自治区
86,多云,1,31,多云,WaxingCrescent,2018-11-13 12:23:00,2018-11-13 22:20:00,2018-11-13,2018-11-13 07:34:00,2018-11-13 17:44:00,10,-1,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2299,银川市,宁夏回族自治区
87,多云,1,16,大雪,WaxingCrescent,2018-11-14 13:04:00,2018-11-14 23:14:00,2018-11-14,2018-11-14 07:35:00,2018-11-14 17:43:00,4,-2,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2299,银川市,宁夏回族自治区
88,雨夹雪,6,15,雪,First,2018-11-15 13:42:00,2018-11-15 00:10:00,2018-11-15,2018-11-15 07:37:00,2018-11-15 17:43:00,5,-5,2018-11-08 14:25:00,西北风,北风,4-5,3-4,8.05,5.6,2299,银川市,宁夏回族自治区
89,阴,2,15,雪,WaxingGibbous,2018-11-16 14:15:00,2018-11-16 00:10:00,2018-11-16,2018-11-16 07:38:00,2018-11-16 17:42:00,-1,-7,2018-11-08 14:25:00,北风,东北风,3,3,4.4,4.4,2299,银川市,宁夏回族自治区
90,阴,2,2,阴,WaxingGibbous,2018-11-17 14:46:00,2018-11-17 01:07:00,2018-11-17,2018-11-17 07:39:00,2018-11-17 17:41:00,-1,-8,2018-11-08 14:25:00,东风,北风,3,3,4.4,4.4,2299,银川市,宁夏回族自治区
91,阴,2,31,多云,WaxingGibbous,2018-11-18 15:16:00,2018-11-18 02:05:00,2018-11-18,2018-11-18 07:40:00,2018-11-18 17:41:00,1,-8,2018-11-08 14:25:00,西风,西风,3,3,4.4,4.4,2299,银川市,宁夏回族自治区
92,阴,2,30,晴,WaxingGibbous,2018-11-19 15:45:00,2018-11-19 03:04:00,2018-11-19,2018-11-19 07:41:00,2018-11-19 17:40:00,2,-6,2018-11-08 14:25:00,西北风,西风,3,3,4.4,4.4,2299,银川市,宁夏回族自治区
93,多云,1,30,晴,WaxingGibbous,2018-11-20 16:14:00,2018-11-20 04:04:00,2018-11-20,2018-11-20 07:42:00,2018-11-20 17:39:00,3,-6,2018-11-08 14:25:00,西风,南风,3,3,4.4,4.4,2299,银川市,宁夏回族自治区
94,多云,1,31,多云,WaxingGibbous,2018-11-21 16:46:00,2018-11-21 05:07:00,2018-11-21,2018-11-21 07:43:00,2018-11-21 17:39:00,4,-5,2018-11-08 14:25:00,东南风,西南风,3,3,4.4,4.4,2299,银川市,宁夏回族自治区
