,conditionDay,conditionIdDay,conditionIdNight,conditionNight,moonphase,moonrise,moonset,predictDate,sunrise,sunset,tempDay,tempNight,updatetime,windDirDay,windDirNight,windLevelDay,windLevelNight,windSpeedDay,windSpeedNight,cityid,name,pname
95,晴,0,31,多云,WaxingGibbous,2018-11-22 17:21:00,2018-11-22 06:11:00,2018-11-22,2018-11-22 07:44:00,2018-11-22 17:38:00,4,-5,2018-11-08 14:25:00,西南风,西南风,3,3,4.4,4.4,2299,银川市,宁夏回族自治区
96,阴,2,31,多云,WaningCrescent,2018-11-05 03:41:00,2018-11-05 16:05:00,2018-11-05,2018-11-05 06:43:00,2018-11-05 17:07:00,11,4,2018-11-05 23:05:00,西北风,西北风,3,3,4.4,4.4,24,天津市,天津市
97,多云,1,31,多云,WaningCrescent,2018-11-06 04:48:00,2018-11-06 16:37:00,2018-11-06,2018-11-06 06:44:00,2018-11-06 17:06:00,14,5,2018-11-06 17:06:00,北风,西北风,3,3,4.4,4.4,24,天津市,天津市
98,多云,1,2,阴,New,2018-11-07 05:54:00,2018-11-07 17:10:00,2018-11-07,2018-11-07 06:45:00,2018-11-07 17:05:00,14,5,2018-11-06 17:06:00,西南风,南风,3,3,4.4,4.4,24,天津市,天津市
99,阴,2,31,多云,WaxingCrescent,2018-11-08 06:59:00,2018-11-08 17:45:00,2018-11-08,2018-11-08 06:46:00,2018-11-08 17:04:00,15,6,2018-11-06 17:06:00,西南风,西南风,3,3-4,4.4,5.6,24,天津市,天津市
100,晴,0,30,晴,WaxingCrescent,2018-11-09 08:02:00,2018-11-09 18:23:00,2018-11-09,2018-11-09 06:47:00,2018-11-09 17:03:00,14,2,2018-11-06 17:06:00,西北风,北风,4-5,3-4,8.05,5.6,24,天津市,天津市
101,多云,1,31,多云,WaxingCrescent,2018-11-10 09:03:00,2018-11-10 19:05:00,2018-11-10,2018-11-10 06:48:00,2018-11-10 17:02:00,15,5,2018-11-06 17:06:00,东南风,西南风,3,3,4.4,4.4,24,天津市,天津市
102,阴,2,2,阴,WaxingCrescent,2018-11-11 10:00:00,2018-11-11 19:50:00,2018-11-11,2018-11-11 06:50:00,2018-11-11 17:01:00,16,5,2018-11-06 17:06:00,南风,东南风,3,3,4.4,4.4,24,天津市,天津市
103,晴,0,2,阴,WaxingCrescent,2018-11-12 10:52:00,2018-11-12 20:40:00,2018-11-12,2018-11-12 06:51:00,2018-11-12 17:00:00,15,4,2018-11-06 17:06:00,东风,北风,3,2,4.4,2.4,24,天津市,天津市
104,多云,1,31,多云,WaxingCrescent,2018-11-13 11:39:00,2018-11-13 21:32:00,2018-11-13,2018-11-13 06:52:00,2018-11-13 16:59:00,14,5,2018-11-06 16:13:00,东风,东北风,3-4,3,5.6,4.4,24,天津市,天津市
105,多云,1,31,多云,WaxingCrescent,2018-11-14 12:21:00,2018-11-14 22:27:00,2018-11-14,2018-11-14 06:53:00,2018-11-14 16:58:00,13,7,2018-11-06 16:13:00,东风,东北风,3,3,4.4,4.4,24,天津市,天津市
106,阴,2,8,雨,First,2018-11-15 12:58:00,2018-11-15 23:23:00,2018-11-15,2018-11-15 06:54:00,2018-11-15 16:58:00,14,8,2018-11-06 16:13:00,西南风,北风,3,3,4.4,4.4,24,天津市,天津市
107,雨,8,8,雨,WaxingGibbous,2018-11-16 13:31:00,2018-11-16 00:21:00,2018-11-16,2018-11-16 06:55:00,2018-11-16 16:57:00,11,3,2018-11-06 16:13:00,东北风,北风,3,3,4.4,4.4,24,天津市,天津市
108,雨,8,2,阴,WaxingGibbous,2018-11-17 14:02:00,2018-11-17 00:21:00,2018-11-17,2018-11-17 06:56:00,2018-11-17 16:56:00,8,2,2018-11-06 16:13:00,东北风,东北风,3,3,4.4,4.4,24,天津市,天津市
109,多云,1,31,多云,WaxingGibbous,2018-11-18 14:31:00,2018-11-18 01:19:00,2018-11-18,2018-11-18 06:57:00,2018-11-18 16:55:00,8,2,2018-11-06 16:13:00,东风,东北风,3,3,4.4,4.4,24,天津市,天津市
110,阴,2,31,多云,WaxingGibbous,2018-11-19 15:00:00,2018-11-19 02:18:00,2018-11-19,2018-11-19 06:58:00,2018-11-19 16:55:00,8,1,2018-11-06 16:13:00,东风,东风,3,3,4.4,4.4,24,天津市,天津市
111,多云,1,2,阴,WaxingGibbous,2018-11-20 15:29:00,2018-11-20 03:19:00,2018-11-20,2018-11-20 07:00:00,2018-11-20 16:54:00,9,1,2018-11-06 16:13:00,东风,东北风,3,3,4.4,4.4,24,天津市,天津市
112,小雪,14,30,晴,New,2018-11-07 06:56:00,2018-11-07 18:16:00,2018-11-07,2018-11-07 07:42:00,2018-11-07 18:11:00,4,-10,2018-11-07 23:07:00,北风,北风,2,2,2.4,2.4,2440,西宁市,青海省
113,晴,0,31,多云,WaxingCrescent,2018-11-08 07:59:00,2018-11-08 18:52:00,2018-11-08,2018-11-08 07:43:00,2018-11-08 18:10:00,9,-7,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2440,西宁市,青海省
114,多云,1,2,阴,WaxingCrescent,2018-11-09 09:02:00,2018-11-09 19:32:00,2018-11-09,2018-11-09 07:44:00,2018-11-09 18:09:00,9,-5,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2440,西宁市,青海省
115,多云,1,30,晴,WaxingCrescent,2018-11-10 10:01:00,2018-11-10 20:14:00,2018-11-10,2018-11-10 07:45:00,2018-11-10 18:08:00,9,-5,2018-11-08 15:14:00,北风,北风,2,2,2.4,2.4,2440,西宁市,青海省
116,多云,1,31,多云,WaxingCrescent,2018-11-11 10:57:00,2018-11-11 21:01:00,2018-11-11,2018-11-11 07:46:00,2018-11-11 18:07:00,10,-5,2018-11-08 15:14:00,西风,西北风,3,3,4.4,4.4,2440,西宁市,青海省
117,多云,1,31,多云,WaxingCrescent,2018-11-12 11:49:00,2018-11-12 21:50:00,2018-11-12,2018-11-12 07:47:00,2018-11-12 18:07:00,10,-4,2018-11-08 15:14:00,北风,东北风,3,3,4.4,4.4,2440,西宁市,青海省
118,多云,1,31,多云,WaxingCrescent,2018-11-13 12:36:00,2018-11-13 22:43:00,2018-11-13,2018-11-13 07:48:00,2018-11-13 18:06:00,9,-4,2018-11-08 15:14:00,西北风,东北风,3,3,4.4,4.4,2440,西宁市,青海省
119,多云,1,31,多云,WaxingCrescent,2018-11-14 13:18:00,2018-11-14 23:37:00,2018-11-14,2018-11-14 07:49:00,2018-11-14 18:05:00,4,-5,2018-11-08 15:14:00,东南风,东北风,3,3,4.4,4.4,2440,西宁市,青海省
120,雪,15,15,雪,First,2018-11-15 13:56:00,2018-11-15 00:32:00,2018-11-15,2018-11-15 07:50:00,2018-11-15 18:04:00,3,-9,2018-11-08 14:26:00,东风,东风,3,3,4.4,4.4,2440,西宁市,青海省
121,雪,15,15,雪,WaxingGibbous,2018-11-16 14:30:00,2018-11-16 00:32:00,2018-11-16,2018-11-16 07:51:00,2018-11-16 18:04:00,-1,-12,2018-11-08 14:26:00,东风,东南风,3,3,4.4,4.4,2440,西宁市,青海省
122,阴,2,15,雪,WaxingGibbous,2018-11-17 15:02:00,2018-11-17 01:28:00,2018-11-17,2018-11-17 07:52:00,2018-11-17 18:03:00,-1,-13,2018-11-08 14:26:00,东风,东风,3,3,4.4,4.4,2440,西宁市,青海省
123,雪,15,15,雪,WaxingGibbous,2018-11-18 15:33:00,2018-11-18 02:25:00,2018-11-18,2018-11-18 07:53:00,2018-11-18 18:02:00,0,-13,2018-11-08 14:26:00,东风,东风,3,3,4.4,4.4,2440,西宁市,青海省
124,阴,2,31,多云,WaxingGibbous,2018-11-19 16:03:00,2018-11-19 03:23:00,2018-11-19,2018-11-19 07:55:00,2018-11-19 18:02:00,0,-11,2018-11-08 14:26:00,东风,南风,3,3,4.4,4.4,2440,西宁市,青海省
125,多云,1,31,多云,WaxingGibbous,2018-11-20 16:33:00,2018-11-20 04:22:00,2018-11-20,2018-11-20 07:56:00,2018-11-20 18:01:00,0,-11,2018-11-08 14:26:00,西风,西风,3,3,4.4,4.4,2440,西宁市,青海省
126,多云,1,31,多云,WaxingGibbous,2018-11-21 17:06:00,2018-11-21 05:24:00,2018-11-21,2018-11-21 07:57:00,2018-11-21 18:01:00,1,-10,2018-11-08 14:26:00,西风,西风,3,3,4.4,4.4,2440,西宁市,青海省
127,晴,0,15,雪,WaxingGibbous,2018-11-22 17:42:00,2018-11-22 06:28:00,2018-11-22,2018-11-22 07:58:00,2018-11-22 18:00:00,1,-10,2018-11-08 14:26:00,西风,西风,3,3,4.4,4.4,2440,西宁市,青海省
128,小雨,7,7,小雨,WaningCrescent,2018-11-05 03:25:00,2018-11-05 15:48:00,2018-11-05,2018-11-05 06:13:00,2018-11-05 17:03:00,22,17,2018-11-05 23:05:00,东风,东风,3-4,3-4,5.6,5.6,39,上海市,上海市
129,小雨,7,8,中雨,WaningCrescent,2018-11-06 04:27:00,2018-11-06 16:24:00,2018-11-06,2018-11-06 06:14:00,2018-11-06 17:02:00,21,17,2018-11-06 17:05:00,西风,西北风,3,3,4.4,4.4,39,上海市,上海市
130,小雨,7,7,小雨,New,2018-11-07 05:29:00,2018-11-07 17:01:00,2018-11-07,2018-11-07 06:14:00,2018-11-07 17:01:00,20,15,2018-11-06 17:05:00,东风,东风,3,3,4.4,4.4,39,上海市,上海市
131,小雨,7,31,多云,WaxingCrescent,2018-11-08 06:30:00,2018-11-08 17:40:00,2018-11-08,2018-11-08 06:15:00,2018-11-08 17:00:00,17,11,2018-11-06 17:05:00,东风,东南风,3,3,4.4,4.4,39,上海市,上海市
132,晴,0,31,多云,WaxingCrescent,2018-11-09 07:29:00,2018-11-09 18:21:00,2018-11-09,2018-11-09 06:16:00,2018-11-09 17:00:00,18,12,2018-11-06 17:05:00,东北风,南风,3,3,4.4,4.4,39,上海市,上海市
133,小雨,7,7,小雨,WaxingCrescent,2018-11-10 08:27:00,2018-11-10 19:06:00,2018-11-10,2018-11-10 06:17:00,2018-11-10 16:59:00,20,15,2018-11-06 17:05:00,东北风,东南风,3,3,4.4,4.4,39,上海市,上海市
134,小雨,7,7,小雨,WaxingCrescent,2018-11-11 09:23:00,2018-11-11 19:53:00,2018-11-11,2018-11-11 06:18:00,2018-11-11 16:58:00,20,16,2018-11-06 17:05:00,东风,东风,3,3,4.4,4.4,39,上海市,上海市
135,小雨,7,7,小雨,WaxingCrescent,2018-11-12 10:14:00,2018-11-12 20:42:00,2018-11-12,2018-11-12 06:19:00,2018-11-12 16:58:00,20,12,2018-11-06 17:05:00,东风,北风,3,2,4.4,2.4,39,上海市,上海市
136,雨,8,8,雨,WaxingCrescent,2018-11-13 11:02:00,2018-11-13 21:34:00,2018-11-13,2018-11-13 06:19:00,2018-11-13 16:57:00,19,13,2018-11-06 17:11:00,东北风,东北风,3,3,4.4,4.4,39,上海市,上海市
137,多云,1,31,多云,WaxingCrescent,2018-11-14 11:46:00,2018-11-14 22:26:00,2018-11-14,2018-11-14 06:20:00,2018-11-14 16:57:00,18,12,2018-11-06 17:11:00,西北风,东北风,3-4,3,5.6,4.4,39,上海市,上海市
138,多云,1,8,雨,First,2018-11-15 12:25:00,2018-11-15 23:20:00,2018-11-15,2018-11-15 06:21:00,2018-11-15 16:56:00,18,13,2018-11-06 17:11:00,东北风,北风,3-4,3,5.6,4.4,39,上海市,上海市
139,雨,8,31,多云,WaxingGibbous,2018-11-16 13:02:00,2018-11-16 00:14:00,2018-11-16,2018-11-16 06:22:00,2018-11-16 16:56:00,18,12,2018-11-06 17:11:00,北风,北风,3-4,2,5.6,2.4,39,上海市,上海市
140,多云,1,8,雨,WaxingGibbous,2018-11-17 13:36:00,2018-11-17 00:14:00,2018-11-17,2018-11-17 06:23:00,2018-11-17 16:55:00,17,12,2018-11-06 17:11:00,北风,北风,3-4,3,5.6,4.4,39,上海市,上海市
141,雨,8,8,雨,WaxingGibbous,2018-11-18 14:09:00,2018-11-18 01:08:00,2018-11-18,2018-11-18 06:24:00,2018-11-18 16:55:00,16,12,2018-11-06 17:11:00,东北风,东北风,3-4,3-4,5.6,5.6,39,上海市,上海市
142,雨,8,8,雨,WaxingGibbous,2018-11-19 14:41:00,2018-11-19 02:03:00,2018-11-19,2018-11-19 06:25:00,2018-11-19 16:54:00,14,11,2018-11-06 17:11:00,东北风,北风,3-4,4-5,5.6,8.05,39,上海市,上海市
143,雨,8,31,多云,WaxingGibbous,2018-11-20 15:15:00,2018-11-20 03:00:00,2018-11-20,2018-11-20 06:25:00,2018-11-20 16:54:00,14,9,2018-11-06 17:11:00,北风,北风,3-4,3-4,5.6,5.6,39,上海市,上海市
144,小雨,7,7,小雨,WaningCrescent,2018-11-05 04:27:00,2018-11-05 16:49:00,2018-11-05,2018-11-05 07:10:00,2018-11-05 18:05:00,17,10,2018-11-05 23:05:00,东北风,东北风,1,1,0.9,0.9,52,重庆市,重庆市
145,小雨,7,7,小雨,WaningCrescent,2018-11-06 05:29:00,2018-11-06 17:27:00,2018-11-06,2018-11-06 07:11:00,2018-11-06 18:04:00,12,10,2018-11-06 17:06:00,北风,北风,2,2,2.4,2.4,52,重庆市,重庆市
146,阴,2,31,多云,New,2018-11-07 06:29:00,2018-11-07 18:04:00,2018-11-07,2018-11-07 07:12:00,2018-11-07 18:03:00,11,10,2018-11-06 17:06:00,北风,北风,2,2,2.4,2.4,52,重庆市,重庆市
147,多云,1,31,多云,WaxingCrescent,2018-11-08 07:30:00,2018-11-08 18:44:00,2018-11-08,2018-11-08 07:12:00,2018-11-08 18:03:00,17,9,2018-11-06 17:06:00,北风,北风,2,2,2.4,2.4,52,重庆市,重庆市
148,阴,2,2,阴,WaxingCrescent,2018-11-09 08:29:00,2018-11-09 19:26:00,2018-11-09,2018-11-09 07:13:00,2018-11-09 18:02:00,16,12,2018-11-06 17:06:00,北风,北风,2,2,2.4,2.4,52,重庆市,重庆市
149,阴,2,2,阴,WaxingCrescent,2018-11-10 09:26:00,2018-11-10 20:11:00,2018-11-10,2018-11-10 07:14:00,2018-11-10 18:01:00,16,12,2018-11-06 17:06:00,北风,北风,2,2,2.4,2.4,52,重庆市,重庆市
150,小雨,7,7,小雨,WaxingCrescent,2018-11-11 10:21:00,2018-11-11 20:58:00,2018-11-11,2018-11-11 07:15:00,2018-11-11 18:01:00,15,12,2018-11-06 17:06:00,北风,北风,2,2,2.4,2.4,52,重庆市,重庆市
151,阴,2,31,多云,WaxingCrescent,2018-11-12 11:12:00,2018-11-12 21:48:00,2018-11-12,2018-11-12 07:15:00,2018-11-12 18:00:00,19,12,2018-11-06 17:06:00,北风,北风,2,2,2.4,2.4,52,重庆市,重庆市
152,阴,2,8,雨,WaxingCrescent,2018-11-13 12:00:00,2018-11-13 22:39:00,2018-11-13,2018-11-13 07:16:00,2018-11-13 18:00:00,19,14,2018-11-06 17:12:00,北风,东北风,3,3,4.4,4.4,52,重庆市,重庆市
153,雨,8,8,雨,WaxingCrescent,2018-11-14 12:44:00,2018-11-14 23:32:00,2018-11-14,2018-11-14 07:17:00,2018-11-14 17:59:00,18,13,2018-11-06 17:12:00,东北风,东风,3,3,4.4,4.4,52,重庆市,重庆市
154,雨,8,8,雨,First,2018-11-15 13:24:00,2018-11-15 00:24:00,2018-11-15,2018-11-15 07:18:00,2018-11-15 17:59:00,18,12,2018-11-06 17:12:00,北风,东北风,3,3,4.4,4.4,52,重庆市,重庆市
155,雨,8,8,雨,WaxingGibbous,2018-11-16 14:00:00,2018-11-16 00:24:00,2018-11-16,2018-11-16 07:19:00,2018-11-16 17:58:00,18,11,2018-11-06 17:12:00,北风,北风,3,3,4.4,4.4,52,重庆市,重庆市
156,雨,8,8,雨,WaxingGibbous,2018-11-17 14:35:00,2018-11-17 01:18:00,2018-11-17,2018-11-17 07:20:00,2018-11-17 17:58:00,15,10,2018-11-06 17:12:00,北风,西北风,3,3,4.4,4.4,52,重庆市,重庆市
157,雨,8,8,雨,WaxingGibbous,2018-11-18 15:09:00,2018-11-18 02:11:00,2018-11-18,2018-11-18 07:20:00,2018-11-18 17:57:00,13,10,2018-11-06 17:12:00,北风,西北风,3,3,4.4,4.4,52,重庆市,重庆市
158,雨,8,8,雨,WaxingGibbous,2018-11-19 15:42:00,2018-11-19 03:06:00,2018-11-19,2018-11-19 07:21:00,2018-11-19 17:57:00,13,10,2018-11-06 17:12:00,西北风,东风,3,3,4.4,4.4,52,重庆市,重庆市
159,雨,8,8,雨,WaxingGibbous,2018-11-20 16:16:00,2018-11-20 04:02:00,2018-11-20,2018-11-20 07:22:00,2018-11-20 17:57:00,14,9,2018-11-06 17:12:00,东北风,东北风,3,3,4.4,4.4,52,重庆市,重庆市
160,小雨,7,7,小雨,New,2018-11-07 05:58:00,2018-11-07 17:32:00,2018-11-07,2018-11-07 06:42:00,2018-11-07 17:31:00,9,4,2018-11-07 23:07:00,北风,西北风,3-4,3-4,5.6,5.6,537,武汉市,湖北省
161,多云,1,30,晴,WaxingCrescent,2018-11-08 06:59:00,2018-11-08 18:11:00,2018-11-08,2018-11-08 06:43:00,2018-11-08 17:30:00,16,3,2018-11-08 15:14:00,西南风,南风,3,3,4.4,4.4,537,武汉市,湖北省
162,多云,1,7,小雨,WaxingCrescent,2018-11-09 07:58:00,2018-11-09 18:52:00,2018-11-09,2018-11-09 06:44:00,2018-11-09 17:30:00,18,8,2018-11-08 15:14:00,东南风,东风,3,3,4.4,4.4,537,武汉市,湖北省
163,小雨,7,2,阴,WaxingCrescent,2018-11-10 08:56:00,2018-11-10 19:37:00,2018-11-10,2018-11-10 06:45:00,2018-11-10 17:29:00,17,11,2018-11-08 15:14:00,东风,北风,3-4,3-4,5.6,5.6,537,武汉市,湖北省
164,多云,1,7,小雨,WaxingCrescent,2018-11-11 09:51:00,2018-11-11 20:24:00,2018-11-11,2018-11-11 06:45:00,2018-11-11 17:28:00,20,10,2018-11-08 15:14:00,北风,北风,3-4,3,5.6,4.4,537,武汉市,湖北省
165,阴,2,31,多云,WaxingCrescent,2018-11-12 10:43:00,2018-11-12 21:13:00,2018-11-12,2018-11-12 06:46:00,2018-11-12 17:28:00,20,12,2018-11-08 15:14:00,东南风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
166,小雨,7,7,小雨,WaxingCrescent,2018-11-13 11:30:00,2018-11-13 22:05:00,2018-11-13,2018-11-13 06:47:00,2018-11-13 17:27:00,19,12,2018-11-08 15:14:00,东风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
167,多云,1,7,小雨,WaxingCrescent,2018-11-14 12:14:00,2018-11-14 22:58:00,2018-11-14,2018-11-14 06:48:00,2018-11-14 17:27:00,19,12,2018-11-08 15:14:00,东风,北风,3,2,4.4,2.4,537,武汉市,湖北省
168,雨,8,8,雨,First,2018-11-15 12:54:00,2018-11-15 23:51:00,2018-11-15,2018-11-15 06:49:00,2018-11-15 17:26:00,15,12,2018-11-08 14:25:00,东北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
169,雨,8,8,雨,WaxingGibbous,2018-11-16 13:30:00,2018-11-16 00:44:00,2018-11-16,2018-11-16 06:50:00,2018-11-16 17:26:00,15,7,2018-11-08 14:25:00,北风,北风,3,3,4.4,4.4,537,武汉市,湖北省
170,雨,8,8,雨,WaxingGibbous,2018-11-17 14:05:00,2018-11-17 00:44:00,2018-11-17,2018-11-17 06:51:00,2018-11-17 17:25:00,11,4,2018-11-08 14:25:00,北风,北风,3-4,3,5.6,4.4,537,武汉市,湖北省
171,雨,8,8,雨,WaxingGibbous,2018-11-18 14:38:00,2018-11-18 01:39:00,2018-11-18,2018-11-18 06:51:00,2018-11-18 17:25:00,7,2,2018-11-08 14:25:00,北风,北风,3,3,4.4,4.4,537,武汉市,湖北省
172,雨,8,8,雨,WaxingGibbous,2018-11-19 15:11:00,2018-11-19 02:34:00,2018-11-19,2018-11-19 06:52:00,2018-11-19 17:24:00,7,2,2018-11-08 14:25:00,北风,北风,3,3,4.4,4.4,537,武汉市,湖北省
173,雨,8,8,雨,WaxingGibbous,2018-11-20 15:44:00,2018-11-20 03:30:00,2018-11-20,2018-11-20 06:53:00,2018-11-20 17:24:00,10,3,2018-11-08 14:25:00,北风,北风,3,3,4.4,4.4,537,武汉市,湖北省
174,雨,8,8,雨,WaxingGibbous,2018-11-21 16:20:00,2018-11-21 04:28:00,2018-11-21,2018-11-21 06:54:00,2018-11-21 17:23:00,12,6,2018-11-08 14:25:00,北风,东北风,3,3,4.4,4.4,537,武汉市,湖北省
175,雨,8,8,雨,WaxingGibbous,2018-11-22 16:59:00,2018-11-22 05:29:00,2018-11-22,2018-11-22 06:55:00,2018-11-22 17:23:00,11,5,2018-11-08 14:25:00,东北风,北风,3,3,4.4,4.4,537,武汉市,湖北省
176,少云,1,31,少云,WaningCrescent,2018-11-05 03:15:00,2018-11-05 15:39:00,2018-11-05,2018-11-05 06:23:00,2018-11-05 16:37:00,8,-4,2018-11-05 23:05:00,东北风,北风,3,2,4.4,2.4,94,沈阳市,辽宁省
177,少云,1,2,阴,WaningCrescent,2018-11-06 04:23:00,2018-11-06 16:09:00,2018-11-06,2018-11-06 06:24:00,2018-11-06 16:35:00,9,-3,2018-11-06 17:06:00,北风,东北风,2,2,2.4,2.4,94,沈阳市,辽宁省
178,少云,1,2,阴,New,2018-11-07 05:31:00,2018-11-07 16:41:00,2018-11-07,2018-11-07 06:26:00,2018-11-07 16:34:00,10,-4,2018-11-06 17:06:00,北风,东南风,2,1,2.4,0.9,94,沈阳市,辽宁省
179,阴,2,2,阴,WaxingCrescent,2018-11-08 06:38:00,2018-11-08 17:14:00,2018-11-08,2018-11-08 06:27:00,2018-11-08 16:33:00,11,-1,2018-11-06 17:06:00,东南风,南风,1,1,0.9,0.9,94,沈阳市,辽宁省
180,少云,1,31,少云,WaxingCrescent,2018-11-09 07:42:00,2018-11-09 17:51:00,2018-11-09,2018-11-09 06:28:00,2018-11-09 16:32:00,13,-2,2018-11-06 17:06:00,西南风,西北风,2,3,2.4,4.4,94,沈阳市,辽宁省
181,少云,1,2,阴,WaxingCrescent,2018-11-10 08:44:00,2018-11-10 18:31:00,2018-11-10,2018-11-10 06:29:00,2018-11-10 16:31:00,11,-4,2018-11-06 17:06:00,西北风,东北风,2,2,2.4,2.4,94,沈阳市,辽宁省
182,阴,2,31,少云,WaxingCrescent,2018-11-11 09:42:00,2018-11-11 19:16:00,2018-11-11,2018-11-11 06:30:00,2018-11-11 16:30:00,12,0,2018-11-06 17:06:00,北风,东北风,2,2,2.4,2.4,94,沈阳市,辽宁省
183,少云,1,31,少云,WaxingCrescent,2018-11-12 10:35:00,2018-11-12 20:06:00,2018-11-12,2018-11-12 06:32:00,2018-11-12 16:29:00,12,-3,2018-11-06 17:06:00,北风,东北风,2,2,2.4,2.4,94,沈阳市,辽宁省
184,少云,1,31,少云,WaxingCrescent,2018-11-13 11:21:00,2018-11-13 20:59:00,2018-11-13,2018-11-13 06:33:00,2018-11-13 16:28:00,12,-3,2018-11-06 17:11:00,东北风,东北风,3,2,4.4,2.4,94,沈阳市,辽宁省
185,少云,1,2,阴,WaxingCrescent,2018-11-14 12:02:00,2018-11-14 21:54:00,2018-11-14,2018-11-14 06:34:00,2018-11-14 16:27:00,12,-3,2018-11-06 17:11:00,西北风,东南风,1,2,0.9,2.4,94,沈阳市,辽宁省
186,少云,1,2,阴,First,2018-11-15 12:39:00,2018-11-15 22:52:00,2018-11-15,2018-11-15 06:35:00,2018-11-15 16:26:00,13,-3,2018-11-06 17:11:00,西南风,南风,3,2,4.4,2.4,94,沈阳市,辽宁省
187,阴,2,2,阴,WaxingGibbous,2018-11-16 13:11:00,2018-11-16 23:50:00,2018-11-16,2018-11-16 06:37:00,2018-11-16 16:25:00,10,0,2018-11-06 17:11:00,北风,东北风,2,4,2.4,6.8,94,沈阳市,辽宁省
188,阴,2,2,阴,WaxingGibbous,2018-11-17 13:40:00,2018-11-17 00:50:00,2018-11-17,2018-11-17 06:38:00,2018-11-17 16:25:00,4,-5,2018-11-06 17:11:00,东北风,东北风,4,3,6.8,4.4,94,沈阳市,辽宁省
189,少云,1,31,少云,WaxingGibbous,2018-11-18 14:08:00,2018-11-18 00:50:00,2018-11-18,2018-11-18 06:39:00,2018-11-18 16:24:00,3,-9,2018-11-06 17:11:00,北风,北风,2,1,2.4,0.9,94,沈阳市,辽宁省
190,少云,1,31,少云,WaxingGibbous,2018-11-19 14:35:00,2018-11-19 01:51:00,2018-11-19,2018-11-19 06:40:00,2018-11-19 16:23:00,2,-10,2018-11-06 17:11:00,南风,东南风,1,2,0.9,2.4,94,沈阳市,辽宁省
191,少云,1,31,少云,WaxingGibbous,2018-11-20 15:03:00,2018-11-20 02:53:00,2018-11-20,2018-11-20 06:41:00,2018-11-20 16:22:00,4,-8,2018-11-06 17:11:00,北风,北风,2,2,2.4,2.4,94,沈阳市,辽宁省
