year	month	day	tianqi_am	max_tm	min_tm	name_ori	pname	name_deal	name
2018	11	26	多云	23	17	东莞市	广东	东莞	东莞
2018	11	27	阴	23	17	东莞市	广东	东莞	东莞
2018	11	28	阴	22	14	东莞市	广东	东莞	东莞
2018	11	29	多云	24	16	东莞市	广东	东莞	东莞
2018	11	30	多云	25	17	东莞市	广东	东莞	东莞
2018	12	1	小雨	21	15	东莞市	广东	东莞	东莞
2018	12	2	多云	24	17	东莞市	广东	东莞	东莞
2018	12	3	多云	25	19	东莞市	广东	东莞	东莞
2018	12	4	雨	27	20	东莞市	广东	东莞	东莞
2018	12	5	雨	27	19	东莞市	广东	东莞	东莞
2018	12	6	雨	25	16	东莞市	广东	东莞	东莞
2018	12	7	多云	24	17	东莞市	广东	东莞	东莞
2018	12	8	雨	25	19	东莞市	广东	东莞	东莞
2018	12	9	雨	25	19	东莞市	广东	东莞	东莞
2018	12	10	雨	25	19	东莞市	广东	东莞	东莞
2018	12	11	雨	24	18	东莞市	广东	东莞	东莞
2018	11	26	小雨	21	17	揭阳市	广东	揭阳	揭阳
2018	11	27	阵雨	22	16	揭阳市	广东	揭阳	揭阳
2018	11	28	阴	23	15	揭阳市	广东	揭阳	揭阳
2018	11	29	多云	24	13	揭阳市	广东	揭阳	揭阳
2018	11	30	多云	24	14	揭阳市	广东	揭阳	揭阳
2018	12	1	晴	24	16	揭阳市	广东	揭阳	揭阳
2018	12	2	晴	26	17	揭阳市	广东	揭阳	揭阳
2018	12	3	阴	23	15	揭阳市	广东	揭阳	揭阳
2018	12	4	雨	26	20	揭阳市	广东	揭阳	揭阳
2018	12	5	雨	25	18	揭阳市	广东	揭阳	揭阳
2018	12	6	雨	24	16	揭阳市	广东	揭阳	揭阳
2018	12	7	雨	22	17	揭阳市	广东	揭阳	揭阳
2018	12	8	阴	24	18	揭阳市	广东	揭阳	揭阳
2018	12	9	雨	25	19	揭阳市	广东	揭阳	揭阳
2018	12	10	雨	22	19	揭阳市	广东	揭阳	揭阳
2018	12	11	雨	23	18	揭阳市	广东	揭阳	揭阳
2018	11	26	阴	23	20	海口市	海南	海口	海口
2018	11	27	阵雨	23	19	海口市	海南	海口	海口
2018	11	28	阵雨	23	19	海口市	海南	海口	海口
2018	11	29	中雨	23	20	海口市	海南	海口	海口
2018	11	30	阵雨	24	20	海口市	海南	海口	海口
2018	12	1	阵雨	25	19	海口市	海南	海口	海口
2018	12	2	阵雨	26	21	海口市	海南	海口	海口
2018	12	3	阵雨	28	23	海口市	海南	海口	海口
2018	12	4	阴	26	22	海口市	海南	海口	海口
2018	12	5	多云	26	22	海口市	海南	海口	海口
2018	12	6	阴	25	21	海口市	海南	海口	海口
2018	12	7	雨	25	22	海口市	海南	海口	海口
2018	12	8	雨	27	22	海口市	海南	海口	海口
2018	12	9	雨	26	22	海口市	海南	海口	海口
2018	12	10	雨	26	22	海口市	海南	海口	海口
2018	12	11	雨	27	22	海口市	海南	海口	海口
2018	11	26	多云	18	8	南京市	江苏	南京	南京
2018	11	27	多云	16	7	南京市	江苏	南京	南京
2018	11	28	多云	16	7	南京市	江苏	南京	南京
2018	11	29	多云	17	8	南京市	江苏	南京	南京
2018	11	30	多云	18	9	南京市	江苏	南京	南京
2018	12	1	多云	17	11	南京市	江苏	南京	南京
2018	12	2	多云	18	13	南京市	江苏	南京	南京
2018	12	3	阴	20	9	南京市	江苏	南京	南京
2018	12	4	阴	15	8	南京市	江苏	南京	南京
2018	12	5	雨	14	6	南京市	江苏	南京	南京
2018	12	6	雨	9	4	南京市	江苏	南京	南京
2018	12	7	雨	11	5	南京市	江苏	南京	南京
2018	12	8	雨	11	6	南京市	江苏	南京	南京
2018	12	9	雨	13	7	南京市	江苏	南京	南京
2018	12	10	阴	12	7	南京市	江苏	南京	南京
2018	12	11	雨	9	4	南京市	江苏	南京	南京
2018	11	26	晴	19	8	无锡市	江苏	无锡	无锡
2018	11	27	多云	19	9	无锡市	江苏	无锡	无锡
2018	11	28	多云	17	8	无锡市	江苏	无锡	无锡
2018	11	29	多云	17	8	无锡市	江苏	无锡	无锡
2018	11	30	多云	18	9	无锡市	江苏	无锡	无锡
2018	12	1	多云	17	11	无锡市	江苏	无锡	无锡
2018	12	2	多云	18	13	无锡市	江苏	无锡	无锡
2018	12	3	多云	18	10	无锡市	江苏	无锡	无锡
2018	12	4	阴	16	10	无锡市	江苏	无锡	无锡
2018	12	5	雨	15	8	无锡市	江苏	无锡	无锡
2018	12	6	雨	11	6	无锡市	江苏	无锡	无锡
2018	12	7	雨	12	7	无锡市	江苏	无锡	无锡
2018	12	8	雨	12	7	无锡市	江苏	无锡	无锡
2018	12	9	雨	14	8	无锡市	江苏	无锡	无锡
2018	12	10	阴	14	8	无锡市	江苏	无锡	无锡
2018	12	11	雨	11	6	无锡市	江苏	无锡	无锡
2018	11	26	多云	16	5	徐州市	江苏	徐州	徐州
2018	11	27	多云	16	7	徐州市	江苏	徐州	徐州
2018	11	28	多云	16	6	徐州市	江苏	徐州	徐州
2018	11	29	多云	16	6	徐州市	江苏	徐州	徐州
2018	11	30	多云	15	5	徐州市	江苏	徐州	徐州
2018	12	1	多云	14	9	徐州市	江苏	徐州	徐州
2018	12	2	小雨	14	9	徐州市	江苏	徐州	徐州
2018	12	3	小雨	14	6	徐州市	江苏	徐州	徐州
2018	12	4	阴	12	5	徐州市	江苏	徐州	徐州
2018	12	5	雨	10	2	徐州市	江苏	徐州	徐州
2018	12	6	雨夹雪	5	0	徐州市	江苏	徐州	徐州
2018	12	7	阴	7	2	徐州市	江苏	徐州	徐州
2018	12	8	雨	9	3	徐州市	江苏	徐州	徐州
2018	12	9	多云	11	3	徐州市	江苏	徐州	徐州
2018	12	10	雨	9	3	徐州市	江苏	徐州	徐州
2018	12	11	阴	9	1	徐州市	江苏	徐州	徐州
2018	11	26	多云	19	9	常州市	江苏	常州	常州
2018	11	27	多云	18	8	常州市	江苏	常州	常州
2018	11	28	多云	17	8	常州市	江苏	常州	常州
2018	11	29	多云	17	8	常州市	江苏	常州	常州
2018	11	30	多云	16	7	常州市	江苏	常州	常州
2018	12	1	多云	15	9	常州市	江苏	常州	常州
2018	12	2	多云	15	10	常州市	江苏	常州	常州
2018	12	3	小雨	13	10	常州市	江苏	常州	常州
2018	12	4	阴	16	9	常州市	江苏	常州	常州
2018	12	5	雨	14	7	常州市	江苏	常州	常州
2018	12	6	雨	11	5	常州市	江苏	常州	常州
2018	12	7	雨	12	6	常州市	江苏	常州	常州
2018	12	8	雨	12	7	常州市	江苏	常州	常州
2018	12	9	雨	14	7	常州市	江苏	常州	常州
2018	12	10	阴	14	8	常州市	江苏	常州	常州
2018	12	11	雨	11	5	常州市	江苏	常州	常州
2018	11	26	多云	20	10	苏州市	江苏	苏州	苏州
2018	11	27	多云	18	9	苏州市	江苏	苏州	苏州
2018	11	28	多云	17	9	苏州市	江苏	苏州	苏州
2018	11	29	多云	19	10	苏州市	江苏	苏州	苏州
2018	11	30	多云	19	11	苏州市	江苏	苏州	苏州
2018	12	1	多云	17	12	苏州市	江苏	苏州	苏州
2018	12	2	多云	19	15	苏州市	江苏	苏州	苏州
2018	12	3	多云	20	11	苏州市	江苏	苏州	苏州
2018	12	4	雨	16	10	苏州市	江苏	苏州	苏州
2018	12	5	雨	16	8	苏州市	江苏	苏州	苏州
2018	12	6	雨	11	7	苏州市	江苏	苏州	苏州
2018	12	7	阴	13	7	苏州市	江苏	苏州	苏州
2018	12	8	雨	13	8	苏州市	江苏	苏州	苏州
2018	12	9	雨	14	8	苏州市	江苏	苏州	苏州
2018	12	10	阴	15	9	苏州市	江苏	苏州	苏州
2018	12	11	雨	12	7	苏州市	江苏	苏州	苏州
2018	11	26	多云	20	9	南通市	江苏	南通	南通
2018	11	27	多云	18	9	南通市	江苏	南通	南通
2018	11	28	多云	17	9	南通市	江苏	南通	南通
2018	11	29	晴	18	9	南通市	江苏	南通	南通
2018	11	30	多云	18	10	南通市	江苏	南通	南通
2018	12	1	阴	17	11	南通市	江苏	南通	南通
2018	12	2	小雨	18	10	南通市	江苏	南通	南通
2018	12	3	小雨	17	9	南通市	江苏	南通	南通
2018	12	4	阴	16	9	南通市	江苏	南通	南通
2018	12	5	阴	14	7	南通市	江苏	南通	南通
2018	12	6	雨	11	5	南通市	江苏	南通	南通
2018	12	7	阴	12	6	南通市	江苏	南通	南通
2018	12	8	雨	12	6	南通市	江苏	南通	南通
2018	12	9	雨	14	7	南通市	江苏	南通	南通
2018	12	10	阴	14	7	南通市	江苏	南通	南通
2018	12	11	雨	11	5	南通市	江苏	南通	南通
2018	11	26	晴	17	4	连云港市	江苏	连云港	连云港
2018	11	27	多云	14	7	连云港市	江苏	连云港	连云港
2018	11	28	多云	16	7	连云港市	江苏	连云港	连云港
2018	11	29	多云	16	7	连云港市	江苏	连云港	连云港
2018	11	30	阴	14	7	连云港市	江苏	连云港	连云港
2018	12	1	阴	14	5	连云港市	江苏	连云港	连云港
2018	12	2	多云	15	10	连云港市	江苏	连云港	连云港
2018	12	3	多云	16	5	连云港市	江苏	连云港	连云港
2018	12	4	阴	12	5	连云港市	江苏	连云港	连云港
2018	12	5	雨	9	2	连云港市	江苏	连云港	连云港
2018	12	6	雨夹雪	5	1	连云港市	江苏	连云港	连云港
2018	12	7	阴	9	2	连云港市	江苏	连云港	连云港
2018	12	8	雨	10	4	连云港市	江苏	连云港	连云港
2018	12	9	雨	10	4	连云港市	江苏	连云港	连云港
2018	12	10	雨	9	3	连云港市	江苏	连云港	连云港
2018	12	11	雨	9	1	连云港市	江苏	连云港	连云港
2018	11	26	晴	17	5	淮安市	江苏	淮安	淮安
2018	11	27	多云	17	7	淮安市	江苏	淮安	淮安
2018	11	28	晴	17	7	淮安市	江苏	淮安	淮安
2018	11	29	多云	17	7	淮安市	江苏	淮安	淮安
2018	11	30	多云	15	8	淮安市	江苏	淮安	淮安
2018	12	1	多云	14	8	淮安市	江苏	淮安	淮安
2018	12	2	阴	15	12	淮安市	江苏	淮安	淮安
2018	12	3	阴	17	8	淮安市	江苏	淮安	淮安
2018	12	4	阴	14	6	淮安市	江苏	淮安	淮安
2018	12	5	雨	11	2	淮安市	江苏	淮安	淮安
2018	12	6	雨	7	0	淮安市	江苏	淮安	淮安
2018	12	7	阴	9	2	淮安市	江苏	淮安	淮安
2018	12	8	雨	10	4	淮安市	江苏	淮安	淮安
2018	12	9	雨	12	4	淮安市	江苏	淮安	淮安
2018	12	10	雨	10	3	淮安市	江苏	淮安	淮安
2018	12	11	雨	10	2	淮安市	江苏	淮安	淮安
2018	11	26	多云	18	6	盐城市	江苏	盐城	盐城
2018	11	27	多云	17	8	盐城市	江苏	盐城	盐城
2018	11	28	多云	16	8	盐城市	江苏	盐城	盐城
2018	11	29	多云	16	7	盐城市	江苏	盐城	盐城
2018	11	30	多云	17	8	盐城市	江苏	盐城	盐城
2018	12	1	阴	15	9	盐城市	江苏	盐城	盐城
2018	12	2	小雨	17	10	盐城市	江苏	盐城	盐城
2018	12	3	阴	17	7	盐城市	江苏	盐城	盐城
2018	12	4	阴	14	8	盐城市	江苏	盐城	盐城
2018	12	5	雨	12	5	盐城市	江苏	盐城	盐城
2018	12	6	雨	9	2	盐城市	江苏	盐城	盐城
2018	12	7	阴	10	4	盐城市	江苏	盐城	盐城
2018	12	8	雨	12	6	盐城市	江苏	盐城	盐城
2018	12	9	雨	13	6	盐城市	江苏	盐城	盐城
2018	12	10	雨	12	5	盐城市	江苏	盐城	盐城
2018	12	11	雨	10	4	盐城市	江苏	盐城	盐城
2018	11	26	晴	19	7	扬州市	江苏	扬州	扬州
2018	11	27	多云	17	7	扬州市	江苏	扬州	扬州
2018	11	28	多云	17	7	扬州市	江苏	扬州	扬州
2018	11	29	多云	17	8	扬州市	江苏	扬州	扬州
2018	11	30	多云	17	9	扬州市	江苏	扬州	扬州
2018	12	1	多云	16	10	扬州市	江苏	扬州	扬州
2018	12	2	多云	17	12	扬州市	江苏	扬州	扬州
2018	12	3	阵雨	17	7	扬州市	江苏	扬州	扬州
2018	12	4	阴	15	8	扬州市	江苏	扬州	扬州
2018	12	5	雨	13	5	扬州市	江苏	扬州	扬州
2018	12	6	雨	9	3	扬州市	江苏	扬州	扬州
2018	12	7	雨	11	4	扬州市	江苏	扬州	扬州
2018	12	8	雨	11	6	扬州市	江苏	扬州	扬州
2018	12	9	雨	13	6	扬州市	江苏	扬州	扬州
2018	12	10	阴	12	6	扬州市	江苏	扬州	扬州
2018	12	11	雨	10	4	扬州市	江苏	扬州	扬州
2018	11	26	晴	18	8	镇江市	江苏	镇江	镇江
2018	11	27	多云	18	8	镇江市	江苏	镇江	镇江
2018	11	28	多云	18	8	镇江市	江苏	镇江	镇江
2018	11	29	多云	18	9	镇江市	江苏	镇江	镇江
2018	11	30	多云	18	10	镇江市	江苏	镇江	镇江
2018	12	1	多云	17	11	镇江市	江苏	镇江	镇江
2018	12	2	阴	18	13	镇江市	江苏	镇江	镇江
2018	12	3	小雨	19	7	镇江市	江苏	镇江	镇江
2018	12	4	阴	15	9	镇江市	江苏	镇江	镇江
2018	12	5	雨	13	6	镇江市	江苏	镇江	镇江
2018	12	6	雨	9	4	镇江市	江苏	镇江	镇江
2018	12	7	雨	11	5	镇江市	江苏	镇江	镇江
2018	12	8	雨	11	6	镇江市	江苏	镇江	镇江
2018	12	9	雨	13	7	镇江市	江苏	镇江	镇江
2018	12	10	阴	12	7	镇江市	江苏	镇江	镇江
2018	12	11	雨	10	5	镇江市	江苏	镇江	镇江
2018	11	26	多云	18	6	泰州市	江苏	泰州	泰州
2018	11	27	多云	17	5	泰州市	江苏	泰州	泰州
2018	11	28	多云	17	6	泰州市	江苏	泰州	泰州
2018	11	29	多云	18	6	泰州市	江苏	泰州	泰州
2018	11	30	多云	17	8	泰州市	江苏	泰州	泰州
2018	12	1	多云	16	10	泰州市	江苏	泰州	泰州
2018	12	2	多云	17	12	泰州市	江苏	泰州	泰州
2018	12	3	小雨	18	7	泰州市	江苏	泰州	泰州
2018	12	4	阴	15	8	泰州市	江苏	泰州	泰州
2018	12	5	雨	14	6	泰州市	江苏	泰州	泰州
2018	12	6	雨	10	3	泰州市	江苏	泰州	泰州
2018	12	7	阴	11	5	泰州市	江苏	泰州	泰州
2018	12	8	雨	12	6	泰州市	江苏	泰州	泰州
2018	12	9	雨	14	6	泰州市	江苏	泰州	泰州
2018	12	10	阴	13	6	泰州市	江苏	泰州	泰州
2018	12	11	雨	10	4	泰州市	江苏	泰州	泰州
2018	11	26	多云	17	6	宿迁市	江苏	宿迁	宿迁
2018	11	27	多云	16	9	宿迁市	江苏	宿迁	宿迁
2018	11	28	多云	16	7	宿迁市	江苏	宿迁	宿迁
2018	11	29	多云	17	9	宿迁市	江苏	宿迁	宿迁
2018	11	30	多云	16	7	宿迁市	江苏	宿迁	宿迁
2018	12	1	多云	15	9	宿迁市	江苏	宿迁	宿迁
2018	12	2	阴	16	11	宿迁市	江苏	宿迁	宿迁
2018	12	3	小雨	18	6	宿迁市	江苏	宿迁	宿迁
2018	12	4	阴	13	6	宿迁市	江苏	宿迁	宿迁
2018	12	5	雨	10	2	宿迁市	江苏	宿迁	宿迁
2018	12	6	雨夹雪	6	1	宿迁市	江苏	宿迁	宿迁
2018	12	7	阴	8	3	宿迁市	江苏	宿迁	宿迁
2018	12	8	雨	10	4	宿迁市	江苏	宿迁	宿迁
2018	12	9	雨	11	5	宿迁市	江苏	宿迁	宿迁
2018	12	10	雨	9	4	宿迁市	江苏	宿迁	宿迁
2018	12	11	雨	9	2	宿迁市	江苏	宿迁	宿迁
2018	11	26	阴	18	10	杭州市	浙江	杭州	杭州
2018	11	27	多云	18	10	杭州市	浙江	杭州	杭州
2018	11	28	阴	16	9	杭州市	浙江	杭州	杭州
2018	11	29	多云	19	11	杭州市	浙江	杭州	杭州
2018	11	30	多云	18	9	杭州市	浙江	杭州	杭州
2018	12	1	阴	17	9	杭州市	浙江	杭州	杭州
2018	12	2	阴	20	13	杭州市	浙江	杭州	杭州
2018	12	3	小雨	21	9	杭州市	浙江	杭州	杭州
2018	12	4	雨	15	10	杭州市	浙江	杭州	杭州
2018	12	5	阴	16	9	杭州市	浙江	杭州	杭州
2018	12	6	雨	12	7	杭州市	浙江	杭州	杭州
2018	12	7	雨	13	8	杭州市	浙江	杭州	杭州
2018	12	8	雨	14	9	杭州市	浙江	杭州	杭州
2018	12	9	雨	14	9	杭州市	浙江	杭州	杭州
2018	12	10	雨	15	10	杭州市	浙江	杭州	杭州
2018	12	11	雨	14	8	杭州市	浙江	杭州	杭州
2018	11	26	小雨	20	13	台州市	浙江	台州	台州
2018	11	27	多云	21	11	台州市	浙江	台州	台州
2018	11	28	多云	20	9	台州市	浙江	台州	台州
2018	11	29	晴	19	10	台州市	浙江	台州	台州
2018	11	30	晴	20	12	台州市	浙江	台州	台州
2018	12	1	多云	19	13	台州市	浙江	台州	台州
2018	12	2	多云	19	15	台州市	浙江	台州	台州
2018	12	3	小雨	20	16	台州市	浙江	台州	台州
2018	12	4	雨	19	13	台州市	浙江	台州	台州
2018	12	5	阴	19	13	台州市	浙江	台州	台州
2018	12	6	雨	17	11	台州市	浙江	台州	台州
2018	12	7	雨	15	11	台州市	浙江	台州	台州
2018	12	8	雨	19	13	台州市	浙江	台州	台州
2018	12	9	雨	16	13	台州市	浙江	台州	台州
2018	12	10	雨	18	13	台州市	浙江	台州	台州
2018	12	11	雨	16	11	台州市	浙江	台州	台州
2018	11	26	小雨	18	11	宁波市	浙江	宁波	宁波
2018	11	27	多云	18	9	宁波市	浙江	宁波	宁波
2018	11	28	多云	17	8	宁波市	浙江	宁波	宁波
2018	11	29	多云	19	8	宁波市	浙江	宁波	宁波
2018	11	30	多云	20	8	宁波市	浙江	宁波	宁波
2018	12	1	多云	20	9	宁波市	浙江	宁波	宁波
2018	12	2	多云	21	15	宁波市	浙江	宁波	宁波
2018	12	3	小雨	21	13	宁波市	浙江	宁波	宁波
2018	12	4	雨	16	10	宁波市	浙江	宁波	宁波
2018	12	5	阴	18	10	宁波市	浙江	宁波	宁波
2018	12	6	雨	15	8	宁波市	浙江	宁波	宁波
2018	12	7	雨	14	9	宁波市	浙江	宁波	宁波
2018	12	8	雨	16	10	宁波市	浙江	宁波	宁波
2018	12	9	雨	15	10	宁波市	浙江	宁波	宁波
2018	12	10	阴	17	10	宁波市	浙江	宁波	宁波
2018	12	11	雨	14	8	宁波市	浙江	宁波	宁波
2018	11	26	小雨	20	12	温州市	浙江	温州	温州
2018	11	27	晴	22	12	温州市	浙江	温州	温州
2018	11	28	晴	20	9	温州市	浙江	温州	温州
2018	11	29	晴	20	11	温州市	浙江	温州	温州
2018	11	30	多云	21	13	温州市	浙江	温州	温州
2018	12	1	多云	20	13	温州市	浙江	温州	温州
2018	12	2	小雨	21	15	温州市	浙江	温州	温州
2018	12	3	多云	22	17	温州市	浙江	温州	温州
2018	12	4	雨	20	13	温州市	浙江	温州	温州
2018	12	5	阴	19	13	温州市	浙江	温州	温州
2018	12	6	雨	18	11	温州市	浙江	温州	温州
2018	12	7	雨	15	11	温州市	浙江	温州	温州
2018	12	8	雨	20	13	温州市	浙江	温州	温州
2018	12	9	雨	18	13	温州市	浙江	温州	温州
2018	12	10	雨	20	14	温州市	浙江	温州	温州
2018	12	11	雨	16	11	温州市	浙江	温州	温州
2018	11	26	阴	20	9	嘉兴市	浙江	嘉兴	嘉兴
2018	11	27	雾	18	9	嘉兴市	浙江	嘉兴	嘉兴
2018	11	28	多云	16	6	嘉兴市	浙江	嘉兴	嘉兴
2018	11	29	晴	18	8	嘉兴市	浙江	嘉兴	嘉兴
2018	11	30	晴	19	9	嘉兴市	浙江	嘉兴	嘉兴
2018	12	1	多云	19	13	嘉兴市	浙江	嘉兴	嘉兴
2018	12	2	多云	18	15	嘉兴市	浙江	嘉兴	嘉兴
2018	12	3	阵雨	19	14	嘉兴市	浙江	嘉兴	嘉兴
2018	12	4	雨	16	10	嘉兴市	浙江	嘉兴	嘉兴
2018	12	5	阴	17	9	嘉兴市	浙江	嘉兴	嘉兴
2018	12	6	雨	12	8	嘉兴市	浙江	嘉兴	嘉兴
2018	12	7	雨	13	8	嘉兴市	浙江	嘉兴	嘉兴
2018	12	8	雨	14	9	嘉兴市	浙江	嘉兴	嘉兴
2018	12	9	雨	14	9	嘉兴市	浙江	嘉兴	嘉兴
2018	12	10	雨	15	9	嘉兴市	浙江	嘉兴	嘉兴
2018	12	11	雨	13	8	嘉兴市	浙江	嘉兴	嘉兴
2018	11	26	多云	19	7	湖州市	浙江	湖州	湖州
2018	11	27	晴	19	7	湖州市	浙江	湖州	湖州
2018	11	28	多云	17	6	湖州市	浙江	湖州	湖州
2018	11	29	多云	18	7	湖州市	浙江	湖州	湖州
2018	11	30	多云	17	9	湖州市	浙江	湖州	湖州
2018	12	1	多云	18	12	湖州市	浙江	湖州	湖州
2018	12	2	多云	17	14	湖州市	浙江	湖州	湖州
2018	12	3	阴	18	11	湖州市	浙江	湖州	湖州
2018	12	4	雨	15	10	湖州市	浙江	湖州	湖州
2018	12	5	阴	16	8	湖州市	浙江	湖州	湖州
2018	12	6	雨	12	6	湖州市	浙江	湖州	湖州
2018	12	7	雨	13	7	湖州市	浙江	湖州	湖州
2018	12	8	雨	13	7	湖州市	浙江	湖州	湖州
2018	12	9	雨	14	8	湖州市	浙江	湖州	湖州
2018	12	10	雨	15	9	湖州市	浙江	湖州	湖州
2018	12	11	雨	12	6	湖州市	浙江	湖州	湖州
2018	11	26	阴	18	11	绍兴市	浙江	绍兴	绍兴
2018	11	27	多云	18	9	绍兴市	浙江	绍兴	绍兴
2018	11	28	多云	18	8	绍兴市	浙江	绍兴	绍兴
2018	11	29	多云	18	8	绍兴市	浙江	绍兴	绍兴
2018	11	30	多云	18	10	绍兴市	浙江	绍兴	绍兴
2018	12	1	多云	17	8	绍兴市	浙江	绍兴	绍兴
2018	12	2	多云	19	14	绍兴市	浙江	绍兴	绍兴
2018	12	3	小雨	21	12	绍兴市	浙江	绍兴	绍兴
2018	12	4	雨	15	10	绍兴市	浙江	绍兴	绍兴
2018	12	5	阴	17	9	绍兴市	浙江	绍兴	绍兴
2018	12	6	雨	14	8	绍兴市	浙江	绍兴	绍兴
2018	12	7	雨	13	8	绍兴市	浙江	绍兴	绍兴
2018	12	8	雨	15	9	绍兴市	浙江	绍兴	绍兴
2018	12	9	雨	15	10	绍兴市	浙江	绍兴	绍兴
2018	12	10	雨	16	10	绍兴市	浙江	绍兴	绍兴
2018	12	11	雨	14	8	绍兴市	浙江	绍兴	绍兴
2018	11	26	多云	18	11	金华市	浙江	金华	金华
2018	11	27	多云	19	9	金华市	浙江	金华	金华
2018	11	28	晴	19	9	金华市	浙江	金华	金华
2018	11	29	多云	20	10	金华市	浙江	金华	金华
2018	11	30	晴	20	10	金华市	浙江	金华	金华
2018	12	1	多云	18	9	金华市	浙江	金华	金华
2018	12	2	多云	18	9	金华市	浙江	金华	金华
2018	12	3	小雨	19	13	金华市	浙江	金华	金华
2018	12	4	雨	17	11	金华市	浙江	金华	金华
2018	12	5	阴	18	10	金华市	浙江	金华	金华
2018	12	6	雨	15	8	金华市	浙江	金华	金华
2018	12	7	雨	13	8	金华市	浙江	金华	金华
2018	12	8	雨	16	11	金华市	浙江	金华	金华
2018	12	9	雨	16	10	金华市	浙江	金华	金华
2018	12	10	雨	18	11	金华市	浙江	金华	金华
2018	12	11	雨	14	9	金华市	浙江	金华	金华
2018	11	26	晴	21	10	南昌市	江西	南昌	南昌
2018	11	27	晴	21	10	南昌市	江西	南昌	南昌
2018	11	28	晴	20	9	南昌市	江西	南昌	南昌
2018	11	29	晴	20	10	南昌市	江西	南昌	南昌
2018	11	30	多云	19	11	南昌市	江西	南昌	南昌
2018	12	1	晴	20	11	南昌市	江西	南昌	南昌
2018	12	2	多云	19	14	南昌市	江西	南昌	南昌
2018	12	3	小雨	19	11	南昌市	江西	南昌	南昌
2018	12	4	雨	17	11	南昌市	江西	南昌	南昌
2018	12	5	阴	18	9	南昌市	江西	南昌	南昌
2018	12	6	雨	13	8	南昌市	江西	南昌	南昌
2018	12	7	雨	15	8	南昌市	江西	南昌	南昌
2018	12	8	雨	14	9	南昌市	江西	南昌	南昌
2018	12	9	多云	16	9	南昌市	江西	南昌	南昌
2018	12	10	雨	15	10	南昌市	江西	南昌	南昌
2018	12	11	雨	14	8	南昌市	江西	南昌	南昌
2018	11	26	多云	10	0	丹东市	辽宁	丹东	丹东
2018	11	27	晴	9	-5	丹东市	辽宁	丹东	丹东
2018	11	28	晴	5	-2	丹东市	辽宁	丹东	丹东
2018	11	29	多云	5	-5	丹东市	辽宁	丹东	丹东
2018	11	30	晴	7	-6	丹东市	辽宁	丹东	丹东
2018	12	1	晴	4	-2	丹东市	辽宁	丹东	丹东
2018	12	2	多云	8	2	丹东市	辽宁	丹东	丹东
2018	12	3	小雨	6	0	丹东市	辽宁	丹东	丹东
2018	12	4	晴	4	-3	丹东市	辽宁	丹东	丹东
2018	12	5	雪	0	-7	丹东市	辽宁	丹东	丹东
2018	12	6	晴	-2	-8	丹东市	辽宁	丹东	丹东
2018	12	7	晴	0	-7	丹东市	辽宁	丹东	丹东
2018	12	8	阴	0	-8	丹东市	辽宁	丹东	丹东
2018	12	9	雪	-2	-9	丹东市	辽宁	丹东	丹东
