year	month	day	tianqi_am	max_tm	min_tm	name_ori	pname	name_deal	name
2018	12	2	小雨	12	5	濮阳市	河南	濮阳	濮阳
2018	12	3	阴	12	0	濮阳市	河南	濮阳	濮阳
2018	12	4	阴	9	0	濮阳市	河南	濮阳	濮阳
2018	12	5	阴	7	-1	濮阳市	河南	濮阳	濮阳
2018	12	6	阴	4	-1	濮阳市	河南	濮阳	濮阳
2018	12	7	阴	8	0	濮阳市	河南	濮阳	濮阳
2018	12	8	雨	8	-1	濮阳市	河南	濮阳	濮阳
2018	12	9	多云	10	0	濮阳市	河南	濮阳	濮阳
2018	12	10	多云	8	0	濮阳市	河南	濮阳	濮阳
2018	12	11	多云	8	-1	濮阳市	河南	濮阳	濮阳
2018	11	26	晴	18	6	南阳市	河南	南阳	南阳
2018	11	27	阴	14	3	南阳市	河南	南阳	南阳
2018	11	28	多云	16	4	南阳市	河南	南阳	南阳
2018	11	29	多云	16	5	南阳市	河南	南阳	南阳
2018	11	30	多云	14	4	南阳市	河南	南阳	南阳
2018	12	1	小雨	17	6	南阳市	河南	南阳	南阳
2018	12	2	小雨	15	9	南阳市	河南	南阳	南阳
2018	12	3	小雨	12	3	南阳市	河南	南阳	南阳
2018	12	4	阴	11	3	南阳市	河南	南阳	南阳
2018	12	5	雨	9	1	南阳市	河南	南阳	南阳
2018	12	6	雨夹雪	6	0	南阳市	河南	南阳	南阳
2018	12	7	雨	6	0	南阳市	河南	南阳	南阳
2018	12	8	雨夹雪	9	0	南阳市	河南	南阳	南阳
2018	12	9	多云	9	1	南阳市	河南	南阳	南阳
2018	12	10	阴	9	1	南阳市	河南	南阳	南阳
2018	12	11	阴	8	0	南阳市	河南	南阳	南阳
2018	11	26	晴	18	3	商丘市	河南	商丘	商丘
2018	11	27	阴	14	3	商丘市	河南	商丘	商丘
2018	11	28	多云	15	3	商丘市	河南	商丘	商丘
2018	11	29	多云	15	3	商丘市	河南	商丘	商丘
2018	11	30	多云	13	2	商丘市	河南	商丘	商丘
2018	12	1	多云	13	7	商丘市	河南	商丘	商丘
2018	12	2	小雨	13	7	商丘市	河南	商丘	商丘
2018	12	3	小雨	14	7	商丘市	河南	商丘	商丘
2018	12	4	阴	12	3	商丘市	河南	商丘	商丘
2018	12	5	雨	9	0	商丘市	河南	商丘	商丘
2018	12	6	雨夹雪	5	-1	商丘市	河南	商丘	商丘
2018	12	7	雨夹雪	7	0	商丘市	河南	商丘	商丘
2018	12	8	雨	9	0	商丘市	河南	商丘	商丘
2018	12	9	多云	11	1	商丘市	河南	商丘	商丘
2018	12	10	阴	9	1	商丘市	河南	商丘	商丘
2018	12	11	多云	8	0	商丘市	河南	商丘	商丘
2018	11	26	晴	21	9	信阳市	河南	信阳	信阳
2018	11	27	多云	17	5	信阳市	河南	信阳	信阳
2018	11	28	晴	17	6	信阳市	河南	信阳	信阳
2018	11	29	多云	19	6	信阳市	河南	信阳	信阳
2018	11	30	多云	15	6	信阳市	河南	信阳	信阳
2018	12	1	多云	13	6	信阳市	河南	信阳	信阳
2018	12	2	小雨	11	8	信阳市	河南	信阳	信阳
2018	12	3	小雨	12	6	信阳市	河南	信阳	信阳
2018	12	4	多云	12	5	信阳市	河南	信阳	信阳
2018	12	5	雨	9	3	信阳市	河南	信阳	信阳
2018	12	6	雨	7	2	信阳市	河南	信阳	信阳
2018	12	7	雨	7	3	信阳市	河南	信阳	信阳
2018	12	8	雨	9	3	信阳市	河南	信阳	信阳
2018	12	9	雨	10	4	信阳市	河南	信阳	信阳
2018	12	10	雨	9	4	信阳市	河南	信阳	信阳
2018	12	11	阴	8	2	信阳市	河南	信阳	信阳
2018	11	26	晴	20	7	周口市	河南	周口	周口
2018	11	27	阴	15	4	周口市	河南	周口	周口
2018	11	28	晴	16	6	周口市	河南	周口	周口
2018	11	29	晴	17	6	周口市	河南	周口	周口
2018	11	30	多云	14	5	周口市	河南	周口	周口
2018	12	1	多云	14	6	周口市	河南	周口	周口
2018	12	2	小雨	12	9	周口市	河南	周口	周口
2018	12	3	阴	14	6	周口市	河南	周口	周口
2018	12	4	阴	12	5	周口市	河南	周口	周口
2018	12	5	雨	9	2	周口市	河南	周口	周口
2018	12	6	雨	6	2	周口市	河南	周口	周口
2018	12	7	雨	6	2	周口市	河南	周口	周口
2018	12	8	雨	9	2	周口市	河南	周口	周口
2018	12	9	多云	11	2	周口市	河南	周口	周口
2018	12	10	阴	9	3	周口市	河南	周口	周口
2018	12	11	阴	9	1	周口市	河南	周口	周口
2018	11	26	晴	17	11	重庆市	重庆	重庆	重庆
2018	11	27	阴	15	10	重庆市	重庆	重庆	重庆
2018	11	28	晴	16	11	重庆市	重庆	重庆	重庆
2018	11	29	阴	15	11	重庆市	重庆	重庆	重庆
2018	11	30	小雨	15	12	重庆市	重庆	重庆	重庆
2018	12	1	阴	16	12	重庆市	重庆	重庆	重庆
2018	12	2	小雨	15	12	重庆市	重庆	重庆	重庆
2018	12	3	小雨	14	11	重庆市	重庆	重庆	重庆
2018	12	4	阴	17	9	重庆市	重庆	重庆	重庆
2018	12	5	雨	14	9	重庆市	重庆	重庆	重庆
2018	12	6	雨	12	9	重庆市	重庆	重庆	重庆
2018	12	7	雨	13	8	重庆市	重庆	重庆	重庆
2018	12	8	雨	16	8	重庆市	重庆	重庆	重庆
2018	12	9	多云	16	9	重庆市	重庆	重庆	重庆
2018	12	10	雨	16	10	重庆市	重庆	重庆	重庆
2018	12	11	阴	16	10	重庆市	重庆	重庆	重庆
2018	11	26	晴	21	6	驻马店市	河南	驻马店	驻马店
2018	11	27	阴	14	3	驻马店市	河南	驻马店	驻马店
2018	11	28	多云	15	4	驻马店市	河南	驻马店	驻马店
2018	11	29	多云	15	6	驻马店市	河南	驻马店	驻马店
2018	11	30	多云	13	7	驻马店市	河南	驻马店	驻马店
2018	12	1	小雨	16	7	驻马店市	河南	驻马店	驻马店
2018	12	2	小雨	14	9	驻马店市	河南	驻马店	驻马店
2018	12	3	中雨	11	3	驻马店市	河南	驻马店	驻马店
2018	12	4	阴	12	4	驻马店市	河南	驻马店	驻马店
2018	12	5	雨	9	1	驻马店市	河南	驻马店	驻马店
2018	12	6	雨	6	2	驻马店市	河南	驻马店	驻马店
2018	12	7	雨	6	1	驻马店市	河南	驻马店	驻马店
2018	12	8	雨夹雪	8	1	驻马店市	河南	驻马店	驻马店
2018	12	9	雨	10	1	驻马店市	河南	驻马店	驻马店
2018	12	10	雨	9	1	驻马店市	河南	驻马店	驻马店
2018	12	11	阴	8	0	驻马店市	河南	驻马店	驻马店
2018	11	26	多云	20	5	武汉市	湖北	武汉	武汉
2018	11	27	晴	20	5	武汉市	湖北	武汉	武汉
2018	11	28	晴	19	5	武汉市	湖北	武汉	武汉
2018	11	29	晴	20	7	武汉市	湖北	武汉	武汉
2018	11	30	多云	18	8	武汉市	湖北	武汉	武汉
2018	12	1	多云	17	8	武汉市	湖北	武汉	武汉
2018	12	2	多云	17	8	武汉市	湖北	武汉	武汉
2018	12	3	小雨	14	11	武汉市	湖北	武汉	武汉
2018	12	4	阴	13	6	武汉市	湖北	武汉	武汉
2018	12	5	雨	12	5	武汉市	湖北	武汉	武汉
2018	12	6	雨	10	5	武汉市	湖北	武汉	武汉
2018	12	7	雨	9	5	武汉市	湖北	武汉	武汉
2018	12	8	雨	11	5	武汉市	湖北	武汉	武汉
2018	12	9	雨	12	5	武汉市	湖北	武汉	武汉
2018	12	10	雨	11	5	武汉市	湖北	武汉	武汉
2018	12	11	阴	10	4	武汉市	湖北	武汉	武汉
2018	11	26	多云	20	7	黄石市	湖北	黄石	黄石
2018	11	27	晴	21	7	黄石市	湖北	黄石	黄石
2018	11	28	多云	20	8	黄石市	湖北	黄石	黄石
2018	11	29	晴	21	8	黄石市	湖北	黄石	黄石
2018	11	30	多云	18	8	黄石市	湖北	黄石	黄石
2018	12	1	多云	17	9	黄石市	湖北	黄石	黄石
2018	12	2	多云	17	10	黄石市	湖北	黄石	黄石
2018	12	3	小雨	16	11	黄石市	湖北	黄石	黄石
2018	12	4	雨	15	9	黄石市	湖北	黄石	黄石
2018	12	5	雨	14	8	黄石市	湖北	黄石	黄石
2018	12	6	雨	12	7	黄石市	湖北	黄石	黄石
2018	12	7	雨	10	7	黄石市	湖北	黄石	黄石
2018	12	8	雨	11	7	黄石市	湖北	黄石	黄石
2018	12	9	雨	13	7	黄石市	湖北	黄石	黄石
2018	12	10	雨	13	8	黄石市	湖北	黄石	黄石
2018	12	11	阴	12	6	黄石市	湖北	黄石	黄石
2018	11	26	多云	19	7	襄阳市	湖北	襄阳	襄阳
2018	11	27	多云	16	6	襄阳市	湖北	襄阳	襄阳
2018	11	28	晴	16	7	襄阳市	湖北	襄阳	襄阳
2018	11	29	多云	17	7	襄阳市	湖北	襄阳	襄阳
2018	11	30	多云	14	6	襄阳市	湖北	襄阳	襄阳
2018	12	1	多云	13	8	襄阳市	湖北	襄阳	襄阳
2018	12	2	小雨	12	7	襄阳市	湖北	襄阳	襄阳
2018	12	3	小雨	12	7	襄阳市	湖北	襄阳	襄阳
2018	12	4	阴	12	3	襄阳市	湖北	襄阳	襄阳
2018	12	5	雨	10	3	襄阳市	湖北	襄阳	襄阳
2018	12	6	雨	8	3	襄阳市	湖北	襄阳	襄阳
2018	12	7	雨	7	1	襄阳市	湖北	襄阳	襄阳
2018	12	8	雨	9	2	襄阳市	湖北	襄阳	襄阳
2018	12	9	多云	11	2	襄阳市	湖北	襄阳	襄阳
2018	12	10	阴	9	3	襄阳市	湖北	襄阳	襄阳
2018	12	11	阴	9	2	襄阳市	湖北	襄阳	襄阳
2018	11	26	多云	22	6	十堰市	湖北	十堰	十堰
2018	11	27	小雨	14	5	十堰市	湖北	十堰	十堰
2018	11	28	多云	18	5	十堰市	湖北	十堰	十堰
2018	11	29	多云	19	6	十堰市	湖北	十堰	十堰
2018	11	30	多云	15	6	十堰市	湖北	十堰	十堰
2018	12	1	多云	13	7	十堰市	湖北	十堰	十堰
2018	12	2	多云	13	6	十堰市	湖北	十堰	十堰
2018	12	3	小雨	12	5	十堰市	湖北	十堰	十堰
2018	12	4	阴	11	3	十堰市	湖北	十堰	十堰
2018	12	5	雨	9	2	十堰市	湖北	十堰	十堰
2018	12	6	雨	7	1	十堰市	湖北	十堰	十堰
2018	12	7	雨	7	1	十堰市	湖北	十堰	十堰
2018	12	8	雨夹雪	10	1	十堰市	湖北	十堰	十堰
2018	12	9	多云	11	2	十堰市	湖北	十堰	十堰
2018	12	10	阴	11	2	十堰市	湖北	十堰	十堰
2018	12	11	阴	9	1	十堰市	湖北	十堰	十堰
2018	11	26	晴	20	7	荆州市	湖北	荆州	荆州
2018	11	27	晴	19	8	荆州市	湖北	荆州	荆州
2018	11	28	晴	18	8	荆州市	湖北	荆州	荆州
2018	11	29	晴	19	8	荆州市	湖北	荆州	荆州
2018	11	30	多云	18	9	荆州市	湖北	荆州	荆州
2018	12	1	多云	16	8	荆州市	湖北	荆州	荆州
2018	12	2	多云	16	8	荆州市	湖北	荆州	荆州
2018	12	3	小雨	14	11	荆州市	湖北	荆州	荆州
2018	12	4	多云	12	5	荆州市	湖北	荆州	荆州
2018	12	5	雨	11	4	荆州市	湖北	荆州	荆州
2018	12	6	雨	9	4	荆州市	湖北	荆州	荆州
2018	12	7	雨	8	4	荆州市	湖北	荆州	荆州
2018	12	8	雨	11	4	荆州市	湖北	荆州	荆州
2018	12	9	多云	12	4	荆州市	湖北	荆州	荆州
2018	12	10	雨	10	5	荆州市	湖北	荆州	荆州
2018	12	11	阴	10	4	荆州市	湖北	荆州	荆州
2018	11	26	晴	20	9	宜昌市	湖北	宜昌	宜昌
2018	11	27	多云	19	9	宜昌市	湖北	宜昌	宜昌
2018	11	28	晴	17	8	宜昌市	湖北	宜昌	宜昌
2018	11	29	多云	19	9	宜昌市	湖北	宜昌	宜昌
2018	11	30	多云	16	10	宜昌市	湖北	宜昌	宜昌
2018	12	1	阴	15	9	宜昌市	湖北	宜昌	宜昌
2018	12	2	多云	14	9	宜昌市	湖北	宜昌	宜昌
2018	12	3	小雨	13	12	宜昌市	湖北	宜昌	宜昌
2018	12	4	阴	12	4	宜昌市	湖北	宜昌	宜昌
2018	12	5	雨	11	4	宜昌市	湖北	宜昌	宜昌
2018	12	6	雨	9	5	宜昌市	湖北	宜昌	宜昌
2018	12	7	雨	8	5	宜昌市	湖北	宜昌	宜昌
2018	12	8	雨	13	4	宜昌市	湖北	宜昌	宜昌
2018	12	9	多云	13	5	宜昌市	湖北	宜昌	宜昌
2018	12	10	雨	11	5	宜昌市	湖北	宜昌	宜昌
2018	12	11	雨	11	4	宜昌市	湖北	宜昌	宜昌
2018	11	26	多云	19	8	黄冈市	湖北	黄冈	黄冈
2018	11	27	晴	20	7	黄冈市	湖北	黄冈	黄冈
2018	11	28	多云	20	8	黄冈市	湖北	黄冈	黄冈
2018	11	29	晴	20	8	黄冈市	湖北	黄冈	黄冈
2018	11	30	多云	18	10	黄冈市	湖北	黄冈	黄冈
2018	12	1	多云	18	9	黄冈市	湖北	黄冈	黄冈
2018	12	2	多云	17	10	黄冈市	湖北	黄冈	黄冈
2018	12	3	小雨	15	12	黄冈市	湖北	黄冈	黄冈
2018	12	4	阴	14	7	黄冈市	湖北	黄冈	黄冈
2018	12	5	雨	13	7	黄冈市	湖北	黄冈	黄冈
2018	12	6	雨	12	6	黄冈市	湖北	黄冈	黄冈
2018	12	7	雨	10	6	黄冈市	湖北	黄冈	黄冈
2018	12	8	雨	11	5	黄冈市	湖北	黄冈	黄冈
2018	12	9	雨	13	6	黄冈市	湖北	黄冈	黄冈
2018	12	10	雨	12	6	黄冈市	湖北	黄冈	黄冈
2018	12	11	雨	11	5	黄冈市	湖北	黄冈	黄冈
2018	11	26	多云	18	8	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	11	27	多云	16	8	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	11	28	多云	18	8	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	11	29	多云	18	8	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	11	30	阴	14	11	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	1	多云	13	10	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	2	小雨	12	10	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	3	小雨	12	10	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	4	雨	14	8	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	5	雨	12	6	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	6	雨	9	6	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	7	雨	9	6	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	8	雨	14	7	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	9	阴	14	8	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	10	雨	13	7	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	12	11	雨	13	6	恩施土家族苗族自治州	湖北	恩施土家族苗族自治州	恩施
2018	11	26	晴	21	9	长沙市	湖南	长沙	长沙
2018	11	27	晴	20	10	长沙市	湖南	长沙	长沙
2018	11	28	晴	19	9	长沙市	湖南	长沙	长沙
2018	11	29	晴	20	9	长沙市	湖南	长沙	长沙
2018	11	30	多云	20	10	长沙市	湖南	长沙	长沙
2018	12	1	多云	19	12	长沙市	湖南	长沙	长沙
2018	12	2	多云	21	14	长沙市	湖南	长沙	长沙
2018	12	3	小雨	18	10	长沙市	湖南	长沙	长沙
2018	12	4	雨	14	9	长沙市	湖南	长沙	长沙
2018	12	5	雨	14	8	长沙市	湖南	长沙	长沙
2018	12	6	雨	10	7	长沙市	湖南	长沙	长沙
2018	12	7	雨	13	8	长沙市	湖南	长沙	长沙
2018	12	8	雨	11	9	长沙市	湖南	长沙	长沙
2018	12	9	雨	14	9	长沙市	湖南	长沙	长沙
2018	12	10	雨	12	9	长沙市	湖南	长沙	长沙
2018	12	11	雨	12	9	长沙市	湖南	长沙	长沙
2018	11	26	晴	21	8	株洲市	湖南	株洲	株洲
2018	11	27	晴	21	8	株洲市	湖南	株洲	株洲
2018	11	28	晴	21	8	株洲市	湖南	株洲	株洲
2018	11	29	晴	21	8	株洲市	湖南	株洲	株洲
2018	11	30	晴	21	9	株洲市	湖南	株洲	株洲
2018	12	1	多云	20	11	株洲市	湖南	株洲	株洲
2018	12	2	小雨	18	12	株洲市	湖南	株洲	株洲
2018	12	3	小雨	20	13	株洲市	湖南	株洲	株洲
2018	12	4	雨	15	8	株洲市	湖南	株洲	株洲
2018	12	5	阴	15	8	株洲市	湖南	株洲	株洲
2018	12	6	雨	10	7	株洲市	湖南	株洲	株洲
2018	12	7	雨	14	7	株洲市	湖南	株洲	株洲
2018	12	8	雨	12	7	株洲市	湖南	株洲	株洲
2018	12	9	雨	14	7	株洲市	湖南	株洲	株洲
2018	12	10	雨	12	7	株洲市	湖南	株洲	株洲
2018	12	11	雨	12	7	株洲市	湖南	株洲	株洲
2018	11	26	晴	19	9	岳阳市	湖南	岳阳	岳阳
2018	11	27	晴	19	10	岳阳市	湖南	岳阳	岳阳
2018	11	28	多云	18	10	岳阳市	湖南	岳阳	岳阳
2018	11	29	多云	19	10	岳阳市	湖南	岳阳	岳阳
2018	11	30	晴	18	10	岳阳市	湖南	岳阳	岳阳
2018	12	1	多云	18	12	岳阳市	湖南	岳阳	岳阳
2018	12	2	小雨	21	14	岳阳市	湖南	岳阳	岳阳
2018	12	3	小雨	17	10	岳阳市	湖南	岳阳	岳阳
2018	12	4	雨	12	8	岳阳市	湖南	岳阳	岳阳
2018	12	5	雨	12	7	岳阳市	湖南	岳阳	岳阳
2018	12	6	雨	10	6	岳阳市	湖南	岳阳	岳阳
2018	12	7	雨	11	8	岳阳市	湖南	岳阳	岳阳
2018	12	8	雨	10	7	岳阳市	湖南	岳阳	岳阳
2018	12	9	雨	12	7	岳阳市	湖南	岳阳	岳阳
2018	12	10	雨	11	8	岳阳市	湖南	岳阳	岳阳
2018	12	11	雨	11	7	岳阳市	湖南	岳阳	岳阳
2018	11	26	晴	25	14	南宁市	广西	南宁	南宁
2018	11	27	晴	25	14	南宁市	广西	南宁	南宁
2018	11	28	晴	26	13	南宁市	广西	南宁	南宁
2018	11	29	多云	26	14	南宁市	广西	南宁	南宁
2018	11	30	小雨	23	17	南宁市	广西	南宁	南宁
2018	12	1	小雨	21	16	南宁市	广西	南宁	南宁
2018	12	2	小雨	22	19	南宁市	广西	南宁	南宁
2018	12	3	阴	27	20	南宁市	广西	南宁	南宁
2018	12	4	雨	25	17	南宁市	广西	南宁	南宁
2018	12	5	雨	24	16	南宁市	广西	南宁	南宁
2018	12	6	雨	21	15	南宁市	广西	南宁	南宁
2018	12	7	雨	21	15	南宁市	广西	南宁	南宁
2018	12	8	雨	24	19	南宁市	广西	南宁	南宁
2018	12	9	雨	24	19	南宁市	广西	南宁	南宁
2018	12	10	雨	23	19	南宁市	广西	南宁	南宁
2018	12	11	雨	25	18	南宁市	广西	南宁	南宁
2018	11	26	多云	26	17	北海市	广西	北海	北海
2018	11	27	多云	24	17	北海市	广西	北海	北海
2018	11	28	阴	24	18	北海市	广西	北海	北海
2018	11	29	多云	25	18	北海市	广西	北海	北海
2018	11	30	小雨	23	19	北海市	广西	北海	北海
2018	12	1	小雨	22	19	北海市	广西	北海	北海
2018	12	2	阴	26	20	北海市	广西	北海	北海
2018	12	3	多云	27	22	北海市	广西	北海	北海
2018	12	4	阴	26	21	北海市	广西	北海	北海
2018	12	5	多云	25	20	北海市	广西	北海	北海
2018	12	6	多云	25	19	北海市	广西	北海	北海
2018	12	7	雨	24	19	北海市	广西	北海	北海
2018	12	8	雨	26	21	北海市	广西	北海	北海
2018	12	9	雨	25	21	北海市	广西	北海	北海
2018	12	10	雨	25	21	北海市	广西	北海	北海
2018	12	11	雨	26	20	北海市	广西	北海	北海
2018	11	26	多云	24	16	广州市	广东	广州	广州
2018	11	27	阴	22	16	广州市	广东	广州	广州
2018	11	28	阴	21	13	广州市	广东	广州	广州
2018	11	29	多云	24	14	广州市	广东	广州	广州
2018	11	30	多云	24	16	广州市	广东	广州	广州
2018	12	1	阴	22	17	广州市	广东	广州	广州
2018	12	2	小雨	22	18	广州市	广东	广州	广州
2018	12	3	多云	24	16	广州市	广东	广州	广州
2018	12	4	雨	27	19	广州市	广东	广州	广州
2018	12	5	雨	26	18	广州市	广东	广州	广州
2018	12	6	雨	25	16	广州市	广东	广州	广州
2018	12	7	多云	24	16	广州市	广东	广州	广州
2018	12	8	雨	25	20	广州市	广东	广州	广州
2018	12	9	雨	24	20	广州市	广东	广州	广州
2018	12	10	雨	24	20	广州市	广东	广州	广州
2018	12	11	雨	24	19	广州市	广东	广州	广州
2018	11	26	小雨	21	17	深圳市	广东	深圳	深圳
2018	11	27	阵雨	23	18	深圳市	广东	深圳	深圳
2018	11	28	小雨	23	16	深圳市	广东	深圳	深圳
2018	11	29	多云	23	18	深圳市	广东	深圳	深圳
2018	11	30	多云	23	20	深圳市	广东	深圳	深圳
2018	12	1	阴	23	20	深圳市	广东	深圳	深圳
2018	12	2	多云	24	21	深圳市	广东	深圳	深圳
2018	12	3	多云	24	19	深圳市	广东	深圳	深圳
2018	12	4	雨	25	21	深圳市	广东	深圳	深圳
2018	12	5	雨	26	20	深圳市	广东	深圳	深圳
2018	12	6	雨	24	18	深圳市	广东	深圳	深圳
2018	12	7	多云	23	18	深圳市	广东	深圳	深圳
2018	12	8	阴	23	20	深圳市	广东	深圳	深圳
2018	12	9	雨	24	20	深圳市	广东	深圳	深圳
2018	12	10	雨	23	20	深圳市	广东	深圳	深圳
2018	12	11	雨	23	20	深圳市	广东	深圳	深圳
2018	11	26	中雨	21	18	汕头市	广东	汕头	汕头
2018	11	27	阵雨	22	17	汕头市	广东	汕头	汕头
2018	11	28	阴	22	16	汕头市	广东	汕头	汕头
2018	11	29	多云	23	15	汕头市	广东	汕头	汕头
2018	11	30	多云	25	18	汕头市	广东	汕头	汕头
2018	12	1	多云	24	19	汕头市	广东	汕头	汕头
2018	12	2	多云	24	19	汕头市	广东	汕头	汕头
2018	12	3	阴	25	17	汕头市	广东	汕头	汕头
2018	12	4	雨	25	20	汕头市	广东	汕头	汕头
2018	12	5	雨	24	19	汕头市	广东	汕头	汕头
2018	12	6	雨	23	18	汕头市	广东	汕头	汕头
2018	12	7	多云	22	18	汕头市	广东	汕头	汕头
2018	12	8	阴	23	19	汕头市	广东	汕头	汕头
2018	12	9	雨	25	20	汕头市	广东	汕头	汕头
2018	12	10	雨	22	20	汕头市	广东	汕头	汕头
2018	12	11	雨	22	18	汕头市	广东	汕头	汕头
2018	11	26	少云	12	-2	沈阳市	辽宁	沈阳	沈阳
2018	11	27	少云	7	-6	沈阳市	辽宁	沈阳	沈阳
2018	11	28	少云	2	-8	沈阳市	辽宁	沈阳	沈阳
2018	11	29	少云	1	-10	沈阳市	辽宁	沈阳	沈阳
2018	11	30	少云	4	-10	沈阳市	辽宁	沈阳	沈阳
2018	12	1	少云	8	-8	沈阳市	辽宁	沈阳	沈阳
2018	12	2	阴	12	-3	沈阳市	辽宁	沈阳	沈阳
2018	12	3	阵雪	5	-6	沈阳市	辽宁	沈阳	沈阳
2018	12	4	少云	0	-10	沈阳市	辽宁	沈阳	沈阳
2018	12	5	少云	4	-11	沈阳市	辽宁	沈阳	沈阳
2018	12	6	少云	-6	-12	沈阳市	辽宁	沈阳	沈阳
2018	12	7	阴	8	-7	沈阳市	辽宁	沈阳	沈阳
2018	12	8	少云	5	-5	沈阳市	辽宁	沈阳	沈阳
2018	12	9	少云	0	-10	沈阳市	辽宁	沈阳	沈阳
2018	12	10	少云	-4	-15	沈阳市	辽宁	沈阳	沈阳
2018	12	11	少云	-6	-18	沈阳市	辽宁	沈阳	沈阳
2018	11	26	多云	24	17	湛江市	广东	湛江	湛江
2018	11	27	阵雨	24	17	湛江市	广东	湛江	湛江
2018	11	28	小雨	25	16	湛江市	广东	湛江	湛江
2018	11	29	小雨	25	19	湛江市	广东	湛江	湛江
2018	11	30	阵雨	24	18	湛江市	广东	湛江	湛江
2018	12	1	阵雨	25	19	湛江市	广东	湛江	湛江
2018	12	2	多云	24	19	湛江市	广东	湛江	湛江
2018	12	3	阵雨	25	22	湛江市	广东	湛江	湛江
2018	12	4	雨	26	21	湛江市	广东	湛江	湛江
2018	12	5	多云	25	21	湛江市	广东	湛江	湛江
2018	12	6	雨	25	19	湛江市	广东	湛江	湛江
2018	12	7	雨	24	19	湛江市	广东	湛江	湛江
2018	12	8	雨	25	21	湛江市	广东	湛江	湛江
2018	12	9	雨	25	21	湛江市	广东	湛江	湛江
2018	12	10	雨	25	21	湛江市	广东	湛江	湛江
2018	12	11	雨	25	21	湛江市	广东	湛江	湛江
2018	11	26	阴	24	15	惠州市	广东	惠州	惠州
2018	11	27	阵雨	23	16	惠州市	广东	惠州	惠州
2018	11	28	阴	22	14	惠州市	广东	惠州	惠州
2018	11	29	多云	23	15	惠州市	广东	惠州	惠州
2018	11	30	多云	26	16	惠州市	广东	惠州	惠州
2018	12	1	多云	23	14	惠州市	广东	惠州	惠州
2018	12	2	多云	25	17	惠州市	广东	惠州	惠州
2018	12	3	阴	26	17	惠州市	广东	惠州	惠州
2018	12	4	雨	27	19	惠州市	广东	惠州	惠州
2018	12	5	雨	27	18	惠州市	广东	惠州	惠州
2018	12	6	雨	25	16	惠州市	广东	惠州	惠州
2018	12	7	多云	24	16	惠州市	广东	惠州	惠州
2018	12	8	阴	25	20	惠州市	广东	惠州	惠州
2018	12	9	雨	26	20	惠州市	广东	惠州	惠州
2018	12	10	雨	25	21	惠州市	广东	惠州	惠州
2018	12	11	雨	24	19	惠州市	广东	惠州	惠州
