日历天,当期零售市值,当期零售金额,当期零售数量,星期,周次,年份,去除节假日,年份周
43098,30685142,21757095.28,105492,5,53,2017,21757095.28,201753
43099,74634064,50450900.79,246866,6,53,2017,50450900.79,201753
43100,103984421,70578662.24,340457,7,53,2017,70578662.24,201753
43101,125393490,83376982.7,410591,1,1,2018,0,201801
43102,24617638,18533432.2,86505,2,1,2018,18533432.2,201801
43103,19788736,14881799.11,71234,3,1,2018,14881799.11,201801
43104,20409853,14076018.75,70943,4,1,2018,14076018.75,201801
43105,24400118,17744661.37,83400,5,1,2018,17744661.37,201801
43106,39592080,28681598.24,129763,6,1,2018,28681598.24,201801
43107,44158570,32117221.03,147052,7,1,2018,32117221.03,201801
43108,23422051,17777574.06,80150,1,2,2018,17777574.06,201802
43109,25035324,18412692.62,84766,2,2,2018,18412692.62,201802
43110,24408018,17931263.11,83220,3,2,2018,17931263.11,201802
43111,25209746,18503566.26,85992,4,2,2018,18503566.26,201802
43112,30787135,22009690.78,104084,5,2,2018,22009690.78,201802
43113,55024107,38815498.55,182342,6,2,2018,38815498.55,201802
43114,61074690,42901430.6,206780,7,2,2018,42901430.6,201802
43115,25756655,18741198.3,91023,1,3,2018,18741198.3,201803
43116,24268524,17783340.01,88081,2,3,2018,17783340.01,201803
43117,24830508,18224160.45,91366,3,3,2018,18224160.45,201803
43118,25374175,17735635.74,93574,4,3,2018,17735635.74,201803
43119,30823276,22005030.07,113087,5,3,2018,22005030.07,201803
43120,51586390,36618523.22,186136,6,3,2018,36618523.22,201803
43121,58679243,41370322.72,211283,7,3,2018,41370322.72,201803
43122,28230146,20874679.9,105139,1,4,2018,20874679.9,201804
43123,30546977,21876442.84,109860,2,4,2018,21876442.84,201804
43124,30935781,22216301.76,109909,3,4,2018,22216301.76,201804
43125,29730340,20850438.29,109316,4,4,2018,20850438.29,201804
43126,40765280,28377394.04,139648,5,4,2018,28377394.04,201804
43127,59810158,40775299.46,204275,6,4,2018,40775299.46,201804
43128,75160614,50554476.49,253056,7,4,2018,50554476.49,201804
43129,46182279,31671554.18,158442,1,5,2018,31671554.18,201805
43130,43217849,31399401.08,151157,2,5,2018,31399401.08,201805
43131,45621247,33192091.29,161844,3,5,2018,33192091.29,201805
43132,53290255,39099736.44,191252,4,5,2018,39099736.44,201805
43133,59119106,41784931.6,204499,5,5,2018,41784931.6,201805
43134,83336666,58094241.44,288352,6,5,2018,58094241.44,201805
43135,100214133,70101645.7,349317,7,5,2018,70101645.7,201805
43136,63414323,46199668.05,231947,1,6,2018,46199668.05,201806
43137,64676320,47925414.2,239231,2,6,2018,47925414.2,201806
43138,66864045.9,49874511.35,249906,3,6,2018,49874511.35,201806
43139,74463653,55843103.25,281840,4,6,2018,0,201806
43140,80362932,60657122.4,308578,5,6,2018,0,201806
43141,102907428.9,77218506.59,392972,6,6,2018,0,201806
43142,98802635,75151028.05,385256,7,6,2018,0,201806
43143,102625904.9,79222886.19,406230,1,7,2018,0,201807
43144,104123557,81975418.1,424844,2,7,2018,0,201807
43145,100603020,80204864.97,420302,3,7,2018,0,201807
43146,35069584,27789741.2,147971,4,7,2018,0,201807
43147,17248453,12909198.1,75887,5,7,2018,0,201807
43148,17442281,13305139.3,77439,6,7,2018,0,201807
43149,20354042,15636083.1,92760,7,7,2018,0,201807
43150,22028767,17026724.54,101471,1,8,2018,0,201808
43151,24275823,18871079.69,112200,2,8,2018,0,201808
43152,26638974,20433898.9,119152,3,8,2018,0,201808
43153,27023568,21018689.84,119917,4,8,2018,21018689.84,201808
43154,26329131,20478371.25,119763,5,8,2018,20478371.25,201808
43155,24738811,18876457.1,113641,6,8,2018,18876457.1,201808
43156,29121524.9,22427896.3,134985,7,8,2018,22427896.3,201808
43157,23047962,17836752.68,108359,1,9,2018,17836752.68,201809
43158,21638651,16345859.98,102325,2,9,2018,16345859.98,201809
43159,22972669,17237948.78,113066,3,9,2018,17237948.78,201809
43160,23609449,17838223.6,117415,4,9,2018,17838223.6,201809
43161,26913645,20045870.5,134430,5,9,2018,0,201809
43162,34680546.8,25843155.48,177723,6,9,2018,25843155.48,201809
43163,31534707,23467036.3,170419,7,9,2018,23467036.3,201809
43164,17484280,12744404.8,92514,1,10,2018,12744404.8,201810
43165,14423081,10354897.1,76266,2,10,2018,10354897.1,201810
43166,14047600,9997354.2,73726,3,10,2018,9997354.2,201810
43167,23359555,16199980.36,119660,4,10,2018,0,201810
43168,20032271,14281647.7,103131,5,10,2018,14281647.7,201810
43169,35947994,25921944.87,184660,6,10,2018,25921944.87,201810
43170,39685790,29053632.52,204410,7,10,2018,29053632.52,201810
43171,17956507,13851765,96588,1,11,2018,13851765,201811
43172,18884875,14292186.3,105144,2,11,2018,14292186.3,201811
43173,18503804,13943317.7,104835,3,11,2018,13943317.7,201811
43174,17296151,12699976.7,99227,4,11,2018,12699976.7,201811
43175,19629597,14513335,111195,5,11,2018,14513335,201811
43176,32446152,23734300.16,179150,6,11,2018,23734300.16,201811
43177,36854617,25485767.9,194232,7,11,2018,25485767.9,201811
43178,14469284,10855557.3,82230,1,12,2018,10855557.3,201812
43179,14155866,10451377.2,81128,2,12,2018,10451377.2,201812
43180,16353902,11743410.44,91267,3,12,2018,11743410.44,201812
43181,17359687,12975758.56,100695,4,12,2018,12975758.56,201812
43182,78946228,18963030.52,371266,5,12,2018,18963030.52,201812
43183,41518524,30317512.5,240146,6,12,2018,30317512.5,201812
43184,45066606,33417460.21,269584,7,12,2018,33417460.21,201812
43185,20723927,15665635.98,131807,1,13,2018,15665635.98,201813
43186,20688988,16068110.9,138823,2,13,2018,16068110.9,201813
43187,20851936,16075133.3,145449,3,13,2018,16075133.3,201813
43188,26637987,15634341.7,163409,4,13,2018,15634341.7,201813
43189,24233533,18196174.5,164267,5,13,2018,18196174.5,201813
43190,42493706,32350366.82,288904,6,13,2018,32350366.82,201813
43191,45276301,35198349.72,323045,7,13,2018,35198349.72,201813
43192,20387941,16678139.2,155335,1,14,2018,16678139.2,201814
43193,18412755,15020732.6,140338,2,14,2018,15020732.6,201814
43194,19811906,15477443.23,140593,3,14,2018,15477443.23,201814
43195,43255946,31524329.25,283348,4,14,2018,0,201814
43196,45033265,32101147.92,282819,5,14,2018,0,201814
43197,35103212,24650767.92,223447,6,14,2018,0,201814
43198,17354871,13277635.7,119979,7,14,2018,13277635.7,201814
43199,15326294,12032245.88,108908,1,15,2018,12032245.88,201815
43200,15086042,12057783.96,109199,2,15,2018,12057783.96,201815
43201,15944486,12810156.82,114262,3,15,2018,12810156.82,201815
43202,15452414,11321809.3,106238,4,15,2018,11321809.3,201815
43203,16295198,12265605.24,114333,5,15,2018,12265605.24,201815
43204,27098143,20612830.71,181865,6,15,2018,20612830.71,201815
43205,31889423,24691512.82,217269,7,15,2018,24691512.82,201815
43206,16531868,12770087.08,114280,1,16,2018,12770087.08,201816
43207,16192260,12761288.28,116284,2,16,2018,12761288.28,201816
43208,18311508,14128883.9,134678,3,16,2018,14128883.9,201816
43209,18256794,14453542.84,137221,4,16,2018,14453542.84,201816
43210,20080789,16092823.94,152606,5,16,2018,16092823.94,201816
43211,29794505,24387951.46,224719,6,16,2018,24387951.46,201816
43212,32005085,26285817.18,240753,7,16,2018,26285817.18,201816
43213,15076660,12171851.02,111822,1,17,2018,12171851.02,201817
43214,15942076,12658107.88,117815,2,17,2018,12658107.88,201817
43215,16040642,13062723.66,120112,3,17,2018,13062723.66,201817
43216,16076863,13072980.3,121689,4,17,2018,13072980.3,201817
43217,18253643,14719995.02,140384,5,17,2018,14719995.02,201817
43218,23782161,19208836.24,185520,6,17,2018,19208836.24,201817
43219,52739045,41515699.99,411817,7,17,2018,0,201817
43220,63731256,50319404.09,504087,1,18,2018,0,201818
43221,61788434,47573568.5,485837,2,18,2018,0,201818
43222,20475033,16704681.88,161730,3,18,2018,16704681.88,201818
43223,17168181,13807367.62,134988,4,18,2018,13807367.62,201818
43224,17559543,14439405.69,138123,5,18,2018,14439405.69,201818
43225,24305819,19613908.06,189418,6,18,2018,19613908.06,201818
43226,26418777,21569526.03,207001,7,18,2018,21569526.03,201818
43227,14935622,11996213.96,117478,1,19,2018,11996213.96,201819
43228,14419028,11795593.06,113193,2,19,2018,11795593.06,201819
43229,14082964,11415394.98,110526,3,19,2018,11415394.98,201819
43230,14230784,11344793.52,110210,4,19,2018,11344793.52,201819
43231,16288355,13166505.28,128536,5,19,2018,13166505.28,201819
43232,28743979,23255901.59,228505,6,19,2018,23255901.59,201819
43233,33553826,27511035.76,268738,7,19,2018,0,201819
43234,16724728,13992525.08,135978,1,20,2018,13992525.08,201820
43235,17582198,14780893.4,142473,2,20,2018,14780893.4,201820
43236,18195995,15300386.4,147586,3,20,2018,15300386.4,201820
43237,18340612,15061149.32,146038,4,20,2018,15061149.32,201820
43238,20487784,16742035.34,164148,5,20,2018,16742035.34,201820
43239,32749359,26564613.66,261112,6,20,2018,26564613.66,201820
43240,35679227,28952948.72,280856,7,20,2018,28952948.72,201820
43241,14339971,11805910.3,114366,1,21,2018,11805910.3,201821
43242,13609660,11093904.2,107805,2,21,2018,11093904.2,201821
43243,14172772,11507731.5,113188,3,21,2018,11507731.5,201821
43244,14271682,11598593.64,113298,4,21,2018,11598593.64,201821
43245,15943875,12837494.2,127456,5,21,2018,12837494.2,201821
43246,29851474,23195998.1,234775,6,21,2018,23195998.1,201821
43247,33012416,25160469.49,251792,7,21,2018,25160469.49,201821
43248,15286051,12015725.15,119058,1,22,2018,12015725.15,201822
43249,14466259,11442952.84,112893,2,22,2018,11442952.84,201822
43250,15195400,12044915.92,116762,3,22,2018,12044915.92,201822
43251,15596724,12690004.22,120577,4,22,2018,12690004.22,201822
43252,20166934,15985844.78,161005,5,22,2018,0,201822
43253,27571022,22045596.14,219165,6,22,2018,22045596.14,201822
43254,28314998,22507092.61,224246,7,22,2018,22507092.61,201822
43255,13586243,11334041.71,105831,1,23,2018,11334041.71,201823
43256,14362854,11847943.21,114241,2,23,2018,11847943.21,201823
43257,15505704,12854873.04,123451,3,23,2018,12854873.04,201823
43258,14827526,12176586.73,118429,4,23,2018,12176586.73,201823
43259,16612664,13330341.81,131906,5,23,2018,13330341.81,201823
43260,25129961,19995115.27,198288,6,23,2018,19995115.27,201823
43261,27559181,21676790.42,218011,7,23,2018,21676790.42,201823
43262,86010683,14956169.8,424671,1,24,2018,14956169.8,201824
43263,13657959,11126743.82,108529,2,24,2018,11126743.82,201824
43264,13841404,11179869.36,110089,3,24,2018,11179869.36,201824
43265,14214537,11465845.13,112698,4,24,2018,11465845.13,201824
43266,17722560,13824391.62,140623,5,24,2018,13824391.62,201824
43267,35355333,25842887.78,280163,6,24,2018,0,201824
43268,41060563,30080510.35,325477,7,24,2018,0,201824
43269,38005606,27803946.48,300121,1,25,2018,0,201825
43270,15214144,11909129.96,121902,2,25,2018,11909129.96,201825
43271,14775282,11182885.62,113923,3,25,2018,11182885.62,201825
43272,14289489,11154132.96,113453,4,25,2018,11154132.96,201825
43273,14534616,11176366.71,116469,5,25,2018,11176366.71,201825
43274,21913844,16597652.87,174647,6,25,2018,16597652.87,201825
43275,24476475,18519908.95,193329,7,25,2018,18519908.95,201825
43276,14016493.9,10848634.26,111483,1,26,2018,10848634.26,201826
43277,16360267,12458328.57,125313,2,26,2018,12458328.57,201826
43278,16776634,12782425.35,130946,3,26,2018,12782425.35,201826
43279,17139847,12891931.42,132664,4,26,2018,12891931.42,201826
43280,19928633,14565222.53,156440,5,26,2018,14565222.53,201826
43281,28841373,20656441.07,221982,6,26,2018,20656441.07,201826
43282,29431939,21661255.21,235247,7,26,2018,0,201826
43283,17290747,12891946.85,138446,1,27,2018,12891946.85,201827
43284,16647903,12480816.35,133793,2,27,2018,12480816.35,201827
43285,16111186,12077184.58,129125,3,27,2018,12077184.58,201827
43286,16770104,12523892.23,134389,4,27,2018,12523892.23,201827
43287,18748271,13704822.89,149679,5,27,2018,13704822.89,201827
43288,26176242,18749483.08,208425,6,27,2018,18749483.08,201827
43289,29072090,20843316.4,231814,7,27,2018,20843316.4,201827
43290,17547179,12702895.49,140469,1,28,2018,12702895.49,201828
43291,17334012,12425847.86,137156,2,28,2018,12425847.86,201828
43292,16539346,12095854.4,131833,3,28,2018,12095854.4,201828
43293,19093202,13170426.29,147761,4,28,2018,13170426.29,201828
43294,18780389.7,13317437.85,149470,5,28,2018,13317437.85,201828
43295,27096702,18708191.85,214677,6,28,2018,18708191.85,201828
43296,31306378,21679043.66,248093,7,28,2018,21679043.66,201828
43297,18724924,13371561.93,149107,1,29,2018,13371561.93,201829
43298,18523457,13195241.28,147083,2,29,2018,13195241.28,201829
43299,19724303,13162703.87,150618,3,29,2018,13162703.87,201829
43300,17934982,12762217.96,142384,4,29,2018,12762217.96,201829
43301,19610796,13579131.55,155434,5,29,2018,13579131.55,201829
43302,27832724,18570075.76,219390,6,29,2018,18570075.76,201829
43303,30008281,20163884.92,236004,7,29,2018,20163884.92,201829
43304,50013323,14175701.1,338808,1,30,2018,14175701.1,201830
43305,33279613,12948752.8,232592,2,30,2018,12948752.8,201830
43306,19612268,12777875.4,151418,3,30,2018,12777875.4,201830
43307,18187314,12525632.62,143106,4,30,2018,12525632.62,201830
43308,20867934,13910204.98,165065,5,30,2018,13910204.98,201830
43309,28087298,18112941.28,220745,6,30,2018,18112941.28,201830
43310,32374430,20800183.82,253327,7,30,2018,20800183.82,201830
43311,18793614,12720095.48,147009,1,31,2018,12720095.48,201831
43312,19448078,13003786.43,151739,2,31,2018,13003786.43,201831
43313,20773345,13630395.08,163666,3,31,2018,0,201831
43314,21050168,13130192.62,160725,4,31,2018,13130192.62,201831
43315,19826486,13052049.7,153869,5,31,2018,13052049.7,201831
43316,27362424,17712517.8,209988,6,31,2018,17712517.8,201831
43317,30461480,19913741.44,230602,7,31,2018,19913741.44,201831
43318,19566463,13018637.34,149215,1,32,2018,13018637.34,201832
43319,18820359,12512287.14,143508,2,32,2018,12512287.14,201832
43320,19334922,12856745.35,146028,3,32,2018,12856745.35,201832
43321,19304446,12837482.46,144581,4,32,2018,12837482.46,201832
43322,20943332,13578689.54,157916,5,32,2018,13578689.54,201832
43323,28697636,18458810.7,212282,6,32,2018,18458810.7,201832
43324,31231601,20379793.5,231648,7,32,2018,20379793.5,201832
43325,21802919,14425259.9,161517,1,33,2018,14425259.9,201833
43326,20989082,14120371.05,153270,2,33,2018,14120371.05,201833
43327,22854962,15331622.46,163917,3,33,2018,15331622.46,201833
43328,23751875,16219531.5,168201,4,33,2018,16219531.5,201833
43329,32828465,21087739.4,230962,5,33,2018,0,201833
43330,32330685,21926455.08,227145,6,33,2018,21926455.08,201833
43331,34435383,23542053.5,244313,7,33,2018,23542053.5,201833
43332,23409359,16219256.94,164123,1,34,2018,16219256.94,201834
43333,23935090,16712053.88,164928,2,34,2018,16712053.88,201834
43334,24263707,17163474.39,165165,3,34,2018,17163474.39,201834
43335,23617322,16748306.54,160832,4,34,2018,16748306.54,201834
43336,25215606,16869013.64,174240,5,34,2018,16869013.64,201834
43337,31222919,21921799.08,208135,6,34,2018,21921799.08,201834
43338,36021559,25842509.36,243336,7,34,2018,25842509.36,201834
43339,24832155,17392466.34,162613,1,35,2018,17392466.34,201835
43340,22663478,16143361.32,152683,2,35,2018,16143361.32,201835
43341,22613752,16268749.84,153035,3,35,2018,16268749.84,201835
43342,24019015,17448627.4,159284,4,35,2018,17448627.4,201835
43343,26823957,18611054.9,180561,5,35,2018,18611054.9,201835
43344,31916963,23051517.3,210873,6,35,2018,23051517.3,201835
43345,34728399,24526806.38,227249,7,35,2018,24526806.38,201835
43346,18131545,13048083.88,119910,1,36,2018,13048083.88,201836
43347,18650142,13792167.24,116085,2,36,2018,13792167.24,201836
43348,17181847,12763355.3,110173,3,36,2018,12763355.3,201836
43349,17789656,13257346.78,112406,4,36,2018,13257346.78,201836
43350,22481602,16130671.2,140391,5,36,2018,16130671.2,201836
43351,36540821,27918884.6,216682,6,36,2018,27918884.6,201836
43352,38910611,29659433.94,230996,7,36,2018,29659433.94,201836
43353,29479765,16199105.08,159721,1,37,2018,0,201837
43354,19074352,14569844.8,112915,2,37,2018,14569844.8,201837
43355,18625737,14266199.74,109815,3,37,2018,14266199.74,201837
43356,18439641,14173611.22,109497,4,37,2018,14173611.22,201837
43357,21019807,15948822.25,121209,5,37,2018,15948822.25,201837
43358,35389450,27295379.44,197445,6,37,2018,27295379.44,201837
43359,36736328,28807581.19,199276,7,37,2018,28807581.19,201837
43360,19237927,15020777.8,107663,1,38,2018,15020777.8,201838
43361,17285627,13582631.8,99369,2,38,2018,13582631.8,201838
43362,17878899,13531055.7,102216,3,38,2018,13531055.7,201838
43363,16968748,13157538.27,97062,4,38,2018,13157538.27,201838
43364,20263430,15319378.33,113996,5,38,2018,15319378.33,201838
43365,42634428.9,31929892.62,228910,6,38,2018,0,201838
43366,51771780.9,38973805.42,277765,7,38,2018,0,201838
43367,56941270.7,42702730.75,303635,1,39,2018,0,201839
43368,22656008.8,17484881.94,121705,2,39,2018,17484881.94,201839
43369,21649880,17013338.64,115899,3,39,2018,17013338.64,201839
43370,23562694,17379016.91,122393,4,39,2018,17379016.91,201839
43371,24988044,18178240.55,131850,5,39,2018,18178240.55,201839
43372,25247549,20112514.56,135261,6,39,2018,20112514.56,201839
43373,35410746,26901863.48,183620,7,39,2018,26901863.48,201839
43374,85605283,63956165.8,431959,1,40,2018,0,201840
43375,74827673,56548063.08,374953,2,40,2018,0,201840
43376,64202633,48690492.43,317449,3,40,2018,0,201840
43377,53950395,40696322.72,268871,4,40,2018,0,201840
43378,48405919,36660213.01,239938,5,40,2018,0,201840
43379,45629164,34614450.1,224608,6,40,2018,0,201840
43380,39094911,29417989.14,194760,7,40,2018,0,201840
43381,18779587,14546509.5,94282,1,41,2018,14546509.5,201841
43382,19738374,15662906.84,97375,2,41,2018,15662906.84,201841
43383,23921709,19263426.35,115442,3,41,2018,19263426.35,201841
43384,24980420,20294249.74,121337,4,41,2018,20294249.74,201841
43385,28357164,21394561.69,135439,5,41,2018,21394561.69,201841
43386,45464103,36017945.83,214780,6,41,2018,36017945.83,201841
43387,47832860.3,39010544.21,225805,7,41,2018,39010544.21,201841
43388,22605272,18396067.74,107454,1,42,2018,18396067.74,201842
43389,23807419,19326365.27,112935,2,42,2018,19326365.27,201842
43390,22470141,18420011.87,105497,3,42,2018,0,201842
43391,24015823,18672239.66,112286,4,42,2018,18672239.66,201842
43392,25512641,20553525.16,116432,5,42,2018,20553525.16,201842
43393,44347861,36217872.97,198511,6,42,2018,36217872.97,201842
43394,44279939,36236083.47,199908,7,42,2018,36236083.47,201842
43395,19341257,15906606.95,88790,1,43,2018,15906606.95,201843
43396,21353826,16751731.86,93748,2,43,2018,16751731.86,201843
43397,18753109,15039484.44,87107,3,43,2018,15039484.44,201843
43398,18916620,14387849.3,88792,4,43,2018,14387849.3,201843
43399,22940188,18209154.64,102338,5,43,2018,18209154.64,201843
43400,48869831,36066846.6,213453,6,43,2018,36066846.6,201843
43401,49437985,36269355.4,217444,7,43,2018,36269355.4,201843
43402,17955114,14320606.12,80759,1,44,2018,14320606.12,201844
43403,17030482,13689693.3,76848,2,44,2018,13689693.3,201844
43404,17816965,14434144.46,79752,3,44,2018,14434144.46,201844
43405,19973322,15230696.21,88188,4,44,2018,15230696.21,201844
43406,21659503,17139216.04,93448,5,44,2018,17139216.04,201844
43407,82503476,52763989.22,354890,6,44,2018,52763989.22,201844
43408,79963602,51551070.86,339704,7,44,2018,51551070.86,201844
43409,42855554,15700378.86,228794,1,45,2018,15700378.86,201845
43410,17256696,14438110.7,71721,2,45,2018,14438110.7,201845
43411,86828367,17686499.92,385356,3,45,2018,17686499.92,201845
43412,47420714,16063963.74,177244,4,45,2018,16063963.74,201845
43413,27216952,20373074.86,109057,5,45,2018,20373074.86,201845
43414,78129210,51412548.71,296309,6,45,2018,51412548.71,201845
43415,108052432,69340335.6,406981,7,45,2018,0,201845
43416,23567099,16789598.7,89790,1,46,2018,16789598.7,201846
43417,22302083,16933403.51,84566,2,46,2018,16933403.51,201846
43418,29528713,16140259.62,117270,3,46,2018,16140259.62,201846
43419,16873341,13933655.34,66000,4,46,2018,13933655.34,201846
43420,23456533,18816140.7,89000,5,46,2018,18816140.7,201846
43421,48430898,38179256.22,177655,6,46,2018,38179256.22,201846
43422,48258561,37803068.16,176703,7,46,2018,37803068.16,201846
43423,20626753,17021225.28,78526,1,47,2018,17021225.28,201847
43424,20931795,15965200.76,80196,2,47,2018,15965200.76,201847
43425,18787631,15579463.62,72272,3,47,2018,15579463.62,201847
43426,19525723,16087815.92,74787,4,47,2018,16087815.92,201847
43427,25356199,19732993.34,94828,5,47,2018,19732993.34,201847
43428,51670895,38206873.54,183479,6,47,2018,0,201847
43429,52285425,38280317.66,186248,7,47,2018,38280317.66,201847
43430,16955386,13878748.6,65806,1,48,2018,13878748.6,201848
43431,28356624,14293474.5,101776,2,48,2018,14293474.5,201848
43432,16978141,13733191.62,65145,3,48,2018,13733191.62,201848
43433,16918592,13468639.68,65169,4,48,2018,13468639.68,201848
43434,25855285,19017581,99384,5,48,2018,19017581,201848
43435,43810760,34157974.23,158397,6,48,2018,34157974.23,201848
43436,42164842,32386284.19,153564,7,48,2018,32386284.19,201848
43437,16034993,12895682.48,61084,1,49,2018,12895682.48,201849
43438,16351795,13285293.58,60290,2,49,2018,13285293.58,201849
43439,25400495,17918415.37,92419,3,49,2018,17918415.37,201849
43440,18746550,15003957.37,64874,4,49,2018,15003957.37,201849
43441,33303598,24161338.35,111484,5,49,2018,24161338.35,201849
43442,66528196,49664215.23,205442,6,49,2018,49664215.23,201849
43443,77848096,57917862.59,240339,7,49,2018,57917862.59,201849
43444,33032120,24675943.56,109874,1,50,2018,24675943.56,201850
43445,32132552,23512503.86,102752,2,50,2018,23512503.86,201850
43446,38015959,28842090.65,117471,3,50,2018,28842090.65,201850
43447,24441747,19296200.24,80806,4,50,2018,19296200.24,201850
43448,32405315,23100761.56,106681,5,50,2018,23100761.56,201850
43449,53752182,40008500.78,169194,6,50,2018,40008500.78,201850
43450,58384757,44218025.54,184791,7,50,2018,44218025.54,201850
43451,19518540,15592054.1,67181,1,51,2018,15592054.1,201851
43452,17631723,13815567.84,63401,2,51,2018,13815567.84,201851
43453,18024616,13663342.64,65040,3,51,2018,13663342.64,201851
43454,16636184,13403828.71,58443,4,51,2018,13403828.71,201851
43455,21258372,15990875.48,74132,5,51,2018,15990875.48,201851
43456,46736744,32867080.76,152988,6,51,2018,32867080.76,201851
43457,54712182,38108277.5,174717,7,51,2018,38108277.5,201851
43458,33802038,23121749.36,107520,1,52,2018,23121749.36,201852
43459,34147517,23125662.4,106912,2,52,2018,0,201852
43460,23163770,16751927.4,79121,3,52,2018,16751927.4,201852
43461,26077212,19287703.46,90793,4,52,2018,19287703.46,201852
43462,32096614,24377028.02,109261,5,52,2018,24377028.02,201852
43463,48899321,33610790.62,150411,6,52,2018,33610790.62,201852
43464,101812787,66600041.45,292591,7,52,2018,66600041.45,201852
43465,138690196.9,86939251.8,398885,1,53,2018,86939251.8,201853
