,name,tuan,tongqin,xiuchang,xiuxing,yichang,banxing,gongyi,xijie,lingxing,kuanshi,小类,中类,大类
0,01635b155c8626cbb79741cd70993e2f.jpg,字母,韩版,长袖,其他,常规,宽松,,,连帽,套头,卫衣,卫衣,卫衣
1,01635b155c8626cbb79741cd70993e2f.jpg,,简约,长袖,,常规,,,,连帽,套头,套头衫,套头衫,套头衫
2,01635b155c8626cbb79741cd70993e2f.jpg,字母 ,韩版 ,长袖 ,常规 ,常规 ,宽松 纯电商(只在线上销售) ,,链条 ,连帽 ,链条 套头 ,卫衣,卫衣,卫衣
3,01635b155c8626cbb79741cd70993e2f.jpg,,,长袖,,,宽松,,绣花,连帽,绣花套头,卫衣,卫衣,卫衣
4,01635b155c8626cbb79741cd70993e2f.jpg,字母,韩版,长袖,,常规,宽松,,,连帽,套头,卫衣,卫衣,卫衣
5,01635b155c8626cbb79741cd70993e2f.jpg,其他,,,,,棉内胆,,,,,打底衫,打底衫,打底衫
6,01635b155c8626cbb79741cd70993e2f.jpg,,,长袖,插肩袖,,宽松,,绣花,连帽,绣花套头,T恤,T恤,T恤
7,01635b155c8626cbb79741cd70993e2f.jpg,,,长袖,,常规,,,,,,卫衣,卫衣,卫衣
8,01635b155c8626cbb79741cd70993e2f.jpg,纯色,,长袖,常规,常规,宽松,,印花/印染,连帽,印花/印染套头,卫衣,卫衣,卫衣
9,01635b155c8626cbb79741cd70993e2f.jpg,,,,,,,,,,套头,套头衫,套头衫,套头衫
10,061999e0171c5a8570563d94cb789767.jpg,,,,,,,,,,,打底衫,打底衫,打底衫
11,061999e0171c5a8570563d94cb789767.jpg,条纹,休闲,,常规,,宽松,,,,套头,卫衣,卫衣,卫衣
12,061999e0171c5a8570563d94cb789767.jpg,3D效果,休闲,,常规,,宽松,,绣花,圆领,绣花套头,卫衣,卫衣,卫衣
13,061999e0171c5a8570563d94cb789767.jpg,条纹,休闲,,常规,,宽松,,,,套头,卫衣,卫衣,卫衣
14,061999e0171c5a8570563d94cb789767.jpg,其他,,,,,,,,,套头,卫衣,卫衣,卫衣
15,061999e0171c5a8570563d94cb789767.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
16,061999e0171c5a8570563d94cb789767.jpg,色块,,,,,,,,,套头,卫衣,卫衣,卫衣
17,061999e0171c5a8570563d94cb789767.jpg,其他 ,休闲 ,,常规 ,,修身型 纯电商(只在线上销售) ,,印花 ,圆领 ,印花 套头 ,套头衫,套头衫,套头衫
18,061999e0171c5a8570563d94cb789767.jpg,其他 ,,,,,,,,,,卫衣,卫衣,卫衣
19,061999e0171c5a8570563d94cb789767.jpg,其他 ,,长袖 ,常规 ,常规款 ,直筒 纯电商(只在线上销售) ,,绣花 ,POLO领 ,绣花 套头 ,毛衫,毛衫,毛衫
20,11f13c8044313cd657d1e057103e9812.jpg,其他,休闲,,常规,,直筒,,,圆领,套头,卫衣,卫衣,卫衣
21,11f13c8044313cd657d1e057103e9812.jpg,其他,休闲,,常规,,直筒,,请见宝贝描述,圆领,请见宝贝描述套头,卫衣,卫衣,卫衣
22,11f13c8044313cd657d1e057103e9812.jpg,字母,韩版,长袖,常规,常规,棉内胆宽松,,,连帽,套头,卫衣,卫衣,卫衣
23,11f13c8044313cd657d1e057103e9812.jpg,骷髅,休闲,,常规,,直筒,,,连帽,套头,卫衣,卫衣,卫衣
24,11f13c8044313cd657d1e057103e9812.jpg,,,,,,,,,连帽,,卫衣,卫衣,卫衣
25,11f13c8044313cd657d1e057103e9812.jpg,人物,韩版,长袖,常规,常规,棉内胆宽松,,,立领,套头,卫衣,卫衣,卫衣
26,11f13c8044313cd657d1e057103e9812.jpg,纯色 ,休闲 ,,常规 ,,宽松 ,,印花 ,连帽 ,印花 套头 ,套头衫,套头衫,套头衫
27,11f13c8044313cd657d1e057103e9812.jpg,字母,韩版,长袖,常规,常规,棉内胆宽松,,"口袋,印花",连帽,"口袋,印花套头",卫衣,卫衣,卫衣
28,11f13c8044313cd657d1e057103e9812.jpg,,,长袖,,常规,宽松,,,连帽,套头,卫衣,卫衣,卫衣
29,11f13c8044313cd657d1e057103e9812.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
30,137c95158451e3f69d927702110bfffd.jpg,纯色,韩版,长袖,常规,常规,宽松,,袋鼠兜,连帽,袋鼠兜套头,卫衣,卫衣,卫衣
31,137c95158451e3f69d927702110bfffd.jpg,纯色,休闲,,常规,,宽松,,印花,连帽,印花套头,卫衣,卫衣,卫衣
32,137c95158451e3f69d927702110bfffd.jpg,纯色,韩版,长袖,常规,常规,宽松,,"口袋,螺纹",连帽,"口袋,螺纹套头",卫衣,卫衣,卫衣
33,137c95158451e3f69d927702110bfffd.jpg,纯色,韩版,长袖,常规,常规,棉内胆宽松,,纯色,连帽,纯色套头,卫衣,卫衣,卫衣
34,137c95158451e3f69d927702110bfffd.jpg,纯色,韩版,长袖,蝙蝠袖,常规,棉内胆宽松,,,连帽,套头,卫衣,卫衣,卫衣
35,137c95158451e3f69d927702110bfffd.jpg,纯色,休闲,,常规,,宽松,,其他,圆领,其他套头,卫衣,卫衣,卫衣
36,137c95158451e3f69d927702110bfffd.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
37,137c95158451e3f69d927702110bfffd.jpg,纯色,韩版,长袖,常规,常规,宽松,,"口袋,系带,螺纹",连帽,"口袋,系带,螺纹套头",卫衣,卫衣,卫衣
38,137c95158451e3f69d927702110bfffd.jpg,纯色,韩版,长袖,常规,常规,直筒,,"袋鼠兜,绣花",连帽,"袋鼠兜,绣花套头",卫衣,卫衣,卫衣
39,137c95158451e3f69d927702110bfffd.jpg,纯色,韩版,长袖,常规,常规,棉内胆宽松,,"袋鼠兜,口袋,拼接,螺纹,抽绳",连帽,"袋鼠兜,口袋,拼接,螺纹,抽绳套头",卫衣,卫衣,卫衣
40,1431a37d5d7aeffb8feececfca88f31d.jpg,其他 ,休闲 ,,常规 ,,直筒 ,,印花 ,圆领 ,印花 套头 ,卫衣,卫衣,卫衣
41,1431a37d5d7aeffb8feececfca88f31d.jpg,几何图案,休闲,,常规,,直筒,,,圆领,套头,卫衣,卫衣,卫衣
42,1431a37d5d7aeffb8feececfca88f31d.jpg,其他,,长袖,,,,,,圆领,,打底衫,打底衫,打底衫
43,1431a37d5d7aeffb8feececfca88f31d.jpg,字母数字字母数字,日常,长袖,常规,,修身字母数字,,绣标,圆领,绣标,打底衫,打底衫,打底衫
44,1431a37d5d7aeffb8feececfca88f31d.jpg,几何图案 ,休闲 ,,常规 ,,直筒 纯电商(只在线上销售) ,,印花 ,圆领 ,印花 套头 ,卫衣,卫衣,卫衣
45,1431a37d5d7aeffb8feececfca88f31d.jpg,几何图案,,,常规,,宽松,,印花,圆领,印花套头,卫衣,卫衣,卫衣
46,1431a37d5d7aeffb8feececfca88f31d.jpg,其他 ,运动 ,,常规 ,,宽松 纯电商(只在线上销售) ,,印花 ,圆领 ,印花 套头 ,卫衣,卫衣,卫衣
47,1431a37d5d7aeffb8feececfca88f31d.jpg,,,长袖 ,常规 ,常规 ,修身 纯电商(只在线上销售) ,,印花 ,圆领 ,印花 套头 ,卫衣,卫衣,卫衣
48,1431a37d5d7aeffb8feececfca88f31d.jpg,其他 ,,,,,纯电商(只在线上销售) ,,,圆领 ,套头 ,卫衣,卫衣,卫衣
49,1431a37d5d7aeffb8feececfca88f31d.jpg,,,,,,,,,,,毛衫,毛衫,毛衫
50,15533c5f75243fbc11b20acd0adafdd3.jpg,,,,,,,,,,,打底衫,打底衫,打底衫
51,15533c5f75243fbc11b20acd0adafdd3.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
52,15533c5f75243fbc11b20acd0adafdd3.jpg,3D效果,休闲,,常规,,宽松,,绣花,圆领,绣花套头,卫衣,卫衣,卫衣
53,15533c5f75243fbc11b20acd0adafdd3.jpg,,,,,,,,,,,套头衫,套头衫,套头衫
54,15533c5f75243fbc11b20acd0adafdd3.jpg,其他 ,,,,,毛内胆 ,,,,,套头衫,套头衫,套头衫
55,15533c5f75243fbc11b20acd0adafdd3.jpg,,,长袖 ,,常规 ,商场同款(线上线下都销售) ,,,圆领 ,套头 ,卫衣,卫衣,卫衣
56,15533c5f75243fbc11b20acd0adafdd3.jpg,卡通动漫,,长袖,,,,,,圆领,,打底衫,打底衫,打底衫
57,15533c5f75243fbc11b20acd0adafdd3.jpg,其他 ,休闲 ,,常规 ,,修身型 纯电商(只在线上销售) ,,印花 ,圆领 ,印花 套头 ,套头衫,套头衫,套头衫
58,15533c5f75243fbc11b20acd0adafdd3.jpg,纯色 ,,,,,,,,,,卫衣,卫衣,卫衣
59,15533c5f75243fbc11b20acd0adafdd3.jpg,其他 ,,,,,,,,,,卫衣,卫衣,卫衣
60,164da379efeb1ba5bb355258b75723ba.jpg,其他 ,,,,,,,,圆领 ,套头 ,卫衣,卫衣,卫衣
61,164da379efeb1ba5bb355258b75723ba.jpg,其他,居家,,常规,,宽松,,绣花,圆领,绣花套头,卫衣,卫衣,卫衣
62,164da379efeb1ba5bb355258b75723ba.jpg,卡通动漫,简约,长袖,常规,常规,棉内胆宽松,,印花,圆领,印花套头,卫衣,卫衣,卫衣
63,164da379efeb1ba5bb355258b75723ba.jpg,其他 ,休闲 ,,常规 ,,直筒 商场同款(线上线下都销售) ,,缉明线 ,圆领 ,缉明线 套头 ,卫衣,卫衣,卫衣
64,164da379efeb1ba5bb355258b75723ba.jpg,其他 ,,,,,商场同款(线上线下都销售) ,,,,套头 ,卫衣,卫衣,卫衣
65,164da379efeb1ba5bb355258b75723ba.jpg,卡通动漫 ,简约 ,长袖 ,常规 ,常规 ,棉内胆 宽松 纯电商(只在线上销售) ,,印花 ,圆领 ,印花 套头 ,卫衣,卫衣,卫衣
66,164da379efeb1ba5bb355258b75723ba.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
67,164da379efeb1ba5bb355258b75723ba.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
68,164da379efeb1ba5bb355258b75723ba.jpg,,其他休闲 ,长袖 ,,,标准 ,,,其他 ,,T恤,T恤,T恤
69,164da379efeb1ba5bb355258b75723ba.jpg,,,,,,,,,,,T恤,T恤,T恤
70,16c39cefda191f4994ee4984c9189006.jpg,卡通动漫 ,韩版 ,长袖 ,常规 ,常规 ,棉内胆 宽松 纯电商(只在线上销售) ,,袋鼠兜 口袋 印花 螺纹 抽绳 ,连帽 ,袋鼠兜 口袋 印花 螺纹 抽绳 套头 ,卫衣,卫衣,卫衣
71,16c39cefda191f4994ee4984c9189006.jpg,,,长袖,,常规,,,,连帽,套头,卫衣,卫衣,卫衣
72,16c39cefda191f4994ee4984c9189006.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
73,16c39cefda191f4994ee4984c9189006.jpg,其他,休闲,,常规,,宽松,,印花,圆领,印花套头,卫衣,卫衣,卫衣
74,16c39cefda191f4994ee4984c9189006.jpg,卡通动漫,休闲,,常规,,宽松,,印花,圆领,印花套头,打底衫,打底衫,打底衫
75,16c39cefda191f4994ee4984c9189006.jpg,纯色,休闲,,常规,,宽松,,印花,圆领,印花套头,卫衣,卫衣,卫衣
76,16c39cefda191f4994ee4984c9189006.jpg,其他 ,,,,,纯电商(只在线上销售) ,,,连帽 ,套头 ,卫衣,卫衣,卫衣
77,16c39cefda191f4994ee4984c9189006.jpg,搞怪,休闲,,常规,,宽松,,印花,连帽,印花套头,卫衣,卫衣,卫衣
78,16c39cefda191f4994ee4984c9189006.jpg,纯色,休闲,,常规,,宽松,,其他,圆领,其他套头,卫衣,卫衣,卫衣
79,16c39cefda191f4994ee4984c9189006.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
80,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,其他 ,休闲 ,,常规 ,,,,缉明线 ,圆领 ,缉明线 套头 ,卫衣,卫衣,卫衣
81,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,,其他休闲,长袖,,,标准,,,圆领,,打底衫,打底衫,打底衫
82,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,纯色纯色,其他休闲,长袖,插肩袖,,时尚潮牌宽松纯色,,口袋,圆领,口袋,打底衫,打底衫,打底衫
83,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,,,长袖,,,,,,圆领,,打底衫,打底衫,打底衫
84,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,,日常,长袖,,,非品牌宽松,,,圆领,,卫衣,卫衣,卫衣
85,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,纯色纯色,其他休闲,长袖,常规,,国内非知名品牌宽松纯色,,口袋,圆领,口袋,卫衣,卫衣,卫衣
86,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,其他 ,运动 ,,常规 ,,直筒 纯电商(只在线上销售) ,,印花 ,圆领 ,印花 套头 ,卫衣,卫衣,卫衣
87,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,创意,,,,,,,,,套头,卫衣,卫衣,卫衣
88,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,,简约 ,长袖 ,,常规款 ,,,,半高圆领 ,套头 ,毛衫,毛衫,毛衫
89,18e0b1bf0a1b41031a7ec6444aba6d0b.jpg,纯色,,长袖,,,,,,圆领,,打底衫,打底衫,打底衫
90,1b8adb67f3a38b51d331e3ada8889e9c.jpg,卡通动漫,,,常规,,宽松,,,圆领,套头,卫衣,卫衣,卫衣
91,1b8adb67f3a38b51d331e3ada8889e9c.jpg,其他,休闲,,常规,,宽松,,印花,连帽,印花套头,卫衣,卫衣,卫衣
92,1b8adb67f3a38b51d331e3ada8889e9c.jpg,其他,休闲,,常规,,,,,,套头,衬衫,衬衫,衬衫
93,1b8adb67f3a38b51d331e3ada8889e9c.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
94,1b8adb67f3a38b51d331e3ada8889e9c.jpg,简笔画 ,休闲 ,,常规 ,,宽松 纯电商(只在线上销售) ,,印花 ,连帽 ,印花 套头 ,卫衣,卫衣,卫衣
95,1b8adb67f3a38b51d331e3ada8889e9c.jpg,其他,休闲,,常规,,宽松,,,连帽,套头,卫衣,卫衣,卫衣
96,1b8adb67f3a38b51d331e3ada8889e9c.jpg,,,,其他,常规,宽松,,,,套头,卫衣,卫衣,卫衣
97,1b8adb67f3a38b51d331e3ada8889e9c.jpg,,,长袖,插肩袖,中长款,宽松,,印花,圆领,印花套头,卫衣,卫衣,卫衣
98,1b8adb67f3a38b51d331e3ada8889e9c.jpg,,,长袖,常规,常规,棉内胆宽松,,,连帽,套头,卫衣,卫衣,卫衣
99,1b8adb67f3a38b51d331e3ada8889e9c.jpg,纯色,休闲,,常规,,宽松,,印花,连帽,印花套头,卫衣,卫衣,卫衣
100,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,字母 ,,长袖 ,其他 ,中长款 ,宽松 商场同款(线上线下都销售) ,,绣花 ,连帽 ,绣花 套头 ,卫衣,卫衣,卫衣
101,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,,,长袖 ,,,,,,,,套装,套装,套装
102,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,字母,,长袖,常规,常规,直筒,,绣花,连帽,绣花套头,卫衣,卫衣,卫衣
103,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,纯色,休闲,,,,宽松,,,连帽,套头,卫衣,卫衣,卫衣
104,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,,,,,,宽松,,印花,,印花,卫衣,卫衣,卫衣
105,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,几何图案,休闲,,常规,,宽松,,绣花,连帽,绣花套头,卫衣,卫衣,卫衣
106,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,几何图案 ,休闲 ,,常规 ,,修身型 ,,,连帽 ,套头 ,卫衣,卫衣,卫衣
107,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,字母,韩版,长袖,常规,常规,宽松,,"绣花,拼接",连帽,"绣花,拼接套头",卫衣,卫衣,卫衣
108,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,其他,,,,,,,,,,衬衫,衬衫,衬衫
109,1d38ecfa2e7120425fdd60ddea7f7b83.jpg,字母,韩版,长袖,常规,常规,棉内胆宽松,,"贴布,拼接",连帽,"贴布,拼接套头",卫衣,卫衣,卫衣
110,1da33bd44412681bb874eff770d747e7.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
111,1da33bd44412681bb874eff770d747e7.jpg,条纹,,长袖,常规,常规,棉内胆宽松,,"印花,拼接",圆领,"印花,拼接套头",卫衣,卫衣,卫衣
112,1da33bd44412681bb874eff770d747e7.jpg,,,,,,,,,,,打底衫,打底衫,打底衫
113,1da33bd44412681bb874eff770d747e7.jpg,条纹,,,,,棉内胆,,,,,卫衣,卫衣,卫衣
114,1da33bd44412681bb874eff770d747e7.jpg,条纹,,,,,,,,,,套头衫,套头衫,套头衫
115,1da33bd44412681bb874eff770d747e7.jpg,条纹,,,,,,,,,,套头衫,套头衫,套头衫
116,1da33bd44412681bb874eff770d747e7.jpg,,,长袖,,中长款,,,,,,套头衫,套头衫,套头衫
117,1da33bd44412681bb874eff770d747e7.jpg,条纹,,,,,,,,,,卫衣,卫衣,卫衣
118,1da33bd44412681bb874eff770d747e7.jpg,,,,,,,,,,,卫衣,卫衣,卫衣
119,1da33bd44412681bb874eff770d747e7.jpg,条纹,,长袖,,,,,,圆领,,打底衫,打底衫,打底衫
120,1f0b83565252461fcb4222d555cf54c6.jpg,其他,休闲,,常规,,宽松,,,连帽,套头,卫衣,卫衣,卫衣
121,1f0b83565252461fcb4222d555cf54c6.jpg,,,,,,,,,,,T恤,T恤,T恤
122,1f0b83565252461fcb4222d555cf54c6.jpg,纯色,韩版,长袖,常规,常规,棉内胆宽松,,口袋,连帽,口袋套头,卫衣,卫衣,卫衣
123,1f0b83565252461fcb4222d555cf54c6.jpg,字母,运动,,常规,,宽松,,,连帽,套头,卫衣,卫衣,卫衣
124,1f0b83565252461fcb4222d555cf54c6.jpg,纯色,休闲,,常规,,直筒,,,连帽,套头,卫衣,卫衣,卫衣
125,1f0b83565252461fcb4222d555cf54c6.jpg,,简约,长袖,常规,常规,棉内胆修身,,,圆领,套头,卫衣,卫衣,卫衣
126,1f0b83565252461fcb4222d555cf54c6.jpg,字母,韩版,长袖,常规,常规,棉内胆宽松,,"袋鼠兜,绣花",连帽,"袋鼠兜,绣花套头",卫衣,卫衣,卫衣
127,1f0b83565252461fcb4222d555cf54c6.jpg,字母,韩版,长袖,常规,常规,棉内胆宽松,,"袋鼠兜,绣花",连帽,"袋鼠兜,绣花套头",卫衣,卫衣,卫衣
128,1f0b83565252461fcb4222d555cf54c6.jpg,纯色,韩版,长袖,常规,常规,棉内胆宽松,,口袋,连帽,口袋套头,卫衣,卫衣,卫衣
129,1f0b83565252461fcb4222d555cf54c6.jpg,纯色,韩版,长袖,常规,常规,棉内胆宽松,,口袋,连帽,口袋套头,卫衣,卫衣,卫衣
130,1ffdce96f089976fd63f0b8aec639e75.jpg,条纹,旅游,长袖,常规,,修身型,,,圆领,套头,毛衫,毛衫,毛衫
131,1ffdce96f089976fd63f0b8aec639e75.jpg,条纹,,长袖,,常规,宽松,,,圆领,套头,卫衣,卫衣,卫衣
132,1ffdce96f089976fd63f0b8aec639e75.jpg,条纹 ,韩版 ,长袖 ,常规 ,常规 ,棉内胆 直筒 纯电商(只在线上销售) ,,,圆领 ,套头 ,卫衣,卫衣,卫衣
133,1ffdce96f089976fd63f0b8aec639e75.jpg,,日常 ,长袖 ,,,标准 ,,,圆领 ,,T恤,T恤,T恤
134,1ffdce96f089976fd63f0b8aec639e75.jpg,,,,,,,,,圆领,,卫衣,卫衣,卫衣
135,1ffdce96f089976fd63f0b8aec639e75.jpg,卡通动漫青春青春,韩版,长袖,常规,常规款,宽松,,,圆领,,T恤,T恤,T恤
136,1ffdce96f089976fd63f0b8aec639e75.jpg,卡通动漫,,长袖,常规,常规,修身,,,连帽,套头,卫衣,卫衣,卫衣
137,1ffdce96f089976fd63f0b8aec639e75.jpg,其他,,,,,,,,,套头,卫衣,卫衣,卫衣
138,1ffdce96f089976fd63f0b8aec639e75.jpg,条纹 ,运动 ,,常规 ,,宽松 ,,,圆领 ,套头 ,卫衣,卫衣,卫衣
139,1ffdce96f089976fd63f0b8aec639e75.jpg,条纹,休闲家居,长袖,,,,,,圆领,,家居服,家居服,家居服
140,28a75331fa4d334ecb42cec9cdc0f794.jpg,字母,,长袖,其他,中长款,宽松,,绣花,连帽,绣花套头,卫衣,卫衣,卫衣
141,28a75331fa4d334ecb42cec9cdc0f794.jpg,,,长袖,荷叶袖,短款,修身,,,圆领,套头,打底衫,打底衫,打底衫
142,28a75331fa4d334ecb42cec9cdc0f794.jpg,,,,,,,,,,,风衣,风衣,外套
143,28a75331fa4d334ecb42cec9cdc0f794.jpg,,复古,,,中长款,直筒,,,连帽,套头,卫衣,卫衣,卫衣
144,28a75331fa4d334ecb42cec9cdc0f794.jpg,,,,,,商场同款(线上线下都销售) ,,,,,套装,套装,套装
145,28a75331fa4d334ecb42cec9cdc0f794.jpg,其他,,九分袖,常规,常规款,直筒,,,POLO领,,衬衫,衬衫,衬衫
